student_id,term_code,workday_course_section_id,subject,catalog_number,credits,grading_basis,letter_grade,grade_points
S000010,2025SP,WD-2025SP-PSYC-151B,PSYC,151,3,Graded,A-,3.64
S000011,2025SP,WD-2025SP-BUS-160D,BUS,160,4,Graded,A-,3.73
S000011,2025SP,WD-2025SP-PSYC-105A,PSYC,105,3,Graded,B+,3.46
S000011,2025SP,WD-2025SP-ECON-136B,ECON,136,4,Graded,A-,3.64
S000013,2025SP,WD-2025SP-POL-113A,POL,113,3,Graded,B-,2.64
S000013,2025SP,WD-2025SP-HIST-134C,HIST,134,3,Graded,B,3.05
S000013,2025SP,WD-2025SP-BIOL-177C,BIOL,177,4,Graded,B,2.85
S000013,2025SP,WD-2025SP-COSI-135A,COSI,135,4,Graded,B,2.9
S000015,2025SP,WD-2025SP-BIOL-125B,BIOL,125,3,Graded,B+,3.34
S000015,2025SP,WD-2025SP-HIST-103D,HIST,103,3,Graded,B+,3.38
S000015,2025SP,WD-2025SP-HIST-114D,HIST,114,3,Graded,B+,3.32
S000015,2025SP,WD-2025SP-CHEM-143B,CHEM,143,4,Graded,B+,3.35
S000015,2025SP,WD-2025SP-HIST-173B,HIST,173,3,Graded,B+,3.31
S000016,2025SP,WD-2025SP-ENVS-105B,ENVS,105,4,Graded,A-,3.6
S000016,2025SP,WD-2025SP-HIST-105D,HIST,105,4,Graded,A-,3.56
S000017,2025SP,WD-2025SP-AMST-186B,AMST,186,3,Graded,A-,3.83
S000017,2025SP,WD-2025SP-POL-189D,POL,189,3,Graded,A,4.0
S000017,2025SP,WD-2025SP-PHIL-186C,PHIL,186,3,Graded,A-,3.83
S000017,2025SP,WD-2025SP-ENVS-179A,ENVS,179,3,Graded,A,3.99
S000017,2025SP,WD-2025SP-ENVS-108B,ENVS,108,3,Graded,A,3.89
S000018,2025SP,WD-2025SP-HSSP-112C,HSSP,112,3,Graded,C-,1.7
S000018,2025SP,WD-2025SP-ENVS-174B,ENVS,174,3,Graded,C,1.86
S000018,2025SP,WD-2025SP-ENG-163A,ENG,163,3,Graded,C-,1.76
S000018,2025SP,WD-2025SP-NEUR-197D,NEUR,197,3,Graded,C-,1.72
S000018,2025SP,WD-2025SP-HIST-120C,HIST,120,3,Graded,C-,1.68
S000020,2025SP,WD-2025SP-MATH-130D,MATH,130,4,Graded,B,2.95
S000020,2025SP,WD-2025SP-AMST-150C,AMST,150,3,Graded,B,3.11
S000020,2025SP,WD-2025SP-ANTH-189C,ANTH,189,3,Graded,B,3.19
S000020,2025SP,WD-2025SP-ENVS-151A,ENVS,151,3,Graded,B,3.0
S000022,2025SP,WD-2025SP-NEUR-119C,NEUR,119,4,Graded,B+,3.34
S000022,2025SP,WD-2025SP-CHEM-141B,CHEM,141,4,Graded,A-,3.52
S000022,2025SP,WD-2025SP-HIST-191C,HIST,191,3,Graded,B+,3.42
S000023,2025SP,WD-2025SP-ANTH-164A,ANTH,164,3,Graded,B+,3.35
S000023,2025SP,WD-2025SP-ECON-161C,ECON,161,3,Graded,B,3.18
S000023,2025SP,WD-2025SP-ENG-102A,ENG,102,3,Graded,B,3.02
S000023,2025SP,WD-2025SP-ENVS-161D,ENVS,161,3,Graded,B+,3.22
S000024,2025SP,WD-2025SP-PSYC-125C,PSYC,125,3,Graded,A,3.87
S000024,2025SP,WD-2025SP-ENVS-125C,ENVS,125,3,Graded,A-,3.84
S000024,2025SP,WD-2025SP-ECON-141B,ECON,141,3,Graded,A-,3.79
S000025,2025SP,WD-2025SP-AMST-145A,AMST,145,3,Graded,B+,3.38
S000025,2025SP,WD-2025SP-PSYC-117D,PSYC,117,3,Graded,B+,3.34
S000025,2025SP,WD-2025SP-AMST-118B,AMST,118,3,Graded,B+,3.23
S000025,2025SP,WD-2025SP-ANTH-191C,ANTH,191,3,Graded,B,3.11
S000027,2025SP,WD-2025SP-HSSP-154C,HSSP,154,4,Graded,B+,3.45
S000027,2025SP,WD-2025SP-POL-101A,POL,101,3,Graded,A-,3.79
S000027,2025SP,WD-2025SP-BIOL-127C,BIOL,127,3,Graded,A-,3.75
S000027,2025SP,WD-2025SP-BUS-132D,BUS,132,3,Graded,B+,3.47
S000027,2025SP,WD-2025SP-PSYC-187D,PSYC,187,4,Graded,B+,3.45
S000028,2025SP,WD-2025SP-HIST-106D,HIST,106,3,Graded,F,0.51
S000028,2025SP,WD-2025SP-PSYC-126B,PSYC,126,3,Graded,F,0.62
S000028,2025SP,WD-2025SP-CHEM-181C,CHEM,181,4,Graded,F,0.57
S000028,2025SP,WD-2025SP-ECON-192B,ECON,192,3,Graded,F,0.25
S000029,2025SP,WD-2025SP-COSI-166A,COSI,166,3,Graded,B,2.91
S000029,2025SP,WD-2025SP-NEUR-179D,NEUR,179,4,Graded,B-,2.67
S000029,2025SP,WD-2025SP-HSSP-167A,HSSP,167,3,Graded,B-,2.71
S000029,2025SP,WD-2025SP-AMST-179A,AMST,179,3,Graded,B-,2.68
S000029,2025SP,WD-2025SP-PSYC-102D,PSYC,102,3,Graded,B-,2.64
S000032,2025SP,WD-2025SP-BIOL-177B,BIOL,177,3,Graded,A-,3.68
S000032,2025SP,WD-2025SP-ENG-146C,ENG,146,3,Graded,A-,3.67
S000032,2025SP,WD-2025SP-MATH-146C,MATH,146,3,Graded,A-,3.6
S000032,2025SP,WD-2025SP-ECON-171C,ECON,171,3,Graded,A-,3.78
S000032,2025SP,WD-2025SP-CHEM-137B,CHEM,137,3,Graded,A-,3.52
S000033,2025SP,WD-2025SP-HSSP-161D,HSSP,161,3,Graded,B+,3.3
S000033,2025SP,WD-2025SP-ENVS-130A,ENVS,130,3,Graded,B+,3.23
S000033,2025SP,WD-2025SP-BIOL-182A,BIOL,182,3,Graded,B,3.05
S000033,2025SP,WD-2025SP-AMST-193A,AMST,193,4,Graded,B+,3.26
S000034,2025SP,WD-2025SP-AMST-112A,AMST,112,3,Graded,B,3.04
S000034,2025SP,WD-2025SP-PHIL-156B,PHIL,156,3,Graded,B,3.01
S000034,2025SP,WD-2025SP-HIST-122A,HIST,122,4,Graded,B,3.07
S000034,2025SP,WD-2025SP-POL-129B,POL,129,3,Graded,B,3.08
S000036,2025SP,WD-2025SP-PSYC-181C,PSYC,181,3,Graded,D,1.35
S000036,2025SP,WD-2025SP-PSYC-135B,PSYC,135,3,Graded,C-,1.53
S000036,2025SP,WD-2025SP-ECON-185D,ECON,185,3,Graded,D,1.44
S000036,2025SP,WD-2025SP-HIST-177B,HIST,177,4,Graded,D,1.32
S000036,2025SP,WD-2025SP-BUS-168D,BUS,168,3,Graded,D,1.37
S000037,2025SP,WD-2025SP-ENG-105C,ENG,105,3,Graded,B+,3.42
S000037,2025SP,WD-2025SP-NEUR-189A,NEUR,189,3,Graded,B,3.14
S000037,2025SP,WD-2025SP-HSSP-198A,HSSP,198,3,Graded,B,3.1
S000037,2025SP,WD-2025SP-AMST-165B,AMST,165,3,Graded,B+,3.23
S000037,2025SP,WD-2025SP-NEUR-113C,NEUR,113,3,Graded,B+,3.4
S000039,2025SP,WD-2025SP-ENVS-154A,ENVS,154,3,Graded,B,3.18
S000039,2025SP,WD-2025SP-COSI-140D,COSI,140,3,Graded,A-,3.5
S000039,2025SP,WD-2025SP-PSYC-183A,PSYC,183,4,Graded,B+,3.31
S000039,2025SP,WD-2025SP-CHEM-133C,CHEM,133,3,Graded,A-,3.7
S000039,2025SP,WD-2025SP-COSI-125D,COSI,125,4,Graded,B+,3.41
S000041,2025SP,WD-2025SP-NEUR-131D,NEUR,131,3,Graded,D,1.44
S000041,2025SP,WD-2025SP-ECON-107B,ECON,107,4,Graded,D,1.46
S000041,2025SP,WD-2025SP-BIOL-172A,BIOL,172,3,Graded,C-,1.5
S000041,2025SP,WD-2025SP-POL-128A,POL,128,3,Graded,D,1.42
S000042,2025SP,WD-2025SP-BIOL-150A,BIOL,150,3,Graded,B+,3.47
S000042,2025SP,WD-2025SP-PSYC-199C,PSYC,199,3,Graded,B+,3.33
S000042,2025SP,WD-2025SP-ANTH-144C,ANTH,144,3,Graded,B+,3.41
S000042,2025SP,WD-2025SP-CHEM-103C,CHEM,103,3,Graded,B+,3.38
S000043,2025SP,WD-2025SP-BUS-149D,BUS,149,3,Graded,A,4.0
S000044,2025SP,WD-2025SP-PSYC-176B,PSYC,176,3,Graded,F,0.21
S000044,2025SP,WD-2025SP-HIST-120B,HIST,120,3,Graded,F,0.41
S000044,2025SP,WD-2025SP-ENG-131B,ENG,131,4,Graded,F,0.39
S000044,2025SP,WD-2025SP-POL-113A,POL,113,3,Graded,F,0.49
S000044,2025SP,WD-2025SP-PHIL-188B,PHIL,188,3,Graded,F,0.66
S000045,2025SP,WD-2025SP-ENG-109B,ENG,109,3,Graded,A-,3.7
S000045,2025SP,WD-2025SP-HSSP-158A,HSSP,158,3,Graded,A-,3.51
S000045,2025SP,WD-2025SP-ECON-150B,ECON,150,3,Graded,A-,3.73
S000045,2025SP,WD-2025SP-PSYC-180A,PSYC,180,4,Graded,A-,3.7
S000045,2025SP,WD-2025SP-ENG-199B,ENG,199,4,Graded,A-,3.7
S000046,2025SP,WD-2025SP-MATH-163D,MATH,163,3,Graded,A-,3.61
S000046,2025SP,WD-2025SP-HSSP-142A,HSSP,142,3,Graded,A-,3.62
S000046,2025SP,WD-2025SP-HIST-123C,HIST,123,3,Graded,A-,3.6
S000046,2025SP,WD-2025SP-HSSP-192A,HSSP,192,4,Graded,A-,3.81
S000047,2025SP,WD-2025SP-BIOL-195B,BIOL,195,3,Graded,C+,2.15
S000047,2025SP,WD-2025SP-NEUR-195C,NEUR,195,3,Graded,C+,2.28
S000047,2025SP,WD-2025SP-CHEM-186D,CHEM,186,3,Graded,C,2.13
S000048,2025SP,WD-2025SP-BUS-171B,BUS,171,3,Graded,B,3.16
S000048,2025SP,WD-2025SP-COSI-111D,COSI,111,3,Graded,B,3.08
S000049,2025SP,WD-2025SP-POL-166B,POL,166,4,Graded,B+,3.28
S000049,2025SP,WD-2025SP-BIOL-146C,BIOL,146,3,Graded,B+,3.34
S000049,2025SP,WD-2025SP-COSI-172A,COSI,172,3,Graded,B+,3.33
S000049,2025SP,WD-2025SP-COSI-143A,COSI,143,4,Graded,B+,3.4
S000049,2025SP,WD-2025SP-PSYC-135C,PSYC,135,3,Graded,B+,3.37
S000050,2025SP,WD-2025SP-ENVS-192A,ENVS,192,4,Graded,A-,3.79
S000050,2025SP,WD-2025SP-BUS-171B,BUS,171,3,Graded,A-,3.77
S000050,2025SP,WD-2025SP-POL-196B,POL,196,3,Graded,A,3.85
S000050,2025SP,WD-2025SP-ENG-173D,ENG,173,3,Graded,A-,3.74
S000051,2025SP,WD-2025SP-PSYC-112A,PSYC,112,4,Graded,B+,3.37
S000051,2025SP,WD-2025SP-ANTH-184C,ANTH,184,3,Graded,B+,3.32
S000051,2025SP,WD-2025SP-ENVS-127D,ENVS,127,3,Graded,B+,3.38
S000051,2025SP,WD-2025SP-COSI-106B,COSI,106,4,Graded,A-,3.58
S000052,2025SP,WD-2025SP-POL-184A,POL,184,3,Graded,A,3.97
S000052,2025SP,WD-2025SP-PHIL-101B,PHIL,101,4,Graded,A,3.93
S000052,2025SP,WD-2025SP-BUS-192A,BUS,192,3,Graded,A,3.97
S000053,2025SP,WD-2025SP-ANTH-128C,ANTH,128,3,Graded,B,3.05
S000053,2025SP,WD-2025SP-ENG-120A,ENG,120,3,Graded,B,3.15
S000053,2025SP,WD-2025SP-HIST-157B,HIST,157,4,Graded,B+,3.29
S000053,2025SP,WD-2025SP-COSI-117C,COSI,117,3,Graded,B,2.94
S000054,2025SP,WD-2025SP-POL-174B,POL,174,4,Graded,B,2.98
S000054,2025SP,WD-2025SP-BIOL-194C,BIOL,194,3,Graded,B,3.15
S000054,2025SP,WD-2025SP-BUS-165C,BUS,165,3,Graded,B,3.04
S000054,2025SP,WD-2025SP-AMST-127D,AMST,127,4,Graded,B,3.14
S000055,2025SP,WD-2025SP-BIOL-178A,BIOL,178,4,Graded,B,2.96
S000055,2025SP,WD-2025SP-CHEM-127B,CHEM,127,3,Graded,B,3.07
S000055,2025SP,WD-2025SP-BIOL-153D,BIOL,153,3,Graded,B-,2.81
S000055,2025SP,WD-2025SP-COSI-171B,COSI,171,4,Graded,B,3.07
S000055,2025SP,WD-2025SP-AMST-107C,AMST,107,3,Graded,B,3.03
S000056,2025SP,WD-2025SP-CHEM-199B,CHEM,199,3,Graded,A-,3.72
S000056,2025SP,WD-2025SP-BUS-188C,BUS,188,3,Graded,A-,3.6
S000056,2025SP,WD-2025SP-ANTH-198C,ANTH,198,3,Graded,A-,3.69
S000056,2025SP,WD-2025SP-MATH-122D,MATH,122,3,Graded,A-,3.57
S000057,2025SP,WD-2025SP-AMST-112A,AMST,112,3,Graded,A,3.92
S000057,2025SP,WD-2025SP-BIOL-184C,BIOL,184,4,Graded,A,4.0
S000057,2025SP,WD-2025SP-POL-144C,POL,144,3,Graded,A-,3.71
S000057,2025SP,WD-2025SP-PSYC-138D,PSYC,138,3,Graded,A,3.98
S000058,2025SP,WD-2025SP-POL-145A,POL,145,3,Graded,A,4.0
S000058,2025SP,WD-2025SP-POL-180D,POL,180,4,Graded,A,4.0
S000058,2025SP,WD-2025SP-CHEM-147D,CHEM,147,4,Graded,A,4.0
S000059,2025SP,WD-2025SP-MATH-139A,MATH,139,4,Graded,A,3.87
S000059,2025SP,WD-2025SP-PHIL-157C,PHIL,157,3,Graded,A,3.91
S000059,2025SP,WD-2025SP-MATH-103D,MATH,103,3,Graded,A,3.97
S000059,2025SP,WD-2025SP-AMST-192D,AMST,192,4,Graded,A-,3.79
S000060,2025SP,WD-2025SP-ANTH-163B,ANTH,163,4,Graded,A-,3.7
S000060,2025SP,WD-2025SP-HIST-142D,HIST,142,3,Graded,A-,3.74
S000060,2025SP,WD-2025SP-ANTH-185C,ANTH,185,3,Graded,A-,3.7
S000061,2025SP,WD-2025SP-PSYC-184D,PSYC,184,3,Graded,A,4.0
S000061,2025SP,WD-2025SP-MATH-165D,MATH,165,3,Graded,A,3.86
S000061,2025SP,WD-2025SP-AMST-175B,AMST,175,3,Graded,A,4.0
S000061,2025SP,WD-2025SP-ECON-199D,ECON,199,3,Graded,A-,3.65
S000061,2025SP,WD-2025SP-HIST-159D,HIST,159,3,Graded,A,3.96
S000061,2025SP,WD-2025SP-ENVS-135C,ENVS,135,3,Graded,A,4.0
S000062,2025SP,WD-2025SP-ANTH-156A,ANTH,156,3,Graded,B,3.13
S000062,2025SP,WD-2025SP-ECON-104B,ECON,104,3,Graded,B+,3.36
S000062,2025SP,WD-2025SP-PHIL-131B,PHIL,131,3,Graded,B+,3.28
S000062,2025SP,WD-2025SP-BUS-105A,BUS,105,4,Graded,B,3.16
S000063,2025SP,WD-2025SP-PSYC-170B,PSYC,170,3,Graded,A-,3.56
S000064,2025SP,WD-2025SP-BUS-179A,BUS,179,4,Graded,C-,1.71
S000064,2025SP,WD-2025SP-ENVS-136B,ENVS,136,3,Graded,C-,1.54
S000064,2025SP,WD-2025SP-PSYC-118D,PSYC,118,4,Graded,C-,1.71
S000066,2025SP,WD-2025SP-POL-122D,POL,122,3,Graded,B+,3.31
S000066,2025SP,WD-2025SP-CHEM-198C,CHEM,198,3,Graded,B+,3.31
S000066,2025SP,WD-2025SP-PSYC-145D,PSYC,145,3,Graded,B+,3.36
S000066,2025SP,WD-2025SP-MATH-182C,MATH,182,3,Graded,B+,3.31
S000068,2025SP,WD-2025SP-HIST-129A,HIST,129,3,Graded,A-,3.74
S000068,2025SP,WD-2025SP-POL-155B,POL,155,3,Graded,A-,3.51
S000068,2025SP,WD-2025SP-HSSP-132A,HSSP,132,3,Graded,A-,3.81
S000068,2025SP,WD-2025SP-HIST-129B,HIST,129,3,Graded,A-,3.78
S000068,2025SP,WD-2025SP-ECON-169D,ECON,169,3,Graded,A-,3.66
S000069,2025SP,WD-2025SP-ENVS-155C,ENVS,155,3,Graded,B-,2.54
S000069,2025SP,WD-2025SP-AMST-157C,AMST,157,3,Graded,B-,2.68
S000069,2025SP,WD-2025SP-MATH-192B,MATH,192,4,Graded,B-,2.68
S000069,2025SP,WD-2025SP-PSYC-149B,PSYC,149,3,Graded,B-,2.51
S000069,2025SP,WD-2025SP-CHEM-190D,CHEM,190,3,Graded,B-,2.62
S000070,2025SP,WD-2025SP-BUS-167A,BUS,167,3,Graded,A,3.9
S000070,2025SP,WD-2025SP-ECON-138D,ECON,138,3,Graded,A-,3.63
S000070,2025SP,WD-2025SP-BUS-194D,BUS,194,3,Graded,A-,3.66
S000070,2025SP,WD-2025SP-BIOL-183A,BIOL,183,3,Graded,A-,3.68
S000070,2025SP,WD-2025SP-CHEM-160D,CHEM,160,3,Graded,A,3.88
S000071,2025SP,WD-2025SP-ENVS-137A,ENVS,137,4,Graded,F,0.53
S000071,2025SP,WD-2025SP-HSSP-122B,HSSP,122,3,Graded,F,0.34
S000071,2025SP,WD-2025SP-BUS-147D,BUS,147,3,Graded,F,0.52
S000071,2025SP,WD-2025SP-COSI-112C,COSI,112,3,Graded,F,0.42
S000071,2025SP,WD-2025SP-CHEM-142C,CHEM,142,3,Graded,F,0.43
S000072,2025SP,WD-2025SP-AMST-151D,AMST,151,4,Graded,C+,2.23
S000072,2025SP,WD-2025SP-PSYC-128C,PSYC,128,3,Graded,C,2.06
S000072,2025SP,WD-2025SP-ANTH-155A,ANTH,155,3,Graded,C,2.06
S000072,2025SP,WD-2025SP-ECON-182A,ECON,182,3,Graded,C,2.11
S000073,2025SP,WD-2025SP-BIOL-154B,BIOL,154,3,Graded,D,1.05
S000073,2025SP,WD-2025SP-ANTH-176D,ANTH,176,3,Graded,D,1.26
S000073,2025SP,WD-2025SP-PHIL-100B,PHIL,100,3,Graded,D,1.15
S000073,2025SP,WD-2025SP-PSYC-148B,PSYC,148,3,Graded,D,1.32
S000073,2025SP,WD-2025SP-COSI-178B,COSI,178,3,Graded,D,1.28
S000073,2025SP,WD-2025SP-PSYC-101B,PSYC,101,3,Graded,D,1.4
S000074,2025SP,WD-2025SP-HIST-163A,HIST,163,3,Graded,A-,3.75
S000074,2025SP,WD-2025SP-AMST-108B,AMST,108,4,Graded,A-,3.62
S000074,2025SP,WD-2025SP-HIST-183A,HIST,183,3,Graded,B+,3.49
S000074,2025SP,WD-2025SP-HSSP-103B,HSSP,103,3,Graded,A-,3.74
S000075,2025SP,WD-2025SP-CHEM-174A,CHEM,174,3,Graded,B,2.9
S000075,2025SP,WD-2025SP-PHIL-149A,PHIL,149,3,Graded,B,2.89
S000075,2025SP,WD-2025SP-POL-171B,POL,171,3,Graded,B-,2.81
S000075,2025SP,WD-2025SP-HIST-147D,HIST,147,3,Graded,B-,2.83
S000076,2025SP,WD-2025SP-PSYC-151D,PSYC,151,3,Graded,B+,3.41
S000076,2025SP,WD-2025SP-ENG-106B,ENG,106,3,Graded,B+,3.34
S000076,2025SP,WD-2025SP-NEUR-148C,NEUR,148,3,Graded,A-,3.54
S000076,2025SP,WD-2025SP-CHEM-153D,CHEM,153,3,Graded,B+,3.32
S000076,2025SP,WD-2025SP-PSYC-164A,PSYC,164,3,Graded,B+,3.48
S000077,2025SP,WD-2025SP-ECON-142C,ECON,142,3,Graded,F,0.62
S000077,2025SP,WD-2025SP-ECON-100B,ECON,100,3,Graded,F,0.56
S000078,2025SP,WD-2025SP-HSSP-185C,HSSP,185,3,Graded,A,4.0
S000078,2025SP,WD-2025SP-COSI-135A,COSI,135,4,Graded,A,4.0
S000078,2025SP,WD-2025SP-MATH-116B,MATH,116,3,Graded,A,3.96
S000079,2025SP,WD-2025SP-HIST-158D,HIST,158,3,Graded,A-,3.54
S000079,2025SP,WD-2025SP-PSYC-187B,PSYC,187,3,Graded,B+,3.3
S000079,2025SP,WD-2025SP-ECON-195A,ECON,195,3,Graded,B+,3.43
S000079,2025SP,WD-2025SP-CHEM-145B,CHEM,145,3,Graded,A-,3.53
S000079,2025SP,WD-2025SP-ANTH-121B,ANTH,121,3,Graded,A-,3.62
S000080,2025SP,WD-2025SP-NEUR-155B,NEUR,155,4,Graded,B,2.88
S000080,2025SP,WD-2025SP-ENG-151C,ENG,151,3,Graded,B,3.02
S000080,2025SP,WD-2025SP-COSI-126A,COSI,126,3,Graded,B,2.98
S000080,2025SP,WD-2025SP-ECON-167D,ECON,167,3,Graded,B,3.06
S000082,2025SP,WD-2025SP-HIST-103D,HIST,103,3,Graded,C,1.97
S000083,2025SP,WD-2025SP-ANTH-146D,ANTH,146,4,Graded,B+,3.25
S000083,2025SP,WD-2025SP-ENVS-198C,ENVS,198,3,Graded,B,3.15
S000083,2025SP,WD-2025SP-HIST-143C,HIST,143,3,Graded,A-,3.55
S000084,2025SP,WD-2025SP-AMST-120A,AMST,120,3,Graded,B+,3.35
S000084,2025SP,WD-2025SP-NEUR-193C,NEUR,193,3,Graded,B,3.17
S000085,2025SP,WD-2025SP-AMST-176D,AMST,176,3,Graded,A,4.0
S000085,2025SP,WD-2025SP-HSSP-138B,HSSP,138,4,Graded,A-,3.84
S000085,2025SP,WD-2025SP-BUS-145B,BUS,145,4,Graded,A-,3.81
S000085,2025SP,WD-2025SP-ANTH-135A,ANTH,135,3,Graded,A,3.91
S000086,2025SP,WD-2025SP-NEUR-140C,NEUR,140,3,Graded,A-,3.69
S000086,2025SP,WD-2025SP-HSSP-122A,HSSP,122,3,Graded,A-,3.71
S000086,2025SP,WD-2025SP-CHEM-194A,CHEM,194,4,Graded,A-,3.52
S000086,2025SP,WD-2025SP-POL-150D,POL,150,3,Graded,A-,3.61
S000086,2025SP,WD-2025SP-ANTH-134C,ANTH,134,3,Graded,A-,3.59
S000087,2025SP,WD-2025SP-PSYC-147A,PSYC,147,4,Graded,A,4.0
S000089,2025SP,WD-2025SP-BIOL-179D,BIOL,179,3,Graded,B+,3.41
S000089,2025SP,WD-2025SP-COSI-126B,COSI,126,3,Graded,B+,3.33
S000089,2025SP,WD-2025SP-BIOL-156B,BIOL,156,3,Graded,B+,3.34
S000089,2025SP,WD-2025SP-CHEM-136D,CHEM,136,3,Graded,B+,3.36
S000090,2025SP,WD-2025SP-ECON-163A,ECON,163,3,Graded,C,2.05
S000090,2025SP,WD-2025SP-PSYC-116B,PSYC,116,3,Graded,C,1.89
S000090,2025SP,WD-2025SP-MATH-177B,MATH,177,3,Graded,C,1.99
S000091,2025SP,WD-2025SP-CHEM-195B,CHEM,195,3,Graded,B+,3.27
S000091,2025SP,WD-2025SP-HIST-152C,HIST,152,3,Graded,B+,3.43
S000091,2025SP,WD-2025SP-BIOL-141C,BIOL,141,3,Graded,B,3.15
S000091,2025SP,WD-2025SP-BIOL-188B,BIOL,188,3,Graded,B+,3.36
S000091,2025SP,WD-2025SP-POL-140D,POL,140,4,Graded,B+,3.28
S000092,2025SP,WD-2025SP-MATH-142A,MATH,142,3,Graded,F,0.12
S000092,2025SP,WD-2025SP-ECON-161C,ECON,161,3,Graded,F,0.02
S000092,2025SP,WD-2025SP-AMST-110C,AMST,110,3,Graded,F,0.09
S000092,2025SP,WD-2025SP-BIOL-160D,BIOL,160,3,Graded,F,0.0
S000092,2025SP,WD-2025SP-MATH-123A,MATH,123,3,Graded,F,0.24
S000093,2025SP,WD-2025SP-ENVS-196A,ENVS,196,3,Graded,B-,2.73
S000093,2025SP,WD-2025SP-BIOL-165C,BIOL,165,3,Graded,B-,2.75
S000093,2025SP,WD-2025SP-BIOL-105D,BIOL,105,3,Graded,B,2.89
S000093,2025SP,WD-2025SP-PHIL-119B,PHIL,119,3,Graded,B-,2.79
S000095,2025SP,WD-2025SP-BUS-130C,BUS,130,3,Graded,B-,2.79
S000095,2025SP,WD-2025SP-CHEM-167C,CHEM,167,3,Graded,B-,2.6
S000095,2025SP,WD-2025SP-COSI-137D,COSI,137,3,Graded,B,2.95
S000095,2025SP,WD-2025SP-BIOL-184C,BIOL,184,3,Graded,B-,2.84
S000095,2025SP,WD-2025SP-ECON-126C,ECON,126,4,Graded,B-,2.74
S000096,2025SP,WD-2025SP-BUS-176A,BUS,176,3,Graded,F,0.77
S000096,2025SP,WD-2025SP-BIOL-157C,BIOL,157,3,Graded,F,0.86
S000096,2025SP,WD-2025SP-AMST-184C,AMST,184,3,Graded,F,0.79
S000096,2025SP,WD-2025SP-MATH-195B,MATH,195,3,Graded,F,0.68
S000096,2025SP,WD-2025SP-POL-147B,POL,147,3,Graded,F,0.61
S000097,2025SP,WD-2025SP-HSSP-147B,HSSP,147,4,Graded,A-,3.59
S000098,2025SP,WD-2025SP-MATH-104B,MATH,104,3,Graded,A-,3.62
S000098,2025SP,WD-2025SP-ECON-167A,ECON,167,3,Graded,A-,3.81
S000098,2025SP,WD-2025SP-ECON-196A,ECON,196,4,Graded,A-,3.66
S000098,2025SP,WD-2025SP-PSYC-160A,PSYC,160,3,Graded,A-,3.57
S000100,2025SP,WD-2025SP-COSI-174C,COSI,174,4,Graded,B-,2.84
S000100,2025SP,WD-2025SP-PSYC-178C,PSYC,178,3,Graded,B-,2.82
