moodle_user_key,term_code,course_shells,login_count,page_views,assignments_submitted,forum_posts,quiz_attempts,last_activity_date,lms_platform
mdl_s000052,2025SP,5,137,3813,29,30,24,2025-04-16,Moodle
mdl_s000053,2025SP,5,113,1457,26,25,8,2025-04-12,Moodle
mdl_s000054,2025SP,5,91,992,15,7,24,2025-04-17,Moodle
mdl_s000055,2025SP,4,111,1160,3,12,21,2025-04-08,Moodle
mdl_s000056,2025SP,3,70,3097,0,18,5,2025-04-14,Moodle
mdl_s000057,2025SP,5,16,2140,6,15,8,2025-04-08,Moodle
mdl_s000058,2025SP,6,95,1973,12,4,2,2025-04-03,Moodle
mdl_s000059,2025SP,6,96,2037,21,0,15,2025-04-25,Moodle
mdl_s000060,2025SP,4,140,1949,57,24,3,2025-04-26,Moodle
mdl_s000061,2025SP,5,56,3182,18,19,12,2025-04-02,Moodle
mdl_s000062,2025SP,6,41,158,64,6,8,2025-04-20,Moodle
mdl_s000063,2025SP,3,84,1517,17,34,12,2025-04-05,Moodle
mdl_s000064,2025SP,6,71,709,35,13,2,2025-04-02,Moodle
mdl_s000066,2025SP,3,70,3638,15,26,17,2025-04-02,Moodle
mdl_s000068,2025SP,5,19,2815,40,31,12,2025-04-15,Moodle
mdl_s000069,2025SP,4,81,2604,63,29,2,2025-04-27,Moodle
mdl_s000070,2025SP,4,130,2933,56,21,22,2025-04-07,Moodle
mdl_s000071,2025SP,5,103,2094,10,32,25,2025-04-12,Moodle
mdl_s000073,2025SP,6,34,2618,12,2,20,2025-04-10,Moodle
mdl_s000074,2025SP,4,101,1243,64,9,1,2025-04-28,Moodle
mdl_s000075,2025SP,4,19,2074,0,24,4,2025-04-03,Moodle
mdl_s000076,2025SP,3,8,2471,58,27,11,2025-04-24,Moodle
mdl_s000077,2025SP,5,61,834,65,2,16,2025-04-27,Moodle
mdl_s000078,2025SP,4,68,3333,60,31,21,2025-04-27,Moodle
mdl_s000079,2025SP,5,36,438,21,27,22,2025-04-28,Moodle
mdl_s000082,2025SP,3,58,115,36,10,2,2025-04-23,Moodle
mdl_s000083,2025SP,4,25,3227,8,4,22,2025-04-23,Moodle
mdl_s000084,2025SP,6,28,1427,5,0,9,2025-04-17,Moodle
mdl_s000085,2025SP,6,32,3136,1,16,3,2025-04-08,Moodle
mdl_s000086,2025SP,6,69,2054,27,14,10,2025-04-10,Moodle
mdl_s000087,2025SP,6,92,582,49,35,4,2025-04-16,Moodle
mdl_s000089,2025SP,3,102,1352,62,31,15,2025-04-27,Moodle
mdl_s000090,2025SP,6,83,3892,30,10,10,2025-04-26,Moodle
mdl_s000091,2025SP,6,104,3653,2,12,22,2025-04-24,Moodle
mdl_s000092,2025SP,3,25,182,23,21,4,2025-04-06,Moodle
mdl_s000093,2025SP,5,17,2566,30,29,13,2025-04-09,Moodle
mdl_s000095,2025SP,4,131,258,47,30,14,2025-04-13,Moodle
mdl_s000096,2025SP,3,85,1034,32,2,17,2025-04-25,Moodle
mdl_s000097,2025SP,3,36,4118,51,9,15,2025-04-09,Moodle
mdl_s000098,2025SP,4,27,2223,43,7,10,2025-04-10,Moodle
mdl_s000100,2025SP,6,83,3254,56,13,15,2025-04-26,Moodle
mdl_s000102,2025SP,4,101,3266,3,16,24,2025-04-15,Moodle
mdl_s000103,2025SP,3,90,914,8,6,13,2025-04-24,Moodle
mdl_s000104,2025SP,4,93,271,41,20,23,2025-04-22,Moodle
mdl_s000106,2025SP,6,33,4113,28,12,23,2025-04-04,Moodle
mdl_s000108,2025SP,4,100,1615,51,22,10,2025-04-07,Moodle
mdl_s000110,2025SP,3,73,2185,27,31,7,2025-04-27,Moodle
mdl_s000113,2025SP,3,14,3624,11,4,19,2025-04-23,Moodle
mdl_s000114,2025SP,6,50,2149,15,17,0,2025-04-21,Moodle
mdl_s000115,2025SP,4,73,1493,36,5,23,2025-04-12,Moodle
mdl_s000117,2025SP,3,115,1049,4,0,24,2025-04-17,Moodle
mdl_s000118,2025SP,3,30,1414,10,31,7,2025-04-10,Moodle
mdl_s000120,2025SP,5,90,161,24,22,22,2025-04-09,Moodle
mdl_s000123,2025SP,4,113,1959,32,35,18,2025-04-01,Moodle
mdl_s000124,2025SP,5,39,778,30,20,2,2025-04-03,Moodle
mdl_s000127,2025SP,6,91,620,37,19,22,2025-04-03,Moodle
mdl_s000128,2025SP,6,131,370,11,34,10,2025-04-25,Moodle
mdl_s000129,2025SP,5,68,2969,16,6,15,2025-04-04,Moodle
mdl_s000130,2025SP,6,93,1287,44,30,10,2025-04-26,Moodle
mdl_s000131,2025SP,4,58,583,57,12,11,2025-04-21,Moodle
mdl_s000133,2025SP,6,76,3268,36,10,5,2025-04-17,Moodle
mdl_s000136,2025SP,5,60,2104,36,35,20,2025-04-24,Moodle
mdl_s000137,2025SP,5,37,137,64,19,1,2025-04-13,Moodle
mdl_s000138,2025SP,6,134,2902,7,1,4,2025-04-10,Moodle
mdl_s000139,2025SP,3,105,857,35,18,14,2025-04-17,Moodle
mdl_s000140,2025SP,6,115,213,9,6,6,2025-04-06,Moodle
mdl_s000143,2025SP,4,28,4167,24,1,2,2025-04-10,Moodle
mdl_s000145,2025SP,3,41,2880,17,2,19,2025-04-08,Moodle
mdl_s000147,2025SP,6,107,4067,27,17,5,2025-04-19,Moodle
mdl_s000151,2025SP,5,14,807,36,9,17,2025-04-28,Moodle
mdl_s000279,2025SP,4,31,2210,18,19,10,2025-04-14,Moodle
mdl_s000153,2025SP,4,48,2090,57,11,10,2025-04-12,Moodle
mdl_s000154,2025SP,5,18,3860,2,33,0,2025-04-06,Moodle
mdl_s000155,2025SP,3,108,1190,61,13,17,2025-04-24,Moodle
mdl_s000156,2025SP,6,54,450,49,3,21,2025-04-22,Moodle
mdl_s000158,2025SP,4,76,3692,49,35,8,2025-04-09,Moodle
mdl_s000159,2025SP,3,95,3542,24,4,12,2025-04-12,Moodle
mdl_s000165,2025SP,4,16,3846,23,4,5,2025-04-12,Moodle
mdl_s000167,2025SP,3,119,1616,51,13,5,2025-04-07,Moodle
mdl_s000169,2025SP,6,60,774,15,14,11,2025-04-02,Moodle
mdl_s000171,2025SP,5,140,120,13,16,25,2025-04-03,Moodle
mdl_s000172,2025SP,6,100,2978,45,23,1,2025-04-05,Moodle
mdl_s000174,2025SP,5,80,1451,62,10,2,2025-04-22,Moodle
mdl_s000175,2025SP,4,20,3898,19,0,15,2025-04-19,Moodle
mdl_s000176,2025SP,5,12,526,2,19,15,2025-04-16,Moodle
mdl_s000177,2025SP,5,112,156,28,29,0,2025-04-24,Moodle
mdl_s000179,2025SP,4,11,4162,55,4,19,2025-04-23,Moodle
mdl_s000180,2025SP,3,138,556,48,4,20,2025-04-03,Moodle
mdl_s000182,2025SP,4,90,1294,58,17,17,2025-04-06,Moodle
mdl_s000183,2025SP,4,101,1647,42,21,17,2025-04-01,Moodle
mdl_s000184,2025SP,4,83,477,63,13,5,2025-04-07,Moodle
mdl_s000185,2025SP,6,31,3841,22,14,5,2025-04-17,Moodle
mdl_s000378,2025SP,5,73,938,43,0,11,2025-04-05,Moodle
mdl_s000187,2025SP,4,24,735,58,30,6,2025-04-24,Moodle
mdl_s000188,2025SP,6,75,2537,32,3,13,2025-04-13,Moodle
mdl_s000189,2025SP,6,61,3743,54,4,6,2025-04-10,Moodle
mdl_s000190,2025SP,6,107,3521,20,14,8,2025-04-02,Moodle
mdl_s000191,2025SP,3,140,3166,24,18,2,2025-04-03,Moodle
mdl_s000192,2025SP,4,133,182,25,17,18,2025-04-10,Moodle
mdl_s000194,2025SP,3,64,3144,14,19,7,2025-04-14,Moodle
mdl_s000195,2025SP,6,37,3159,3,6,11,2025-04-16,Moodle
mdl_s000196,2025SP,5,59,3474,31,25,11,2025-04-17,Moodle
mdl_s000197,2025SP,3,92,1030,6,23,6,2025-04-08,Moodle
mdl_s000198,2025SP,3,84,3903,59,8,13,2025-04-26,Moodle
mdl_s000201,2025SP,4,109,3375,21,23,19,2025-04-17,Moodle
mdl_s000203,2025SP,5,10,1580,52,31,4,2025-04-25,Moodle
mdl_s000204,2025SP,4,105,2951,2,31,7,2025-04-03,Moodle
mdl_s000205,2025SP,4,35,1534,51,22,10,2025-04-25,Moodle
mdl_s000206,2025SP,5,110,1361,52,5,22,2025-04-04,Moodle
mdl_s000207,2025SP,4,133,2277,30,25,20,2025-04-07,Moodle
mdl_s000209,2025SP,5,104,3968,55,22,25,2025-04-04,Moodle
mdl_s000210,2025SP,5,27,4000,61,27,13,2025-04-25,Moodle
mdl_s000211,2025SP,6,56,181,54,5,0,2025-04-24,Moodle
mdl_s000212,2025SP,4,121,764,56,32,12,2025-04-18,Moodle
mdl_s000213,2025SP,6,37,611,22,7,3,2025-04-23,Moodle
mdl_s000214,2025SP,3,58,1603,37,23,24,2025-04-23,Moodle
mdl_s000215,2025SP,6,73,377,20,20,11,2025-04-04,Moodle
mdl_s000216,2025SP,5,82,518,43,9,21,2025-04-15,Moodle
mdl_s000217,2025SP,3,23,3314,62,20,0,2025-04-19,Moodle
mdl_s000218,2025SP,4,88,3887,21,6,8,2025-04-12,Moodle
mdl_s000220,2025SP,5,102,631,22,18,4,2025-04-13,Moodle
mdl_s000221,2025SP,6,14,2051,33,25,14,2025-04-04,Moodle
mdl_s000222,2025SP,3,78,787,61,31,3,2025-04-26,Moodle
mdl_s000223,2025SP,4,29,4074,34,7,6,2025-04-23,Moodle
mdl_s000224,2025SP,6,110,2439,58,22,10,2025-04-13,Moodle
mdl_s000226,2025SP,5,131,3497,18,15,17,2025-04-04,Moodle
mdl_s000227,2025SP,3,113,1280,35,19,16,2025-04-20,Moodle
mdl_s000228,2025SP,5,44,2248,40,7,20,2025-04-02,Moodle
mdl_s000229,2025SP,5,131,3087,16,20,21,2025-04-27,Moodle
mdl_s000230,2025SP,3,28,3625,13,11,2,2025-04-10,Moodle
mdl_s000231,2025SP,5,90,3519,12,31,4,2025-04-10,Moodle
mdl_s000354,2025SP,3,38,3738,63,22,10,2025-04-26,Moodle
mdl_s000233,2025SP,4,35,2114,20,21,17,2025-04-07,Moodle
mdl_s000234,2025SP,6,30,120,47,6,3,2025-04-17,Moodle
mdl_s000235,2025SP,6,48,1176,41,11,3,2025-04-08,Moodle
mdl_s000237,2025SP,4,71,2640,52,22,21,2025-04-04,Moodle
mdl_s000239,2025SP,4,40,3615,31,3,24,2025-04-13,Moodle
mdl_s000240,2025SP,6,9,452,22,30,23,2025-04-06,Moodle
mdl_s000241,2025SP,4,119,1169,22,28,14,2025-04-22,Moodle
mdl_s000243,2025SP,6,49,2262,19,12,19,2025-04-16,Moodle
mdl_s000245,2025SP,6,121,3815,39,32,18,2025-04-23,Moodle
mdl_s000246,2025SP,3,71,451,11,10,17,2025-04-05,Moodle
mdl_s000247,2025SP,4,39,1390,34,30,11,2025-04-09,Moodle
mdl_s000248,2025SP,6,12,84,45,6,13,2025-04-23,Moodle
mdl_s000249,2025SP,3,36,3571,7,0,8,2025-04-22,Moodle
mdl_s000250,2025SP,5,101,1688,51,11,19,2025-04-01,Moodle
mdl_s000251,2025SP,5,73,4095,9,15,17,2025-04-25,Moodle
mdl_s000252,2025SP,6,61,3585,8,17,2,2025-04-23,Moodle
mdl_s000253,2025SP,4,71,1642,32,30,11,2025-04-08,Moodle
mdl_s000254,2025SP,4,100,2572,12,22,14,2025-04-05,Moodle
mdl_s000257,2025SP,3,27,1103,49,8,15,2025-04-22,Moodle
mdl_s000259,2025SP,4,95,3562,12,29,15,2025-04-19,Moodle
mdl_s000260,2025SP,3,95,2512,33,21,21,2025-04-15,Moodle
mdl_s000261,2025SP,4,132,3331,38,16,24,2025-04-13,Moodle
mdl_s000263,2025SP,3,54,3533,56,23,3,2025-04-19,Moodle
mdl_s000264,2025SP,5,123,3972,24,24,2,2025-04-18,Moodle
mdl_s000265,2025SP,3,125,646,39,16,23,2025-04-19,Moodle
mdl_s000266,2025SP,3,19,1483,33,33,15,2025-04-12,Moodle
mdl_s000267,2025SP,5,41,4115,42,4,15,2025-04-06,Moodle
mdl_s000268,2025SP,6,89,1345,0,0,14,2025-04-19,Moodle
mdl_s000270,2025SP,3,117,1406,41,7,22,2025-04-15,Moodle
mdl_s000272,2025SP,4,8,1662,49,23,7,2025-04-21,Moodle
mdl_s000273,2025SP,6,9,1803,2,16,1,2025-04-15,Moodle
mdl_s000274,2025SP,4,59,622,29,16,11,2025-04-22,Moodle
mdl_s000152,2025SP,4,120,1799,34,35,19,2025-04-23,Moodle
mdl_s000280,2025SP,3,35,3944,3,5,15,2025-04-25,Moodle
mdl_s000282,2025SP,3,19,285,12,1,0,2025-04-19,Moodle
mdl_s000283,2025SP,5,70,482,18,28,21,2025-04-28,Moodle
mdl_s000284,2025SP,3,94,4117,57,18,16,2025-04-28,Moodle
mdl_s000285,2025SP,6,34,726,9,10,7,2025-04-27,Moodle
mdl_s000286,2025SP,4,52,4088,41,23,23,2025-04-09,Moodle
mdl_s000288,2025SP,5,131,1234,22,1,25,2025-04-14,Moodle
mdl_s000289,2025SP,3,123,2586,38,27,22,2025-04-25,Moodle
mdl_s000290,2025SP,3,30,1943,35,22,13,2025-04-21,Moodle
mdl_s000292,2025SP,6,21,713,13,31,25,2025-04-06,Moodle
mdl_s000293,2025SP,4,109,270,36,0,18,2025-04-12,Moodle
mdl_s000297,2025SP,3,89,844,54,30,7,2025-04-23,Moodle
mdl_s000298,2025SP,4,124,1653,44,33,7,2025-04-05,Moodle
mdl_s000299,2025SP,4,67,2659,13,15,19,2025-04-20,Moodle
mdl_s000300,2025SP,3,97,1010,43,22,10,2025-04-16,Moodle
mdl_s000301,2025SP,3,125,836,53,23,18,2025-04-01,Moodle
mdl_s000302,2025SP,3,127,1428,9,34,1,2025-04-04,Moodle
mdl_s000304,2025SP,5,22,2564,27,29,20,2025-04-18,Moodle
mdl_s000305,2025SP,5,36,3745,3,8,4,2025-04-13,Moodle
mdl_s000306,2025SP,4,64,790,13,14,13,2025-04-05,Moodle
mdl_s000307,2025SP,3,90,3577,17,18,2,2025-04-27,Moodle
mdl_s000308,2025SP,3,113,2056,50,5,8,2025-04-26,Moodle
mdl_s000309,2025SP,4,115,1806,64,25,13,2025-04-01,Moodle
mdl_s000310,2025SP,3,11,1519,41,27,14,2025-04-04,Moodle
mdl_s000311,2025SP,6,25,3022,42,29,5,2025-04-14,Moodle
mdl_s000312,2025SP,5,123,341,52,20,20,2025-04-06,Moodle
mdl_s000313,2025SP,5,33,3310,59,16,23,2025-04-21,Moodle
mdl_s000314,2025SP,3,76,1813,23,29,4,2025-04-04,Moodle
mdl_s000315,2025SP,6,106,835,59,19,22,2025-04-18,Moodle
mdl_s000316,2025SP,6,80,541,54,19,6,2025-04-07,Moodle
mdl_s000319,2025SP,4,99,2213,46,1,0,2025-04-08,Moodle
mdl_s000370,2025SP,6,75,2701,0,8,16,2025-04-02,Moodle
mdl_s000323,2025SP,3,35,377,36,11,2,2025-04-15,Moodle
mdl_s000324,2025SP,4,129,736,54,21,12,2025-04-09,Moodle
mdl_s000325,2025SP,4,75,1248,30,5,6,2025-04-27,Moodle
mdl_s000327,2025SP,3,108,733,12,2,14,2025-04-27,Moodle
mdl_s000328,2025SP,4,130,930,63,24,9,2025-04-20,Moodle
mdl_s000329,2025SP,6,54,1968,7,11,25,2025-04-27,Moodle
mdl_s000331,2025SP,5,17,1155,48,0,12,2025-04-22,Moodle
mdl_s000332,2025SP,3,77,3439,25,31,0,2025-04-15,Moodle
mdl_s000333,2025SP,4,82,1217,60,14,8,2025-04-18,Moodle
mdl_s000334,2025SP,3,100,2278,6,14,10,2025-04-27,Moodle
mdl_s000336,2025SP,6,76,2643,4,22,10,2025-04-27,Moodle
mdl_s000337,2025SP,4,64,342,63,23,22,2025-04-07,Moodle
mdl_s000338,2025SP,5,96,2839,16,21,4,2025-04-02,Moodle
mdl_s000339,2025SP,3,42,1013,14,30,2,2025-04-28,Moodle
mdl_s000341,2025SP,6,18,2728,62,28,19,2025-04-04,Moodle
mdl_s000342,2025SP,4,59,4102,23,4,8,2025-04-19,Moodle
mdl_s000343,2025SP,3,15,2428,5,26,4,2025-04-04,Moodle
mdl_s000344,2025SP,5,10,2840,23,1,19,2025-04-07,Moodle
mdl_s000345,2025SP,5,68,3721,18,22,14,2025-04-16,Moodle
mdl_s000347,2025SP,5,72,1943,13,5,7,2025-04-20,Moodle
mdl_s000349,2025SP,5,103,1975,46,10,9,2025-04-25,Moodle
mdl_s000350,2025SP,3,117,88,20,15,1,2025-04-07,Moodle
mdl_s000351,2025SP,5,137,2159,64,25,18,2025-04-10,Moodle
mdl_s000352,2025SP,6,36,4077,18,23,11,2025-04-08,Moodle
mdl_s000232,2025SP,3,117,931,8,8,20,2025-04-26,Moodle
mdl_s000357,2025SP,3,98,3362,44,24,20,2025-04-09,Moodle
mdl_s000359,2025SP,3,85,3551,7,35,18,2025-04-14,Moodle
mdl_s000360,2025SP,3,68,2728,65,32,17,2025-04-11,Moodle
mdl_s000361,2025SP,5,10,1527,43,23,21,2025-04-01,Moodle
mdl_s000362,2025SP,3,114,1000,26,30,15,2025-04-09,Moodle
mdl_s000365,2025SP,6,58,664,25,32,23,2025-04-23,Moodle
mdl_s000366,2025SP,4,99,1795,6,32,5,2025-04-12,Moodle
mdl_s000368,2025SP,3,127,3897,40,8,9,2025-04-22,Moodle
mdl_s000369,2025SP,6,69,1341,53,23,9,2025-04-26,Moodle
mdl_s000321,2025SP,6,67,103,47,3,1,2025-04-10,Moodle
mdl_s000371,2025SP,5,135,3789,24,9,16,2025-04-08,Moodle
mdl_s000372,2025SP,3,107,4045,7,21,10,2025-04-12,Moodle
mdl_s000374,2025SP,4,56,1150,14,15,23,2025-04-19,Moodle
mdl_s000376,2025SP,3,61,1289,10,19,25,2025-04-28,Moodle
mdl_s000186,2025SP,4,30,2430,51,33,14,2025-04-09,Moodle
mdl_s000380,2025SP,5,13,332,1,18,0,2025-04-08,Moodle
mdl_s000381,2025SP,4,126,2853,40,0,8,2025-04-03,Moodle
mdl_s000382,2025SP,5,28,3208,28,18,16,2025-04-26,Moodle
mdl_s000383,2025SP,4,119,4129,0,1,7,2025-04-26,Moodle
mdl_s000384,2025SP,5,121,1149,36,27,22,2025-04-02,Moodle
mdl_s000385,2025SP,5,69,2234,25,7,19,2025-04-01,Moodle
mdl_s000386,2025SP,5,84,3709,22,15,1,2025-04-14,Moodle
mdl_s000388,2025SP,3,41,3826,55,30,17,2025-04-19,Moodle
mdl_s000390,2025SP,3,140,866,60,18,14,2025-04-22,Moodle
mdl_s000391,2025SP,6,58,3303,46,4,0,2025-04-19,Moodle
mdl_s000393,2025SP,3,75,3856,54,0,12,2025-04-16,Moodle
mdl_s000394,2025SP,4,59,188,55,34,10,2025-04-02,Moodle
mdl_s000395,2025SP,5,88,1244,42,25,9,2025-04-10,Moodle
mdl_s000396,2025SP,6,113,3096,14,13,13,2025-04-27,Moodle
mdl_s000398,2025SP,6,64,2471,40,1,4,2025-04-20,Moodle
mdl_s000400,2025SP,4,121,286,44,23,17,2025-04-27,Moodle
mdl_s000402,2025SP,3,21,4081,25,14,4,2025-04-14,Moodle
mdl_s000403,2025SP,6,32,3318,41,20,24,2025-04-11,Moodle
mdl_s000407,2025SP,4,74,3312,29,1,11,2025-04-03,Moodle
mdl_s000408,2025SP,5,17,467,8,35,7,2025-04-02,Moodle
mdl_s000409,2025SP,5,68,410,55,31,17,2025-04-10,Moodle
mdl_s000410,2025SP,5,79,860,42,9,11,2025-04-16,Moodle
mdl_s000411,2025SP,5,71,4101,50,2,9,2025-04-14,Moodle
mdl_s000412,2025SP,3,124,2372,28,12,8,2025-04-04,Moodle
mdl_s000414,2025SP,6,19,3185,46,3,11,2025-04-16,Moodle
mdl_s000417,2025SP,5,133,2404,52,0,12,2025-04-24,Moodle
mdl_s000419,2025SP,5,104,3906,7,15,24,2025-04-04,Moodle
mdl_s000420,2025SP,4,78,3297,64,1,10,2025-04-15,Moodle
mdl_s000421,2025SP,4,138,806,18,1,8,2025-04-27,Moodle
mdl_s000422,2025SP,3,52,3577,42,9,16,2025-04-21,Moodle
mdl_s000425,2025SP,4,15,1757,13,23,20,2025-04-17,Moodle
mdl_s000428,2025SP,3,98,2936,49,32,1,2025-04-08,Moodle
mdl_s000429,2025SP,3,44,3596,34,21,2,2025-04-02,Moodle
mdl_s000431,2025SP,4,59,2041,65,25,14,2025-04-05,Moodle
mdl_s000432,2025SP,4,114,1082,12,34,15,2025-04-28,Moodle
mdl_s000433,2025SP,3,75,767,19,8,5,2025-04-02,Moodle
mdl_s000434,2025SP,4,10,517,21,0,6,2025-04-18,Moodle
mdl_s000436,2025SP,4,20,3062,43,1,3,2025-04-11,Moodle
mdl_s000439,2025SP,5,36,3197,30,9,16,2025-04-20,Moodle
mdl_s000441,2025SP,3,124,2315,60,33,11,2025-04-17,Moodle
mdl_s000442,2025SP,3,107,1927,8,34,23,2025-04-12,Moodle
mdl_s000444,2025SP,4,61,763,59,7,11,2025-04-05,Moodle
mdl_s000445,2025SP,5,82,897,58,32,10,2025-04-17,Moodle
mdl_s000447,2025SP,6,21,964,52,0,16,2025-04-17,Moodle
mdl_s000448,2025SP,5,91,2554,48,29,23,2025-04-10,Moodle
mdl_s000451,2025SP,4,129,2598,60,24,9,2025-04-28,Moodle
mdl_s000452,2025SP,3,66,4033,47,10,15,2025-04-28,Moodle
mdl_s000454,2025SP,5,122,1596,26,21,9,2025-04-27,Moodle
mdl_s000455,2025SP,6,24,1247,3,13,1,2025-04-04,Moodle
mdl_s000458,2025SP,4,107,786,30,17,3,2025-04-03,Moodle
mdl_s000459,2025SP,3,13,2609,9,15,23,2025-04-23,Moodle
mdl_s000460,2025SP,6,108,872,51,22,15,2025-04-25,Moodle
mdl_s000461,2025SP,4,110,1589,32,15,0,2025-04-21,Moodle
mdl_s000463,2025SP,5,139,2683,55,18,2,2025-04-18,Moodle
mdl_s000464,2025SP,3,75,1748,30,20,18,2025-04-17,Moodle
mdl_s000465,2025SP,6,21,1276,16,33,17,2025-04-25,Moodle
mdl_s000466,2025SP,5,11,2687,51,2,2,2025-04-21,Moodle
mdl_s000469,2025SP,6,96,665,56,29,8,2025-04-10,Moodle
mdl_s000470,2025SP,6,13,1274,19,34,7,2025-04-03,Moodle
mdl_s000471,2025SP,6,45,990,47,28,11,2025-04-11,Moodle
mdl_s000473,2025SP,3,24,3536,47,33,4,2025-04-09,Moodle
mdl_s000474,2025SP,5,30,3356,20,22,5,2025-04-03,Moodle
mdl_s000475,2025SP,6,101,2661,26,27,15,2025-04-21,Moodle
mdl_s000476,2025SP,3,133,892,15,0,6,2025-04-13,Moodle
mdl_s000477,2025SP,4,125,1831,4,24,9,2025-04-18,Moodle
mdl_s000478,2025SP,3,23,1131,2,21,13,2025-04-28,Moodle
mdl_s000480,2025SP,6,54,3720,10,17,10,2025-04-28,Moodle
mdl_s000482,2025SP,4,115,4006,64,10,5,2025-04-21,Moodle
mdl_s000484,2025SP,3,133,3789,51,31,17,2025-04-28,Moodle
mdl_s000485,2025SP,4,90,3113,53,12,4,2025-04-21,Moodle
mdl_s000486,2025SP,5,104,1666,20,5,23,2025-04-22,Moodle
mdl_s000487,2025SP,3,76,1327,23,14,4,2025-04-09,Moodle
mdl_s000488,2025SP,3,44,492,6,29,16,2025-04-20,Moodle
mdl_s000489,2025SP,4,46,634,46,15,17,2025-04-13,Moodle
mdl_s000490,2025SP,5,61,956,31,31,9,2025-04-04,Moodle
mdl_s000491,2025SP,5,86,2472,65,29,11,2025-04-09,Moodle
mdl_s000492,2025SP,4,134,282,5,6,8,2025-04-21,Moodle
mdl_s000493,2025SP,5,34,4166,64,31,13,2025-04-19,Moodle
mdl_s000494,2025SP,6,138,256,51,22,22,2025-04-11,Moodle
mdl_s000496,2025SP,3,108,1878,12,9,20,2025-04-27,Moodle
mdl_s000497,2025SP,4,60,2424,33,11,23,2025-04-01,Moodle
mdl_s000498,2025SP,3,63,999,39,23,24,2025-04-14,Moodle
mdl_s000499,2025SP,4,74,3757,60,34,10,2025-04-09,Moodle
mdl_s000500,2025SP,5,48,1588,23,35,19,2025-04-19,Moodle
