workday_person_id,term_code,fafsa_received,pell_amount,institutional_grant,loans,balance_due
WD33397343,2023FA,true,0,2116,295,6713
WD03919872,2023FA,true,0,2056,0,1421
WD10549931,2023FA,true,0,2822,0,6601
WD01125832,2023FA,true,0,1834,1927,-2111
WD48718384,2023FA,false,0,1055,0,-152
WD98000218,2023FA,false,0,2225,0,642
WD80333898,2023FA,true,2435,5916,8176,-1139
WD82962129,2023FA,false,0,232,0,1198
WD93011812,2023FA,true,0,2547,6074,3291
WD09808193,2023FA,true,2013,6304,7993,4567
WD45212590,2023FA,false,0,1077,0,7971
WD78596228,2023FA,true,0,2410,0,2541
WD69192713,2023FA,true,0,1339,5427,2958
WD95882850,2023FA,true,3322,4846,0,4005
WD39627995,2023FA,false,0,669,0,4384
WD78317525,2023FA,true,201,3637,0,8490
WD03565879,2023FA,true,2482,3802,825,-521
WD91821055,2023FA,false,0,2117,0,6390
WD98946361,2023FA,true,0,2795,0,6129
WD63275735,2023FA,false,0,374,0,2012
WD99062006,2023FA,false,0,935,0,354
WD95977168,2023FA,true,2269,4044,1504,8601
WD93762786,2023FA,false,0,2443,0,5773
WD24780437,2023FA,true,2711,37,0,2185
WD62328640,2023FA,false,0,782,0,4581
WD65005767,2023FA,true,2820,4627,0,-2384
WD60006681,2023FA,false,0,338,0,2996
WD71376900,2023FA,true,0,4449,0,6474
WD48114282,2023FA,false,0,1434,0,1716
WD34613362,2023FA,false,0,1989,0,-960
WD23495213,2023FA,true,0,299,7439,203
WD59460996,2023FA,true,0,2955,6047,3754
WD12728394,2023FA,true,0,2688,3893,5674
WD87716887,2023FA,true,0,3755,902,6224
WD60730296,2023FA,true,0,2970,0,3525
WD51234103,2023FA,true,0,4995,7784,4898
WD77141539,2023FA,true,2926,3059,5253,875
WD33600958,2023FA,false,0,2435,0,-644
WD01417612,2023FA,false,0,182,0,5297
WD27618203,2023FA,false,0,271,0,4818
WD47658062,2023FA,true,3134,3939,0,5404
WD03148984,2023FA,true,0,618,0,5100
WD37534269,2023FA,true,0,2585,0,2870
WD74895648,2023FA,false,0,1412,0,-162
WD98960411,2023FA,false,0,1179,0,-1115
WD93711689,2023FA,false,0,489,0,1395
WD66373762,2023FA,false,0,2027,0,5846
WD26766244,2023FA,true,0,905,4710,5407
WD36327491,2023FA,true,0,1590,3985,-914
WD94092988,2023FA,true,0,6912,1766,780
WD46058227,2023FA,false,0,2160,0,3110
WD97647842,2023FA,true,857,3874,2884,1810
WD29042496,2023FA,false,0,1036,0,-367
WD23354134,2023FA,true,1087,1293,7382,2950
WD40702376,2023FA,false,0,871,0,7611
WD26964044,2023FA,true,0,486,782,8969
WD97812961,2023FA,true,0,5992,407,2934
WD32873450,2023FA,true,0,6108,6636,7319
WD87483234,2023FA,false,0,724,0,2375
WD98800521,2023FA,true,0,419,0,-1993
WD34678237,2023FA,true,0,3894,0,4390
WD54115022,2023FA,true,2705,6835,7732,8166
WD56234825,2023FA,true,1213,1749,2296,575
WD74039189,2023FA,false,0,1860,0,7792
WD76645682,2023FA,false,0,329,0,773
WD67152589,2023FA,true,101,5844,0,2098
WD95215296,2023FA,true,2545,3211,4059,903
WD42579489,2023FA,true,0,1637,2260,4552
WD09884275,2023FA,true,0,693,1409,-642
WD07137895,2023FA,true,0,6140,5654,5736
WD92178688,2023FA,false,0,457,0,3244
WD88565063,2023FA,false,0,562,0,1181
WD79309264,2023FA,true,2411,5832,0,5595
WD91516740,2023FA,true,0,6320,0,3753
WD01042073,2023FA,true,0,4443,0,6140
WD05693590,2023FA,true,0,5621,2872,2616
WD29535830,2023FA,true,2341,3098,0,3514
WD19644698,2023FA,true,1741,4109,0,-770
WD51751580,2023FA,true,0,32,3089,6083
WD27355013,2023FA,false,0,1833,0,5071
WD68854475,2023FA,true,0,139,408,-1990
WD89785389,2023FA,true,0,980,4264,7961
WD57317677,2023FA,false,0,1654,0,5884
WD06923063,2023FA,true,0,4421,0,248
WD56027337,2023FA,false,0,219,0,7809
WD46822860,2023FA,false,0,1059,0,5507
WD30792683,2023FA,true,2903,3942,0,2933
WD31831362,2023FA,false,0,286,0,5409
WD27895709,2023FA,true,0,5681,0,1205
WD58884378,2023FA,false,0,1225,0,6588
WD91887472,2023FA,false,0,708,0,2717
WD73393005,2023FA,true,0,4723,5523,6499
WD90869196,2023FA,false,0,425,0,-1071
WD18204922,2023FA,false,0,726,0,-1676
WD20313252,2023FA,true,2577,4822,1545,340
WD13209990,2023FA,true,0,347,7160,-1176
WD00915365,2023FA,true,0,3459,4009,1032
WD70089204,2023FA,true,0,4535,4218,3743
WD93537925,2023FA,false,0,1068,0,6165
WD96586515,2023FA,true,0,5930,0,264
WD40815946,2023FA,false,0,2433,0,2651
WD48612021,2023FA,true,1947,2461,0,-1473
WD64693325,2023FA,true,0,4954,7569,8239
WD39873989,2023FA,true,0,3000,0,5968
WD17807950,2023FA,true,0,1089,695,3399
WD04937598,2023FA,true,206,6048,3551,3263
WD18868363,2023FA,true,0,2975,7997,2611
