moodle_user_key,term_code,course_shells,login_count,page_views,assignments_submitted,forum_posts,quiz_attempts,last_activity_date,lms_platform
mdl_s000167,2023FA,6,49,987,9,29,5,2023-11-24,Moodle
mdl_s000168,2023FA,3,13,638,35,12,6,2023-11-02,Moodle
mdl_s000169,2023FA,6,130,1942,14,0,3,2023-11-08,Moodle
mdl_s000172,2023FA,3,123,4145,63,19,5,2023-11-19,Moodle
mdl_s000173,2023FA,6,123,2383,15,1,0,2023-11-11,Moodle
mdl_s000174,2023FA,6,23,3977,16,0,12,2023-11-01,Moodle
mdl_s000175,2023FA,5,44,1416,14,13,7,2023-11-05,Moodle
mdl_s000176,2023FA,5,82,565,44,15,1,2023-11-05,Moodle
mdl_s000177,2023FA,6,90,3255,63,3,13,2023-11-06,Moodle
mdl_s000179,2023FA,6,16,3097,63,30,17,2023-11-17,Moodle
mdl_s000180,2023FA,5,13,401,13,8,13,2023-11-22,Moodle
mdl_s000182,2023FA,4,36,2988,56,19,25,2023-11-28,Moodle
mdl_s000378,2023FA,4,60,126,44,24,13,2023-11-17,Moodle
mdl_s000191,2023FA,3,31,3801,38,3,14,2023-11-22,Moodle
mdl_s000192,2023FA,3,70,1891,32,29,11,2023-11-22,Moodle
mdl_s000195,2023FA,6,66,2024,12,16,11,2023-11-04,Moodle
mdl_s000197,2023FA,4,66,231,7,22,22,2023-11-12,Moodle
mdl_s000198,2023FA,4,21,2739,8,33,19,2023-11-18,Moodle
mdl_s000199,2023FA,6,28,2800,14,21,15,2023-11-25,Moodle
mdl_s000200,2023FA,5,23,763,25,1,6,2023-11-27,Moodle
mdl_s000201,2023FA,3,120,2231,31,12,20,2023-11-24,Moodle
mdl_s000202,2023FA,6,96,2545,38,25,6,2023-11-12,Moodle
mdl_s000203,2023FA,6,51,2542,21,21,16,2023-11-25,Moodle
mdl_s000205,2023FA,3,111,3443,19,4,6,2023-11-06,Moodle
mdl_s000206,2023FA,5,69,3495,9,10,19,2023-11-28,Moodle
mdl_s000209,2023FA,4,91,1108,1,16,6,2023-11-08,Moodle
mdl_s000211,2023FA,5,108,3461,1,4,7,2023-11-26,Moodle
mdl_s000213,2023FA,3,94,1296,64,34,19,2023-11-23,Moodle
mdl_s000218,2023FA,3,41,3928,60,19,5,2023-11-11,Moodle
mdl_s000219,2023FA,5,100,1727,62,5,25,2023-11-20,Moodle
mdl_s000220,2023FA,3,107,2339,21,33,20,2023-11-26,Moodle
mdl_s000221,2023FA,4,27,1946,55,24,0,2023-11-18,Moodle
mdl_s000224,2023FA,3,105,3344,57,31,18,2023-11-06,Moodle
mdl_s000226,2023FA,5,44,3745,14,20,24,2023-11-19,Moodle
mdl_s000227,2023FA,6,56,616,20,10,15,2023-11-27,Moodle
mdl_s000229,2023FA,6,9,683,11,19,2,2023-11-09,Moodle
mdl_s000230,2023FA,3,14,3420,52,11,14,2023-11-13,Moodle
mdl_s000354,2023FA,4,81,2120,17,16,1,2023-11-24,Moodle
mdl_s000233,2023FA,4,53,1934,36,24,4,2023-11-08,Moodle
mdl_s000235,2023FA,5,138,760,22,21,0,2023-11-25,Moodle
mdl_s000236,2023FA,3,83,2537,22,2,0,2023-11-19,Moodle
mdl_s000237,2023FA,4,25,1308,51,24,20,2023-11-21,Moodle
mdl_s000238,2023FA,6,74,552,54,4,11,2023-11-20,Moodle
mdl_s000239,2023FA,3,92,2849,26,5,20,2023-11-06,Moodle
mdl_s000240,2023FA,4,72,4172,6,26,13,2023-11-03,Moodle
mdl_s000243,2023FA,4,12,2200,37,2,14,2023-11-22,Moodle
mdl_s000246,2023FA,4,140,1365,46,1,7,2023-11-14,Moodle
mdl_s000250,2023FA,3,104,1201,63,15,9,2023-11-08,Moodle
mdl_s000251,2023FA,4,60,3065,58,17,23,2023-11-25,Moodle
mdl_s000252,2023FA,6,91,214,3,28,16,2023-11-16,Moodle
mdl_s000253,2023FA,3,50,1784,12,15,12,2023-11-09,Moodle
mdl_s000256,2023FA,6,14,2100,49,30,4,2023-11-22,Moodle
mdl_s000257,2023FA,5,80,4038,18,15,21,2023-11-02,Moodle
mdl_s000258,2023FA,5,140,1698,47,10,5,2023-11-11,Moodle
mdl_s000260,2023FA,4,136,3815,5,17,8,2023-11-17,Moodle
mdl_s000261,2023FA,4,24,1845,28,12,16,2023-11-18,Moodle
mdl_s000262,2023FA,4,77,3483,53,13,19,2023-11-07,Moodle
mdl_s000263,2023FA,6,67,4157,39,33,6,2023-11-04,Moodle
mdl_s000264,2023FA,6,38,2633,44,5,7,2023-11-07,Moodle
mdl_s000265,2023FA,3,48,3448,15,3,14,2023-11-18,Moodle
mdl_s000266,2023FA,3,101,2783,26,22,10,2023-11-25,Moodle
mdl_s000267,2023FA,6,92,3683,39,35,3,2023-11-10,Moodle
mdl_s000268,2023FA,5,23,2706,37,15,15,2023-11-08,Moodle
mdl_s000269,2023FA,6,62,1859,16,9,1,2023-11-03,Moodle
mdl_s000270,2023FA,4,135,2140,26,22,1,2023-11-03,Moodle
mdl_s000271,2023FA,4,94,669,38,18,1,2023-11-05,Moodle
mdl_s000273,2023FA,5,103,1993,55,22,1,2023-11-14,Moodle
mdl_s000274,2023FA,3,125,4089,23,2,22,2023-11-09,Moodle
mdl_s000275,2023FA,5,135,3563,61,22,12,2023-11-21,Moodle
mdl_s000276,2023FA,6,120,1011,6,0,3,2023-11-08,Moodle
mdl_s000277,2023FA,5,49,439,47,9,8,2023-11-08,Moodle
mdl_s000280,2023FA,3,135,284,34,25,1,2023-11-27,Moodle
mdl_s000282,2023FA,6,96,1937,57,23,16,2023-11-15,Moodle
mdl_s000283,2023FA,5,24,2133,5,4,9,2023-11-03,Moodle
mdl_s000284,2023FA,4,8,1833,11,9,9,2023-11-21,Moodle
mdl_s000287,2023FA,4,48,4071,56,7,12,2023-11-06,Moodle
mdl_s000289,2023FA,5,19,3695,51,16,12,2023-11-21,Moodle
mdl_s000293,2023FA,4,114,507,9,16,13,2023-11-23,Moodle
mdl_s000296,2023FA,4,118,1033,29,16,3,2023-11-02,Moodle
mdl_s000298,2023FA,6,57,684,11,34,3,2023-11-13,Moodle
mdl_s000299,2023FA,6,107,195,31,26,1,2023-11-24,Moodle
mdl_s000300,2023FA,4,58,3925,61,15,1,2023-11-25,Moodle
mdl_s000302,2023FA,3,80,3562,35,15,23,2023-11-06,Moodle
mdl_s000303,2023FA,3,131,3206,12,29,12,2023-11-16,Moodle
mdl_s000304,2023FA,4,81,1781,27,11,18,2023-11-13,Moodle
mdl_s000305,2023FA,4,102,2395,41,35,15,2023-11-06,Moodle
mdl_s000306,2023FA,4,67,1910,64,22,24,2023-11-10,Moodle
mdl_s000307,2023FA,6,47,1211,32,9,6,2023-11-14,Moodle
mdl_s000308,2023FA,6,58,965,63,29,21,2023-11-26,Moodle
mdl_s000310,2023FA,4,94,3726,62,1,17,2023-11-12,Moodle
mdl_s000311,2023FA,4,36,1017,21,10,20,2023-11-21,Moodle
mdl_s000312,2023FA,4,103,1603,48,15,16,2023-11-02,Moodle
mdl_s000314,2023FA,5,46,3857,22,11,22,2023-11-04,Moodle
mdl_s000315,2023FA,5,27,4142,5,12,4,2023-11-06,Moodle
mdl_s000316,2023FA,4,77,711,34,21,25,2023-11-18,Moodle
mdl_s000317,2023FA,5,121,3817,61,26,19,2023-11-10,Moodle
mdl_s000318,2023FA,4,113,841,54,34,5,2023-11-22,Moodle
mdl_s000320,2023FA,5,113,186,39,30,5,2023-11-03,Moodle
mdl_s000370,2023FA,4,26,1733,56,32,5,2023-11-22,Moodle
mdl_s000324,2023FA,6,19,1713,25,34,0,2023-11-24,Moodle
mdl_s000325,2023FA,4,115,2438,37,35,23,2023-11-23,Moodle
mdl_s000330,2023FA,5,31,4050,30,21,20,2023-11-18,Moodle
mdl_s000333,2023FA,3,86,3396,10,22,22,2023-11-03,Moodle
mdl_s000334,2023FA,6,13,651,61,33,15,2023-11-13,Moodle
mdl_s000335,2023FA,5,60,332,41,22,2,2023-11-18,Moodle
mdl_s000336,2023FA,5,56,487,60,25,1,2023-11-20,Moodle
mdl_s000337,2023FA,4,24,1633,39,2,8,2023-11-27,Moodle
mdl_s000340,2023FA,5,28,4034,24,9,18,2023-11-16,Moodle
mdl_s000341,2023FA,4,99,3309,29,15,14,2023-11-01,Moodle
mdl_s000342,2023FA,3,42,3548,44,11,2,2023-11-21,Moodle
mdl_s000343,2023FA,5,98,3408,54,33,10,2023-11-20,Moodle
mdl_s000344,2023FA,5,137,219,47,5,20,2023-11-16,Moodle
mdl_s000345,2023FA,5,121,1203,37,21,5,2023-11-23,Moodle
mdl_s000346,2023FA,4,52,553,2,6,3,2023-11-10,Moodle
mdl_s000347,2023FA,6,90,808,18,17,13,2023-11-02,Moodle
mdl_s000349,2023FA,3,111,898,0,21,23,2023-11-09,Moodle
mdl_s000350,2023FA,6,32,670,26,7,19,2023-11-04,Moodle
mdl_s000351,2023FA,3,94,968,57,14,0,2023-11-12,Moodle
mdl_s000352,2023FA,4,55,812,16,17,12,2023-11-06,Moodle
mdl_s000353,2023FA,5,64,3557,8,27,15,2023-11-19,Moodle
mdl_s000355,2023FA,6,67,2443,0,31,0,2023-11-24,Moodle
mdl_s000356,2023FA,3,23,2227,45,23,15,2023-11-04,Moodle
mdl_s000357,2023FA,3,139,2392,5,1,17,2023-11-09,Moodle
mdl_s000360,2023FA,3,64,333,63,29,5,2023-11-13,Moodle
mdl_s000362,2023FA,5,59,3843,47,25,11,2023-11-24,Moodle
mdl_s000363,2023FA,4,139,1993,10,29,3,2023-11-04,Moodle
mdl_s000365,2023FA,3,15,863,17,29,13,2023-11-13,Moodle
mdl_s000366,2023FA,6,9,4158,35,9,17,2023-11-16,Moodle
mdl_s000367,2023FA,3,12,1692,7,17,13,2023-11-22,Moodle
mdl_s000368,2023FA,5,114,3977,7,6,12,2023-11-24,Moodle
mdl_s000369,2023FA,6,101,2390,24,12,16,2023-11-12,Moodle
mdl_s000371,2023FA,6,109,2473,27,4,0,2023-11-27,Moodle
mdl_s000372,2023FA,5,61,2272,40,13,21,2023-11-19,Moodle
mdl_s000373,2023FA,5,86,828,13,27,7,2023-11-06,Moodle
mdl_s000376,2023FA,5,116,2352,9,18,23,2023-11-23,Moodle
mdl_s000377,2023FA,6,138,1388,45,20,12,2023-11-03,Moodle
mdl_s000186,2023FA,6,116,2027,53,12,25,2023-11-18,Moodle
mdl_s000379,2023FA,6,119,2620,53,26,16,2023-11-21,Moodle
mdl_s000381,2023FA,4,64,3852,38,5,9,2023-11-28,Moodle
mdl_s000382,2023FA,6,135,515,32,17,12,2023-11-17,Moodle
mdl_s000383,2023FA,6,122,782,49,16,19,2023-11-08,Moodle
mdl_s000385,2023FA,3,83,1072,2,35,11,2023-11-28,Moodle
mdl_s000386,2023FA,6,51,3741,9,28,15,2023-11-01,Moodle
mdl_s000387,2023FA,4,75,2255,44,11,5,2023-11-25,Moodle
mdl_s000392,2023FA,5,33,2925,32,21,3,2023-11-13,Moodle
mdl_s000395,2023FA,4,57,1007,10,23,16,2023-11-18,Moodle
mdl_s000396,2023FA,5,127,1524,65,5,12,2023-11-23,Moodle
mdl_s000397,2023FA,5,66,3502,30,5,20,2023-11-18,Moodle
mdl_s000399,2023FA,5,101,2842,33,21,3,2023-11-05,Moodle
mdl_s000400,2023FA,4,71,3272,15,27,14,2023-11-26,Moodle
mdl_s000401,2023FA,5,30,2654,45,16,17,2023-11-24,Moodle
mdl_s000402,2023FA,6,88,2401,50,9,11,2023-11-07,Moodle
mdl_s000403,2023FA,4,60,2265,22,29,2,2023-11-23,Moodle
mdl_s000404,2023FA,4,125,240,33,5,0,2023-11-26,Moodle
mdl_s000405,2023FA,5,11,2124,13,33,16,2023-11-22,Moodle
mdl_s000407,2023FA,6,45,2387,39,9,8,2023-11-04,Moodle
mdl_s000408,2023FA,5,116,1814,22,12,8,2023-11-10,Moodle
mdl_s000409,2023FA,3,102,3452,19,3,4,2023-11-06,Moodle
mdl_s000411,2023FA,5,73,833,0,21,11,2023-11-02,Moodle
mdl_s000412,2023FA,4,32,3995,48,15,10,2023-11-14,Moodle
mdl_s000413,2023FA,5,131,123,46,16,6,2023-11-03,Moodle
mdl_s000415,2023FA,5,80,164,56,32,13,2023-11-11,Moodle
mdl_s000416,2023FA,4,43,3484,32,32,18,2023-11-04,Moodle
mdl_s000417,2023FA,5,69,4000,55,16,8,2023-11-06,Moodle
mdl_s000418,2023FA,5,109,3665,22,31,10,2023-11-02,Moodle
mdl_s000420,2023FA,4,37,1273,38,0,12,2023-11-22,Moodle
mdl_s000421,2023FA,5,133,3101,23,6,1,2023-11-19,Moodle
mdl_s000422,2023FA,3,52,3295,58,26,6,2023-11-20,Moodle
mdl_s000423,2023FA,4,105,1103,30,17,20,2023-11-17,Moodle
mdl_s000426,2023FA,3,88,4046,39,18,18,2023-11-02,Moodle
mdl_s000429,2023FA,5,91,1388,34,35,14,2023-11-13,Moodle
mdl_s000431,2023FA,3,139,3048,51,35,15,2023-11-08,Moodle
mdl_s000432,2023FA,4,77,229,21,10,20,2023-11-16,Moodle
mdl_s000433,2023FA,6,20,2725,11,9,7,2023-11-05,Moodle
mdl_s000434,2023FA,4,129,3101,11,13,0,2023-11-12,Moodle
mdl_s000436,2023FA,5,64,793,59,8,11,2023-11-18,Moodle
mdl_s000437,2023FA,5,36,2650,59,21,13,2023-11-22,Moodle
mdl_s000439,2023FA,4,58,2053,62,13,3,2023-11-07,Moodle
mdl_s000441,2023FA,5,44,1602,11,2,6,2023-11-25,Moodle
mdl_s000444,2023FA,5,104,2608,11,20,24,2023-11-26,Moodle
mdl_s000445,2023FA,6,82,281,43,7,12,2023-11-17,Moodle
mdl_s000446,2023FA,3,85,3511,59,21,18,2023-11-16,Moodle
mdl_s000447,2023FA,6,68,199,63,18,12,2023-11-03,Moodle
mdl_s000450,2023FA,3,86,1595,57,31,19,2023-11-24,Moodle
mdl_s000451,2023FA,5,93,1761,2,28,25,2023-11-06,Moodle
mdl_s000452,2023FA,4,34,229,32,24,10,2023-11-12,Moodle
mdl_s000453,2023FA,6,55,3843,13,35,23,2023-11-25,Moodle
mdl_s000456,2023FA,6,80,2595,40,35,11,2023-11-12,Moodle
mdl_s000457,2023FA,6,10,3993,3,8,0,2023-11-18,Moodle
mdl_s000458,2023FA,5,123,454,15,0,0,2023-11-24,Moodle
mdl_s000460,2023FA,3,113,3012,34,33,19,2023-11-27,Moodle
mdl_s000461,2023FA,6,97,3405,59,0,14,2023-11-11,Moodle
mdl_s000462,2023FA,4,135,719,38,11,8,2023-11-08,Moodle
mdl_s000463,2023FA,6,85,2363,8,30,25,2023-11-14,Moodle
mdl_s000464,2023FA,5,20,3915,25,16,13,2023-11-24,Moodle
mdl_s000465,2023FA,5,38,3198,9,31,1,2023-11-15,Moodle
mdl_s000468,2023FA,5,81,2987,37,9,22,2023-11-09,Moodle
mdl_s000470,2023FA,4,88,2295,24,7,17,2023-11-12,Moodle
mdl_s000471,2023FA,5,113,938,8,8,8,2023-11-03,Moodle
mdl_s000472,2023FA,3,74,1546,63,12,4,2023-11-18,Moodle
mdl_s000473,2023FA,4,52,3047,5,23,17,2023-11-07,Moodle
mdl_s000474,2023FA,5,8,92,37,22,24,2023-11-13,Moodle
mdl_s000475,2023FA,4,33,1639,45,6,1,2023-11-17,Moodle
mdl_s000477,2023FA,5,132,3189,58,14,20,2023-11-21,Moodle
mdl_s000478,2023FA,4,107,2995,29,6,7,2023-11-10,Moodle
mdl_s000482,2023FA,4,110,3669,27,31,5,2023-11-22,Moodle
mdl_s000483,2023FA,3,85,3517,27,27,1,2023-11-25,Moodle
mdl_s000484,2023FA,5,74,121,44,2,20,2023-11-14,Moodle
mdl_s000486,2023FA,6,53,2995,24,7,15,2023-11-28,Moodle
mdl_s000487,2023FA,3,127,159,52,29,7,2023-11-19,Moodle
mdl_s000488,2023FA,4,90,1146,0,29,5,2023-11-17,Moodle
mdl_s000489,2023FA,6,102,3875,48,23,12,2023-11-21,Moodle
mdl_s000490,2023FA,5,109,3720,4,30,16,2023-11-19,Moodle
mdl_s000492,2023FA,6,90,3358,18,7,6,2023-11-12,Moodle
mdl_s000493,2023FA,4,81,2059,9,22,22,2023-11-11,Moodle
mdl_s000494,2023FA,3,119,1534,15,25,3,2023-11-14,Moodle
mdl_s000495,2023FA,3,62,481,39,24,15,2023-11-24,Moodle
mdl_s000496,2023FA,3,53,3630,44,26,1,2023-11-27,Moodle
mdl_s000497,2023FA,5,26,488,51,16,15,2023-11-08,Moodle
mdl_s000499,2023FA,4,23,1147,9,11,2,2023-11-27,Moodle
mdl_s000500,2023FA,4,88,1868,53,23,6,2023-11-01,Moodle
