student_id,term_code,class_level,major,credits_attempted,credits_earned,term_gpa,cumulative_gpa,cumulative_credits,enrollment_status,registration_system
S000091,2024SP,Freshman,Computer Science,,,,3.28,12,not_enrolled,Workday
S000092,2024SP,Junior,English,18,13,0.39,0.59,68,enrolled,Workday
S000093,2024SP,Sophomore,Chemistry,17,15,2.4,2.86,31,enrolled,Workday
S000095,2024SP,Senior,Sociology,17,16,3.32,3.21,109,enrolled,Workday
S000096,2024SP,Junior,Computer Science,17,13,1.11,0.56,88,enrolled,Workday
S000098,2024SP,Sophomore,Biology,9,9,4.0,3.75,36,enrolled,Workday
S000099,2024SP,Sophomore,Computer Science,14,13,3.04,2.55,38,enrolled,Workday
S000100,2024SP,Senior,Computer Science,5,5,3.41,3.25,108,enrolled,Workday
S000101,2024SP,Senior,Biochemistry,7,7,3.11,3.17,120,enrolled,Workday
S000102,2024SP,Junior,Psychology,18,18,3.41,3.5,75,enrolled,Workday
S000103,2024SP,Junior,Computer Science,11,10,2.71,3.01,71,enrolled,Workday
S000104,2024SP,Junior,Neuroscience,12,12,3.5,3.38,73,enrolled,Workday
S000105,2024SP,Junior,Economics,13,12,3.04,3.51,81,enrolled,Workday
S000106,2024SP,Senior,Politics,12,11,2.82,3.06,133,enrolled,Workday
S000107,2024SP,Senior,Biology,18,17,3.06,3.37,116,enrolled,Workday
S000108,2024SP,Freshman,Politics,18,14,1.2,1.03,28,enrolled,Workday
S000109,2024SP,Senior,Computer Science,15,14,3.29,3.47,145,enrolled,Workday
S000110,2024SP,Junior,Environmental Studies,16,16,3.54,3.51,66,enrolled,Workday
S000113,2024SP,Sophomore,Biology,17,17,3.57,3.66,59,enrolled,Workday
S000114,2024SP,Senior,Biology,16,16,3.68,3.45,124,enrolled,Workday
S000115,2024SP,Senior,Biology,16,15,3.19,3.04,125,enrolled,Workday
S000116,2024SP,Freshman,Anthropology,,,,1.43,16,not_enrolled,Workday
S000117,2024SP,Freshman,Neuroscience,18,13,0.33,0.92,29,enrolled,Workday
S000119,2024SP,Sophomore,Chemistry,14,13,2.73,2.93,43,enrolled,Workday
S000120,2024SP,Sophomore,American Studies,,,,3.94,40,not_enrolled,Workday
S000121,2024SP,Sophomore,Anthropology,15,15,3.82,3.3,57,enrolled,Workday
S000124,2024SP,Senior,Economics,16,13,1.73,1.9,108,enrolled,Workday
S000125,2024SP,Junior,Sociology,16,15,3.05,2.86,64,enrolled,Workday
S000126,2024SP,Sophomore,Politics,15,13,2.08,1.9,46,enrolled,Workday
S000129,2024SP,Senior,Environmental Studies,14,13,3.24,3.16,106,enrolled,Workday
S000130,2024SP,Senior,Economics,18,18,3.83,3.95,113,enrolled,Workday
S000131,2024SP,Freshman,Economics,18,17,3.39,3.48,28,enrolled,Workday
S000132,2024SP,Sophomore,Neuroscience,16,16,3.55,3.48,56,enrolled,Workday
S000133,2024SP,Senior,Computer Science,15,14,3.11,3.2,125,enrolled,Workday
S000135,2024SP,Junior,History,14,13,2.5,2.6,81,enrolled,Workday
S000136,2024SP,Sophomore,Psychology,11,11,3.27,3.37,57,enrolled,Workday
S000137,2024SP,Senior,Economics,4,3,0.33,0.06,124,enrolled,Workday
S000138,2024SP,Sophomore,International and Global Studies,12,12,3.35,3.21,43,enrolled,Workday
S000139,2024SP,Freshman,Neuroscience,,,,3.78,28,not_enrolled,Workday
S000140,2024SP,Junior,International and Global Studies,14,14,3.85,3.49,62,enrolled,Workday
S000141,2024SP,Senior,Biology,12,12,3.78,3.65,97,enrolled,Workday
S000142,2024SP,Sophomore,Computer Science,5,5,3.37,3.71,39,enrolled,Workday
S000143,2024SP,Sophomore,Economics,18,18,3.83,3.71,37,enrolled,Workday
S000144,2024SP,Sophomore,Psychology,13,12,2.81,2.64,56,enrolled,Workday
S000145,2024SP,Junior,American Studies,17,17,3.57,3.43,60,enrolled,Workday
S000146,2024SP,Junior,Computer Science,18,18,3.6,3.54,71,enrolled,Workday
S000147,2024SP,Freshman,Computer Science,13,12,3.06,3.07,13,enrolled,Workday
S000148,2024SP,Freshman,Economics,15,11,0.75,0.61,28,enrolled,Workday
S000150,2024SP,Sophomore,Studio Art,18,17,3.2,3.08,41,enrolled,Workday
S000151,2024SP,Sophomore,Psychology,16,16,3.65,3.53,48,enrolled,Workday
S000153,2024SP,Junior,Anthropology,15,14,2.74,3.11,80,enrolled,Workday
S000154,2024SP,Sophomore,East Asian Studies,14,14,4.0,3.89,49,enrolled,Workday
S000155,2024SP,Senior,Music,15,15,4.0,3.87,138,enrolled,Workday
S000156,2024SP,Sophomore,Mathematics,3,3,3.49,3.52,32,enrolled,Workday
S000159,2024SP,Senior,American Studies,11,10,2.77,3.1,119,enrolled,Workday
S000160,2024SP,Sophomore,Politics,14,14,4.0,3.66,40,enrolled,Workday
S000162,2024SP,Senior,Computer Science,,,,3.58,109,not_enrolled,Workday
S000163,2024SP,Junior,Computer Science,17,15,2.48,2.46,76,enrolled,Workday
S000165,2024SP,Sophomore,"Health: Science, Society, and Policy",13,12,3.15,3.53,46,enrolled,Workday
S000166,2024SP,Sophomore,Politics,16,13,1.24,1.05,32,enrolled,Workday
S000167,2024SP,Freshman,Business,6,6,2.98,3.11,26,enrolled,Workday
S000168,2024SP,Senior,"Health: Science, Society, and Policy",16,16,3.51,3.46,120,enrolled,Workday
S000169,2024SP,Senior,Neuroscience,6,5,1.89,1.77,112,enrolled,Workday
S000170,2024SP,Sophomore,Economics,13,12,3.02,3.1,41,enrolled,Workday
S000171,2024SP,Senior,Biology,13,11,1.82,2.1,114,enrolled,Workday
S000172,2024SP,Junior,History,17,17,3.87,3.49,84,enrolled,Workday
S000173,2024SP,Senior,English,12,11,2.58,2.48,123,enrolled,Workday
S000174,2024SP,Senior,Computer Science,16,15,2.99,3.69,126,enrolled,Workday
S000175,2024SP,Senior,Economics and Business,3,3,3.53,3.36,94,enrolled,Workday
S000176,2024SP,Sophomore,Economics,14,13,3.02,3.39,47,enrolled,Workday
S000177,2024SP,Sophomore,Philosophy,13,13,3.34,3.33,51,enrolled,Workday
S000179,2024SP,Senior,Mathematics,13,13,4.0,3.74,135,enrolled,Workday
S000180,2024SP,Sophomore,Biochemistry,,,,3.33,35,not_enrolled,Workday
S000182,2024SP,Sophomore,Biochemistry,15,14,2.57,3.24,50,enrolled,Workday
S000183,2024SP,Senior,Biochemistry,11,11,3.23,3.34,91,enrolled,Workday
S000185,2024SP,Sophomore,Psychology,13,11,1.36,1.49,31,enrolled,Workday
S000186,2024SP,Sophomore,Computer Science,15,15,4.0,3.92,34,enrolled,Workday
S000190,2024SP,Junior,Sociology,,,,3.46,80,not_enrolled,Workday
S000191,2024SP,Sophomore,Philosophy,15,15,3.64,3.32,54,enrolled,Workday
S000192,2024SP,Junior,Computer Science,14,13,2.68,2.4,70,enrolled,Workday
S000194,2024SP,Sophomore,Neuroscience,17,16,3.26,3.48,58,enrolled,Workday
S000195,2024SP,Sophomore,Mathematics,17,16,3.08,3.33,37,enrolled,Workday
S000196,2024SP,Senior,Psychology,17,17,3.46,3.58,140,enrolled,Workday
S000197,2024SP,Junior,History,10,10,4.0,3.94,65,enrolled,Workday
S000198,2024SP,Sophomore,Computer Science,4,4,3.15,3.36,33,enrolled,Workday
S000199,2024SP,Senior,Neuroscience,4,4,2.8,3.13,133,enrolled,Workday
S000200,2024SP,Sophomore,Computer Science,17,17,3.86,3.93,35,enrolled,Workday
S000201,2024SP,Senior,Physics,3,3,4.0,3.79,103,enrolled,Workday
S000202,2024SP,Junior,"Health: Science, Society, and Policy",12,12,3.46,3.31,75,enrolled,Workday
S000203,2024SP,Junior,Economics and Business,17,12,0.35,0.62,64,enrolled,Workday
S000204,2024SP,Senior,Biochemistry,14,14,3.44,3.2,103,enrolled,Workday
S000205,2024SP,Senior,Business,15,11,0.0,0.26,107,enrolled,Workday
S000206,2024SP,Junior,Applied Mathematics,18,18,3.92,3.38,79,enrolled,Workday
S000207,2024SP,Freshman,International and Global Studies,15,14,3.28,3.2,20,enrolled,Workday
S000209,2024SP,Junior,International and Global Studies,13,13,3.88,3.94,72,enrolled,Workday
S000210,2024SP,Freshman,Environmental Studies,13,11,1.96,1.8,22,enrolled,Workday
S000211,2024SP,Sophomore,Biology,12,12,4.0,3.61,45,enrolled,Workday
S000213,2024SP,Senior,Economics,13,13,3.93,3.72,136,enrolled,Workday
S000214,2024SP,Sophomore,Neuroscience,14,13,2.6,3.1,41,enrolled,Workday
S000215,2024SP,Sophomore,Politics,13,12,3.23,3.23,48,enrolled,Workday
S000216,2024SP,Senior,Politics,,,,3.2,122,not_enrolled,Workday
S000217,2024SP,Senior,Economics,17,17,4.0,3.46,105,enrolled,Workday
S000218,2024SP,Senior,International and Global Studies,16,16,3.53,3.62,119,enrolled,Workday
S000219,2024SP,Senior,Economics,15,15,4.0,3.85,117,enrolled,Workday
S000220,2024SP,Sophomore,Music,18,17,2.72,2.78,39,enrolled,Workday
S000221,2024SP,Sophomore,Psychology,16,13,1.37,1.17,40,enrolled,Workday
S000224,2024SP,Sophomore,Sociology,11,11,4.0,3.89,36,enrolled,Workday
S000226,2024SP,Junior,Mathematics,14,13,3.16,3.04,60,enrolled,Workday
S000227,2024SP,Freshman,History,12,10,1.67,1.32,24,enrolled,Workday
S000229,2024SP,Junior,Computer Science,17,17,3.89,3.93,61,enrolled,Workday
S000230,2024SP,Freshman,Psychology,12,10,1.72,1.51,26,enrolled,Workday
S000232,2024SP,Sophomore,Business,15,14,2.52,2.92,30,enrolled,Workday
S000233,2024SP,Sophomore,Psychology,17,17,3.72,3.48,37,enrolled,Workday
S000234,2024SP,Sophomore,Psychology,8,8,3.56,3.6,35,enrolled,Workday
S000235,2024SP,Sophomore,Computer Science,16,16,3.96,3.64,34,enrolled,Workday
S000236,2024SP,Sophomore,Physics,13,13,4.0,3.95,37,enrolled,Workday
S000237,2024SP,Sophomore,Politics,16,14,2.48,3.05,59,enrolled,Workday
S000238,2024SP,Freshman,Psychology,13,13,3.49,3.54,29,enrolled,Workday
S000239,2024SP,Freshman,English,8,8,3.65,3.77,27,enrolled,Workday
S000240,2024SP,Sophomore,Studio Art,18,17,3.26,3.52,44,enrolled,Workday
S000241,2024SP,Sophomore,Business,13,13,3.94,3.94,35,enrolled,Workday
S000242,2024SP,Freshman,History,16,16,3.81,3.81,17,enrolled,Workday
S000243,2024SP,Junior,Music,,,,3.24,64,not_enrolled,Workday
S000244,2024SP,Sophomore,Neuroscience,12,11,2.66,2.92,31,enrolled,Workday
S000245,2024SP,Senior,Economics and Business,14,13,3.14,3.79,114,enrolled,Workday
S000246,2024SP,Sophomore,Biology,6,6,2.82,3.01,47,enrolled,Workday
S000247,2024SP,Freshman,Chemistry,12,12,4.0,3.94,21,enrolled,Workday
S000250,2024SP,Senior,Anthropology,17,17,3.71,3.53,109,enrolled,Workday
S000251,2024SP,Sophomore,Sociology,18,17,2.81,3.06,50,enrolled,Workday
S000252,2024SP,Freshman,Politics,10,9,2.07,1.85,24,enrolled,Workday
S000253,2024SP,Sophomore,Neuroscience,13,13,3.7,3.46,42,enrolled,Workday
S000256,2024SP,Sophomore,Environmental Studies,15,15,3.34,3.39,58,enrolled,Workday
S000257,2024SP,Junior,Philosophy,8,8,3.75,3.4,62,enrolled,Workday
S000258,2024SP,Freshman,History,17,16,2.83,2.87,21,enrolled,Workday
S000259,2024SP,Freshman,Applied Mathematics,18,17,3.23,3.23,22,enrolled,Workday
S000260,2024SP,Senior,Applied Mathematics,8,8,3.6,3.38,114,enrolled,Workday
S000261,2024SP,Sophomore,Neuroscience,17,17,3.44,3.26,54,enrolled,Workday
S000262,2024SP,Sophomore,Environmental Studies,16,16,3.89,3.49,50,enrolled,Workday
S000263,2024SP,Junior,Psychology,15,15,3.66,3.07,65,enrolled,Workday
S000264,2024SP,Junior,Computer Science,17,17,4.0,3.79,88,enrolled,Workday
S000265,2024SP,Junior,Anthropology,,,,1.95,65,not_enrolled,Workday
S000266,2024SP,Senior,Neuroscience,,,,3.53,93,not_enrolled,Workday
S000267,2024SP,Sophomore,Economics,13,13,3.34,3.14,54,enrolled,Workday
S000268,2024SP,Junior,Physics,12,12,3.46,3.72,80,enrolled,Workday
S000269,2024SP,Junior,International and Global Studies,13,13,3.34,3.53,71,enrolled,Workday
S000270,2024SP,Sophomore,Physics,15,14,3.19,3.42,55,enrolled,Workday
S000271,2024SP,Senior,East Asian Studies,4,4,3.44,3.49,124,enrolled,Workday
S000273,2024SP,Sophomore,Politics,15,14,2.92,3.05,37,enrolled,Workday
S000274,2024SP,Sophomore,"Health: Science, Society, and Policy",12,12,3.28,3.35,36,enrolled,Workday
S000275,2024SP,Sophomore,Anthropology,9,9,3.08,3.74,39,enrolled,Workday
S000276,2024SP,Sophomore,Biology,14,13,3.23,3.18,58,enrolled,Workday
S000277,2024SP,Senior,Biochemistry,15,15,4.0,3.6,135,enrolled,Workday
S000280,2024SP,Junior,Physics,15,15,3.92,3.76,74,enrolled,Workday
S000281,2024SP,Sophomore,Psychology,6,6,2.72,2.37,44,enrolled,Workday
S000282,2024SP,Senior,Sociology,12,12,4.0,3.49,135,enrolled,Workday
S000283,2024SP,Junior,Biochemistry,16,15,3.03,3.41,77,enrolled,Workday
S000284,2024SP,Freshman,History,6,6,3.88,3.24,22,enrolled,Workday
S000285,2024SP,Sophomore,Computer Science,,,,3.36,53,not_enrolled,Workday
S000287,2024SP,Freshman,"Health: Science, Society, and Policy",15,14,3.0,3.23,28,enrolled,Workday
S000289,2024SP,Senior,Biology,10,8,0.91,1.17,105,enrolled,Workday
S000292,2024SP,Senior,Applied Mathematics,7,7,3.53,3.4,94,enrolled,Workday
S000293,2024SP,Sophomore,Politics,13,12,2.72,3.09,59,enrolled,Workday
S000295,2024SP,Junior,Politics,17,13,1.1,1.52,77,enrolled,Workday
S000296,2024SP,Junior,"Health: Science, Society, and Policy",6,6,3.55,3.45,65,enrolled,Workday
S000298,2024SP,Sophomore,Neuroscience,,,,3.1,41,not_enrolled,Workday
S000299,2024SP,Freshman,Biology,15,14,3.07,2.93,26,enrolled,Workday
S000300,2024SP,Sophomore,Politics,10,10,3.89,3.93,41,enrolled,Workday
S000302,2024SP,Sophomore,Neuroscience,17,15,2.43,3.1,48,enrolled,Workday
S000303,2024SP,Sophomore,Biochemistry,9,9,3.36,3.38,38,enrolled,Workday
S000304,2024SP,Senior,Computer Science,15,15,3.62,3.31,136,enrolled,Workday
S000305,2024SP,Sophomore,Computer Science,4,3,1.46,1.35,34,enrolled,Workday
S000306,2024SP,Senior,Psychology,18,18,3.81,3.82,148,enrolled,Workday
S000307,2024SP,Sophomore,International and Global Studies,5,5,3.96,3.63,35,enrolled,Workday
S000308,2024SP,Senior,"Health: Science, Society, and Policy",13,13,3.55,3.42,134,enrolled,Workday
S000310,2024SP,Senior,Politics,6,6,3.92,3.82,96,enrolled,Workday
S000311,2024SP,Sophomore,Computer Science,15,14,3.07,3.07,57,enrolled,Workday
S000312,2024SP,Senior,Economics,17,15,2.57,3.01,126,enrolled,Workday
S000314,2024SP,Sophomore,History,13,12,2.67,2.93,30,enrolled,Workday
S000315,2024SP,Sophomore,Economics,15,15,3.76,3.29,40,enrolled,Workday
S000316,2024SP,Sophomore,Psychology,17,12,0.02,0.32,35,enrolled,Workday
S000318,2024SP,Sophomore,Anthropology,15,14,2.53,2.71,51,enrolled,Workday
S000321,2024SP,Senior,Applied Mathematics,6,6,3.25,3.61,98,enrolled,Workday
S000322,2024SP,Sophomore,Studio Art,4,3,1.78,1.66,31,enrolled,Workday
S000323,2024SP,Senior,Neuroscience,14,14,3.54,3.18,138,enrolled,Workday
S000324,2024SP,Senior,Biology,5,5,4.0,3.97,129,enrolled,Workday
S000325,2024SP,Senior,Studio Art,,,,1.8,107,not_enrolled,Workday
S000327,2024SP,Sophomore,Psychology,4,4,3.05,3.14,59,enrolled,Workday
S000331,2024SP,Junior,Studio Art,18,17,3.0,3.31,62,enrolled,Workday
S000332,2024SP,Sophomore,Biochemistry,12,10,2.08,2.71,41,enrolled,Workday
S000333,2024SP,Sophomore,Biochemistry,,,,3.34,40,not_enrolled,Workday
S000334,2024SP,Sophomore,Sociology,14,14,3.42,3.66,57,enrolled,Workday
S000336,2024SP,Sophomore,Sociology,14,14,3.4,3.54,53,enrolled,Workday
S000337,2024SP,Sophomore,Politics,12,12,3.79,3.55,48,enrolled,Workday
S000339,2024SP,Sophomore,Neuroscience,4,4,2.95,3.82,49,enrolled,Workday
S000341,2024SP,Freshman,Biology,11,11,3.81,3.74,18,enrolled,Workday
S000342,2024SP,Senior,Neuroscience,14,14,3.75,3.73,94,enrolled,Workday
S000343,2024SP,Senior,Computer Science,14,14,3.39,3.7,107,enrolled,Workday
S000344,2024SP,Sophomore,Physics,16,16,3.51,3.43,39,enrolled,Workday
S000345,2024SP,Sophomore,International and Global Studies,12,11,2.77,3.36,42,enrolled,Workday
S000346,2024SP,Senior,English,9,9,4.0,3.35,115,enrolled,Workday
S000347,2024SP,Sophomore,Physics,9,9,3.97,3.48,45,enrolled,Workday
S000349,2024SP,Junior,Psychology,18,17,3.17,3.13,63,enrolled,Workday
S000350,2024SP,Sophomore,International and Global Studies,12,11,2.7,2.9,56,enrolled,Workday
S000351,2024SP,Junior,English,13,13,3.93,3.91,64,enrolled,Workday
S000352,2024SP,Senior,Philosophy,13,12,3.04,3.41,142,enrolled,Workday
S000354,2024SP,Sophomore,Philosophy,11,10,3.07,3.41,36,enrolled,Workday
S000355,2024SP,Sophomore,Psychology,12,11,2.76,3.11,54,enrolled,Workday
S000356,2024SP,Senior,American Studies,17,15,2.14,1.95,106,enrolled,Workday
S000357,2024SP,Sophomore,Biochemistry,18,15,1.32,1.16,52,enrolled,Workday
S000360,2024SP,Sophomore,International and Global Studies,13,13,3.31,3.55,47,enrolled,Workday
S000362,2024SP,Sophomore,Biology,12,12,3.68,3.49,39,enrolled,Workday
S000363,2024SP,Junior,Economics,17,16,3.24,3.43,68,enrolled,Workday
S000364,2024SP,Sophomore,Economics,16,12,0.35,0.33,42,enrolled,Workday
S000365,2024SP,Sophomore,Computer Science,17,14,1.25,1.6,50,enrolled,Workday
S000366,2024SP,Sophomore,Psychology,16,16,3.79,3.85,42,enrolled,Workday
S000367,2024SP,Junior,Neuroscience,17,17,4.0,3.99,81,enrolled,Workday
S000368,2024SP,Junior,Biology,18,15,1.41,1.25,83,enrolled,Workday
S000369,2024SP,Senior,Biochemistry,16,15,2.93,3.27,144,enrolled,Workday
S000371,2024SP,Sophomore,Economics,17,12,0.34,0.55,48,enrolled,Workday
S000372,2024SP,Sophomore,English,14,14,3.75,3.84,33,enrolled,Workday
S000373,2024SP,Junior,Business,15,15,3.43,3.35,65,enrolled,Workday
S000374,2024SP,Junior,Psychology,17,12,0.16,0.04,70,enrolled,Workday
S000375,2024SP,Sophomore,"Health: Science, Society, and Policy",16,13,1.61,1.75,34,enrolled,Workday
S000376,2024SP,Sophomore,Politics,12,12,3.5,3.52,33,enrolled,Workday
S000377,2024SP,Sophomore,Computer Science,13,13,3.78,3.66,55,enrolled,Workday
S000378,2024SP,Senior,Politics,17,17,3.86,3.74,101,enrolled,Workday
S000379,2024SP,Sophomore,English,16,16,3.46,3.69,42,enrolled,Workday
S000380,2024SP,Sophomore,Biochemistry,13,13,3.93,3.82,43,enrolled,Workday
S000381,2024SP,Junior,Biology,7,7,3.33,3.62,69,enrolled,Workday
S000382,2024SP,Sophomore,Environmental Studies,12,12,3.3,3.63,31,enrolled,Workday
S000383,2024SP,Sophomore,Mathematics,13,11,1.6,1.98,40,enrolled,Workday
S000385,2024SP,Sophomore,Computer Science,12,12,4.0,3.79,40,enrolled,Workday
S000386,2024SP,Sophomore,Computer Science,12,12,3.41,3.39,55,enrolled,Workday
S000387,2024SP,Sophomore,Music,15,11,0.7,0.57,52,enrolled,Workday
S000388,2024SP,Freshman,Economics,,,,3.32,27,not_enrolled,Workday
S000391,2024SP,Senior,Environmental Studies,,,,3.6,118,not_enrolled,Workday
S000392,2024SP,Junior,Psychology,15,15,3.58,3.86,88,enrolled,Workday
S000393,2024SP,Sophomore,History,12,12,3.5,3.38,45,enrolled,Workday
S000394,2024SP,Sophomore,Business,4,3,1.84,1.69,31,enrolled,Workday
S000395,2024SP,Senior,"Health: Science, Society, and Policy",13,13,3.42,3.46,91,enrolled,Workday
S000396,2024SP,Senior,American Studies,12,11,3.08,3.27,99,enrolled,Workday
S000397,2024SP,Sophomore,Business,12,11,2.61,2.87,55,enrolled,Workday
S000398,2024SP,Junior,Psychology,14,14,3.52,3.15,73,enrolled,Workday
S000399,2024SP,Junior,Computer Science,14,13,3.26,3.68,77,enrolled,Workday
S000400,2024SP,Freshman,Computer Science,3,3,3.62,3.84,16,enrolled,Workday
S000402,2024SP,Freshman,History,14,14,4.0,3.87,19,enrolled,Workday
S000403,2024SP,Junior,Business,18,17,3.36,3.64,76,enrolled,Workday
S000404,2024SP,Senior,History,6,6,2.9,3.48,113,enrolled,Workday
S000405,2024SP,Senior,Computer Science,15,15,3.92,3.82,133,enrolled,Workday
S000406,2024SP,Senior,Computer Science,14,14,3.67,3.92,108,enrolled,Workday
S000407,2024SP,Freshman,Psychology,8,7,2.67,2.88,23,enrolled,Workday
S000408,2024SP,Senior,Computer Science,18,18,3.72,3.51,99,enrolled,Workday
S000409,2024SP,Junior,Economics,,,,3.88,89,not_enrolled,Workday
S000410,2024SP,Senior,Economics,16,15,2.64,2.79,94,enrolled,Workday
S000411,2024SP,Sophomore,"Health: Science, Society, and Policy",15,14,3.04,2.87,50,enrolled,Workday
S000412,2024SP,Senior,Politics,16,14,2.18,2.62,100,enrolled,Workday
S000413,2024SP,Senior,Studio Art,7,7,3.14,3.06,126,enrolled,Workday
