workday_person_id,term_code,fafsa_received,pell_amount,institutional_grant,loans,balance_due
WD29042496,2024SP,true,0,3787,1033,14
WD23354134,2024SP,true,2234,86,475,7206
WD11119412,2024SP,false,0,674,0,5087
WD46057833,2024SP,true,0,5191,0,8016
WD40702376,2024SP,false,0,1658,0,1797
WD26964044,2024SP,true,0,5019,5750,-1830
WD24348706,2024SP,true,0,5490,0,3139
WD46841788,2024SP,true,0,5093,3400,467
WD32869344,2024SP,true,0,4626,0,563
WD86607150,2024SP,true,0,3026,0,4238
WD45557548,2024SP,false,0,2275,0,8407
WD54115022,2024SP,true,0,4673,6814,-1043
WD77174578,2024SP,false,0,1236,0,5595
WD47938205,2024SP,true,906,3281,0,8020
WD74039189,2024SP,true,0,6327,5882,5834
WD76645682,2024SP,false,0,1876,0,2201
WD38809437,2024SP,true,0,1309,0,-2036
WD69297432,2024SP,true,0,5224,1817,-2103
WD67152589,2024SP,false,0,2015,0,6498
WD42579489,2024SP,true,315,5984,4611,2643
WD09884275,2024SP,false,0,724,0,5784
WD88565063,2024SP,false,0,936,0,8102
WD09986169,2024SP,false,0,334,0,2037
WD90009048,2024SP,true,2885,2255,0,-159
WD27490971,2024SP,true,0,6369,332,8569
WD84624472,2024SP,true,0,24,0,2098
WD00843074,2024SP,false,0,1322,0,2229
WD91516740,2024SP,true,0,1757,759,2415
WD71581843,2024SP,true,0,1705,0,-393
WD93988619,2024SP,true,0,4400,0,4168
WD05693590,2024SP,true,2905,5174,2925,6328
WD29535830,2024SP,true,0,1215,7484,7255
WD08472880,2024SP,true,0,5343,0,3831
WD51751580,2024SP,true,0,4712,0,-1531
WD05700905,2024SP,false,0,2108,0,1305
WD03805519,2024SP,true,0,133,6269,-472
WD57214071,2024SP,true,0,5604,2961,4493
WD07776196,2024SP,true,2166,2795,1170,99
WD00003388,2024SP,true,312,1780,2785,63
WD19710338,2024SP,false,0,1796,0,664
WD96814768,2024SP,false,0,190,0,3596
WD27355013,2024SP,true,273,3289,0,-1940
WD51939456,2024SP,false,0,2372,0,7195
WD20993828,2024SP,false,0,947,0,3211
WD56814870,2024SP,false,0,1647,0,-162
WD57317677,2024SP,true,0,6923,0,-1723
WD38382559,2024SP,true,0,1191,4897,2967
WD89953644,2024SP,true,3085,3711,4757,54
WD06923063,2024SP,true,0,5410,8259,-1552
WD77567070,2024SP,true,0,1169,0,-2054
WD50202276,2024SP,false,0,1580,0,982
WD58961887,2024SP,true,0,3841,0,6256
WD81289252,2024SP,false,0,87,0,6013
WD46822860,2024SP,true,0,1962,1481,7299
WD30792683,2024SP,true,57,1449,0,2691
WD31831362,2024SP,true,2080,5100,4615,5168
WD04538874,2024SP,false,0,1333,0,1840
WD27895709,2024SP,false,0,1321,0,6843
WD76077702,2024SP,true,0,6543,4479,3098
WD88634785,2024SP,true,0,815,0,4104
WD13643830,2024SP,false,0,1465,0,3517
WD73393005,2024SP,true,750,5576,2057,7498
WD90869196,2024SP,true,0,5354,0,6483
WD93199481,2024SP,false,0,809,0,8880
WD27139496,2024SP,false,0,2153,0,-1861
WD82596117,2024SP,true,2507,3760,0,8575
WD35084874,2024SP,true,0,4243,7964,6120
WD13333786,2024SP,true,1812,6695,7046,6699
WD70089204,2024SP,false,0,1395,0,4375
WD93537925,2024SP,false,0,1130,0,2634
WD48481113,2024SP,false,0,394,0,2147
WD12718724,2024SP,true,0,4721,8306,1490
WD56701855,2024SP,true,594,2597,5281,-1576
WD85162527,2024SP,true,1324,6681,0,8975
WD40815946,2024SP,true,3388,2784,0,2113
WD39873989,2024SP,true,3426,5707,6742,1579
WD18868363,2024SP,true,0,3987,0,8656
