moodle_user_key,term_code,course_shells,login_count,page_views,assignments_submitted,forum_posts,quiz_attempts,last_activity_date,lms_platform
mdl_s000174,2024FA,3,80,3421,49,12,3,2024-11-27,Moodle
mdl_s000175,2024FA,4,69,1625,14,30,1,2024-11-07,Moodle
mdl_s000176,2024FA,3,46,1722,15,35,7,2024-11-25,Moodle
mdl_s000177,2024FA,3,81,3419,35,22,1,2024-11-08,Moodle
mdl_s000179,2024FA,3,95,934,8,28,8,2024-11-06,Moodle
mdl_s000180,2024FA,6,101,2892,35,8,17,2024-11-10,Moodle
mdl_s000182,2024FA,4,59,1054,10,5,17,2024-11-15,Moodle
mdl_s000183,2024FA,5,12,1575,16,20,18,2024-11-16,Moodle
mdl_s000184,2024FA,4,13,3597,63,34,12,2024-11-08,Moodle
mdl_s000185,2024FA,3,117,1822,6,15,21,2024-11-06,Moodle
mdl_s000187,2024FA,4,110,4168,36,25,10,2024-11-18,Moodle
mdl_s000188,2024FA,5,112,196,25,34,0,2024-11-20,Moodle
mdl_s000189,2024FA,6,30,1057,52,2,17,2024-11-17,Moodle
mdl_s000190,2024FA,6,65,930,37,5,15,2024-11-09,Moodle
mdl_s000192,2024FA,3,46,607,28,7,2,2024-11-25,Moodle
mdl_s000193,2024FA,4,65,378,57,14,8,2024-11-02,Moodle
mdl_s000195,2024FA,3,37,1316,52,31,10,2024-11-07,Moodle
mdl_s000196,2024FA,4,112,542,56,29,2,2024-11-28,Moodle
mdl_s000197,2024FA,4,35,896,53,13,11,2024-11-01,Moodle
mdl_s000200,2024FA,3,49,890,34,27,18,2024-11-20,Moodle
mdl_s000201,2024FA,5,75,3206,40,0,12,2024-11-27,Moodle
mdl_s000202,2024FA,4,35,3164,38,22,22,2024-11-05,Moodle
mdl_s000203,2024FA,6,94,1660,10,29,14,2024-11-01,Moodle
mdl_s000204,2024FA,4,34,1367,34,0,20,2024-11-19,Moodle
mdl_s000205,2024FA,3,51,2358,8,27,0,2024-11-11,Moodle
mdl_s000206,2024FA,6,119,1242,29,33,13,2024-11-17,Moodle
mdl_s000207,2024FA,6,8,3330,1,24,10,2024-11-01,Moodle
mdl_s000209,2024FA,5,135,883,52,4,5,2024-11-28,Moodle
mdl_s000210,2024FA,3,90,263,31,26,20,2024-11-02,Moodle
mdl_s000211,2024FA,4,95,1343,20,21,12,2024-11-28,Moodle
mdl_s000212,2024FA,6,56,2808,62,25,11,2024-11-20,Moodle
mdl_s000213,2024FA,6,58,3722,9,18,2,2024-11-03,Moodle
mdl_s000214,2024FA,6,35,4073,7,5,7,2024-11-26,Moodle
mdl_s000215,2024FA,5,13,2674,46,4,3,2024-11-01,Moodle
mdl_s000216,2024FA,3,70,3317,12,3,19,2024-11-12,Moodle
mdl_s000217,2024FA,6,63,3615,65,20,2,2024-11-19,Moodle
mdl_s000218,2024FA,5,92,766,36,7,7,2024-11-25,Moodle
mdl_s000220,2024FA,4,109,4179,2,22,4,2024-11-12,Moodle
mdl_s000221,2024FA,5,78,3764,4,8,14,2024-11-19,Moodle
mdl_s000223,2024FA,5,79,1587,13,22,14,2024-11-06,Moodle
mdl_s000225,2024FA,5,96,3298,31,8,16,2024-11-22,Moodle
mdl_s000227,2024FA,6,26,293,22,27,7,2024-11-07,Moodle
mdl_s000228,2024FA,4,13,3298,51,26,16,2024-11-28,Moodle
mdl_s000229,2024FA,3,22,2916,33,25,8,2024-11-23,Moodle
mdl_s000230,2024FA,3,98,1111,40,35,11,2024-11-23,Moodle
mdl_s000354,2024FA,5,40,3394,21,32,14,2024-11-28,Moodle
mdl_s000233,2024FA,6,115,3248,19,9,13,2024-11-10,Moodle
mdl_s000234,2024FA,4,114,4132,16,28,4,2024-11-20,Moodle
mdl_s000235,2024FA,3,59,2975,53,3,21,2024-11-02,Moodle
mdl_s000236,2024FA,4,15,3451,38,1,2,2024-11-27,Moodle
mdl_s000237,2024FA,6,62,451,13,1,7,2024-11-27,Moodle
mdl_s000238,2024FA,4,85,3262,31,19,2,2024-11-14,Moodle
mdl_s000239,2024FA,6,68,2390,38,28,15,2024-11-17,Moodle
mdl_s000241,2024FA,4,53,1206,11,15,1,2024-11-23,Moodle
mdl_s000242,2024FA,4,107,1096,40,6,2,2024-11-02,Moodle
mdl_s000243,2024FA,5,43,750,10,33,12,2024-11-28,Moodle
mdl_s000244,2024FA,6,96,4047,53,11,15,2024-11-26,Moodle
mdl_s000245,2024FA,3,54,1899,39,22,4,2024-11-17,Moodle
mdl_s000246,2024FA,5,86,4021,51,31,2,2024-11-24,Moodle
mdl_s000247,2024FA,4,80,3790,10,10,22,2024-11-08,Moodle
mdl_s000248,2024FA,5,36,220,22,14,1,2024-11-04,Moodle
mdl_s000250,2024FA,5,8,892,25,23,22,2024-11-09,Moodle
mdl_s000251,2024FA,3,76,1790,61,33,7,2024-11-19,Moodle
mdl_s000252,2024FA,5,90,3600,64,21,13,2024-11-01,Moodle
mdl_s000253,2024FA,4,80,3165,8,0,1,2024-11-15,Moodle
mdl_s000254,2024FA,4,88,4190,9,27,19,2024-11-22,Moodle
mdl_s000257,2024FA,6,128,2974,10,3,21,2024-11-18,Moodle
mdl_s000258,2024FA,5,57,2417,1,19,20,2024-11-11,Moodle
mdl_s000259,2024FA,3,51,2311,38,27,8,2024-11-03,Moodle
mdl_s000260,2024FA,4,100,3943,20,20,24,2024-11-22,Moodle
mdl_s000261,2024FA,4,112,1621,6,16,8,2024-11-19,Moodle
mdl_s000263,2024FA,5,33,3848,18,21,16,2024-11-18,Moodle
mdl_s000264,2024FA,5,120,1132,1,2,24,2024-11-04,Moodle
mdl_s000265,2024FA,5,51,3028,12,33,25,2024-11-04,Moodle
mdl_s000266,2024FA,4,38,2372,10,2,22,2024-11-24,Moodle
mdl_s000267,2024FA,6,119,2957,0,11,23,2024-11-13,Moodle
mdl_s000268,2024FA,4,90,4189,25,13,15,2024-11-28,Moodle
mdl_s000269,2024FA,3,93,2431,0,20,24,2024-11-09,Moodle
mdl_s000270,2024FA,5,108,740,38,9,23,2024-11-04,Moodle
mdl_s000271,2024FA,5,133,1924,62,16,13,2024-11-27,Moodle
mdl_s000274,2024FA,6,133,2702,8,31,1,2024-11-24,Moodle
mdl_s000152,2024FA,6,115,1732,11,8,22,2024-11-11,Moodle
mdl_s000280,2024FA,4,64,2138,63,13,9,2024-11-25,Moodle
mdl_s000281,2024FA,4,133,237,40,27,4,2024-11-19,Moodle
mdl_s000283,2024FA,6,24,3869,17,6,22,2024-11-09,Moodle
mdl_s000284,2024FA,4,132,1049,60,34,8,2024-11-06,Moodle
mdl_s000285,2024FA,6,45,3480,49,27,0,2024-11-09,Moodle
mdl_s000287,2024FA,6,19,1276,50,14,5,2024-11-06,Moodle
mdl_s000288,2024FA,6,99,1956,13,34,7,2024-11-07,Moodle
mdl_s000290,2024FA,3,129,1453,55,16,10,2024-11-26,Moodle
mdl_s000292,2024FA,6,9,1933,0,29,21,2024-11-08,Moodle
mdl_s000293,2024FA,5,19,1050,18,6,9,2024-11-14,Moodle
mdl_s000295,2024FA,5,122,3827,65,11,6,2024-11-14,Moodle
mdl_s000298,2024FA,5,79,2986,1,33,1,2024-11-25,Moodle
mdl_s000299,2024FA,4,14,469,9,32,5,2024-11-19,Moodle
mdl_s000300,2024FA,5,18,3650,45,5,6,2024-11-07,Moodle
mdl_s000301,2024FA,4,10,3060,22,14,13,2024-11-15,Moodle
mdl_s000302,2024FA,4,48,1628,14,28,22,2024-11-22,Moodle
mdl_s000304,2024FA,3,11,1450,65,19,14,2024-11-21,Moodle
mdl_s000305,2024FA,5,21,2710,16,25,10,2024-11-22,Moodle
mdl_s000307,2024FA,5,132,2168,19,6,22,2024-11-16,Moodle
mdl_s000308,2024FA,3,114,3953,39,22,1,2024-11-17,Moodle
mdl_s000309,2024FA,6,106,2940,20,32,19,2024-11-24,Moodle
mdl_s000310,2024FA,3,26,1142,30,25,23,2024-11-02,Moodle
mdl_s000311,2024FA,6,59,2256,31,35,22,2024-11-24,Moodle
mdl_s000314,2024FA,3,65,1592,34,23,7,2024-11-26,Moodle
mdl_s000315,2024FA,3,99,3871,36,12,19,2024-11-15,Moodle
mdl_s000316,2024FA,4,108,2874,33,9,15,2024-11-09,Moodle
mdl_s000318,2024FA,6,132,1284,19,33,19,2024-11-13,Moodle
mdl_s000319,2024FA,5,60,3334,1,7,18,2024-11-09,Moodle
mdl_s000370,2024FA,4,129,2357,9,33,14,2024-11-10,Moodle
mdl_s000323,2024FA,6,64,3084,17,29,8,2024-11-19,Moodle
mdl_s000324,2024FA,6,98,2176,16,20,9,2024-11-18,Moodle
mdl_s000325,2024FA,6,50,1349,19,18,4,2024-11-13,Moodle
mdl_s000327,2024FA,5,29,1071,40,5,19,2024-11-22,Moodle
mdl_s000328,2024FA,5,17,3596,18,4,12,2024-11-22,Moodle
mdl_s000331,2024FA,6,135,3297,17,25,23,2024-11-15,Moodle
mdl_s000332,2024FA,5,27,332,13,33,21,2024-11-07,Moodle
mdl_s000333,2024FA,4,39,2696,64,5,16,2024-11-28,Moodle
mdl_s000334,2024FA,5,41,3733,34,14,4,2024-11-01,Moodle
mdl_s000336,2024FA,3,43,1679,5,3,13,2024-11-13,Moodle
mdl_s000337,2024FA,4,9,2773,57,18,0,2024-11-20,Moodle
mdl_s000338,2024FA,6,53,3338,60,10,25,2024-11-05,Moodle
mdl_s000339,2024FA,3,20,2269,12,20,17,2024-11-16,Moodle
mdl_s000341,2024FA,4,86,296,1,3,5,2024-11-19,Moodle
mdl_s000342,2024FA,4,16,3357,17,23,5,2024-11-26,Moodle
mdl_s000343,2024FA,5,111,2663,11,15,20,2024-11-21,Moodle
mdl_s000346,2024FA,3,54,3893,19,14,1,2024-11-21,Moodle
mdl_s000347,2024FA,4,112,2792,57,33,3,2024-11-27,Moodle
mdl_s000348,2024FA,5,24,1414,7,2,25,2024-11-26,Moodle
mdl_s000349,2024FA,3,136,3816,29,16,23,2024-11-12,Moodle
mdl_s000351,2024FA,3,138,1321,33,19,23,2024-11-26,Moodle
mdl_s000352,2024FA,3,15,2642,43,17,15,2024-11-08,Moodle
mdl_s000232,2024FA,6,121,1666,35,16,10,2024-11-05,Moodle
mdl_s000357,2024FA,6,44,1645,14,14,3,2024-11-03,Moodle
mdl_s000359,2024FA,6,60,3673,63,28,0,2024-11-03,Moodle
mdl_s000361,2024FA,3,17,3101,22,14,12,2024-11-05,Moodle
mdl_s000362,2024FA,4,88,163,27,33,24,2024-11-02,Moodle
mdl_s000363,2024FA,6,8,2255,56,20,2,2024-11-02,Moodle
mdl_s000365,2024FA,6,21,1140,61,11,10,2024-11-13,Moodle
mdl_s000367,2024FA,5,84,1972,46,19,2,2024-11-25,Moodle
mdl_s000368,2024FA,4,9,1015,54,35,5,2024-11-16,Moodle
mdl_s000369,2024FA,6,34,2466,20,3,20,2024-11-05,Moodle
mdl_s000321,2024FA,5,23,1713,19,11,6,2024-11-24,Moodle
mdl_s000371,2024FA,6,109,2727,55,29,22,2024-11-20,Moodle
mdl_s000372,2024FA,5,100,3146,1,30,25,2024-11-23,Moodle
mdl_s000374,2024FA,4,139,3187,65,8,9,2024-11-11,Moodle
mdl_s000375,2024FA,3,81,841,50,32,16,2024-11-01,Moodle
mdl_s000376,2024FA,6,50,2173,4,34,23,2024-11-13,Moodle
mdl_s000377,2024FA,5,83,4010,44,17,9,2024-11-13,Moodle
mdl_s000186,2024FA,3,133,376,20,21,1,2024-11-15,Moodle
mdl_s000379,2024FA,4,139,2406,46,19,25,2024-11-27,Moodle
mdl_s000380,2024FA,5,117,1886,62,1,2,2024-11-06,Moodle
mdl_s000382,2024FA,6,109,1801,41,28,19,2024-11-17,Moodle
mdl_s000384,2024FA,4,34,4157,42,13,13,2024-11-14,Moodle
mdl_s000385,2024FA,4,96,2494,55,23,5,2024-11-12,Moodle
mdl_s000388,2024FA,5,88,549,55,24,22,2024-11-26,Moodle
mdl_s000389,2024FA,3,121,1397,36,33,21,2024-11-11,Moodle
mdl_s000391,2024FA,5,126,1124,45,28,14,2024-11-16,Moodle
mdl_s000392,2024FA,5,45,651,22,28,20,2024-11-03,Moodle
mdl_s000393,2024FA,3,78,3268,19,14,4,2024-11-07,Moodle
mdl_s000394,2024FA,6,101,1032,50,31,3,2024-11-04,Moodle
mdl_s000395,2024FA,5,35,615,8,25,7,2024-11-03,Moodle
mdl_s000396,2024FA,6,51,583,6,23,19,2024-11-02,Moodle
mdl_s000398,2024FA,4,123,3835,16,17,13,2024-11-10,Moodle
mdl_s000400,2024FA,5,59,2144,0,14,13,2024-11-16,Moodle
mdl_s000402,2024FA,6,25,3824,29,6,9,2024-11-26,Moodle
mdl_s000406,2024FA,5,61,2538,13,33,15,2024-11-21,Moodle
mdl_s000407,2024FA,5,119,665,2,2,18,2024-11-22,Moodle
mdl_s000408,2024FA,5,131,2793,56,34,11,2024-11-12,Moodle
mdl_s000409,2024FA,5,83,3806,45,22,23,2024-11-08,Moodle
mdl_s000410,2024FA,5,99,3331,8,0,6,2024-11-13,Moodle
mdl_s000411,2024FA,6,86,1943,40,27,20,2024-11-02,Moodle
mdl_s000412,2024FA,5,138,2976,55,0,16,2024-11-12,Moodle
mdl_s000414,2024FA,5,30,3666,62,34,6,2024-11-12,Moodle
mdl_s000417,2024FA,5,97,2436,36,23,4,2024-11-20,Moodle
mdl_s000419,2024FA,3,33,4075,24,6,8,2024-11-23,Moodle
mdl_s000420,2024FA,5,124,180,26,12,2,2024-11-24,Moodle
mdl_s000421,2024FA,3,42,1410,16,26,22,2024-11-25,Moodle
mdl_s000422,2024FA,3,53,2766,22,35,1,2024-11-21,Moodle
mdl_s000424,2024FA,6,46,3964,32,20,4,2024-11-13,Moodle
mdl_s000425,2024FA,5,131,1501,51,14,25,2024-11-09,Moodle
mdl_s000426,2024FA,3,110,671,8,16,2,2024-11-10,Moodle
mdl_s000428,2024FA,6,132,4055,18,18,4,2024-11-23,Moodle
mdl_s000429,2024FA,5,32,534,31,20,16,2024-11-10,Moodle
mdl_s000431,2024FA,3,112,3606,31,9,25,2024-11-26,Moodle
mdl_s000432,2024FA,5,138,1052,24,3,14,2024-11-14,Moodle
mdl_s000433,2024FA,3,139,3826,35,24,15,2024-11-06,Moodle
mdl_s000436,2024FA,6,21,3416,7,2,6,2024-11-17,Moodle
mdl_s000439,2024FA,5,95,1919,8,10,11,2024-11-27,Moodle
mdl_s000440,2024FA,4,83,1554,48,12,15,2024-11-14,Moodle
mdl_s000441,2024FA,4,138,2605,4,4,25,2024-11-10,Moodle
mdl_s000444,2024FA,6,21,3258,2,17,20,2024-11-02,Moodle
mdl_s000445,2024FA,4,98,1927,32,13,15,2024-11-19,Moodle
mdl_s000447,2024FA,6,116,1451,9,1,5,2024-11-21,Moodle
mdl_s000449,2024FA,3,40,2786,40,10,4,2024-11-14,Moodle
mdl_s000450,2024FA,5,137,3191,20,26,6,2024-11-15,Moodle
mdl_s000452,2024FA,4,136,4023,58,10,22,2024-11-25,Moodle
mdl_s000453,2024FA,5,108,4181,1,14,24,2024-11-17,Moodle
mdl_s000456,2024FA,5,107,3336,53,14,8,2024-11-02,Moodle
mdl_s000457,2024FA,6,88,230,2,0,21,2024-11-06,Moodle
mdl_s000459,2024FA,5,41,2558,52,27,4,2024-11-22,Moodle
mdl_s000460,2024FA,3,108,3653,15,21,24,2024-11-23,Moodle
mdl_s000461,2024FA,6,35,2274,27,11,12,2024-11-20,Moodle
mdl_s000463,2024FA,3,82,2419,0,2,24,2024-11-07,Moodle
mdl_s000464,2024FA,6,95,565,55,5,24,2024-11-18,Moodle
mdl_s000465,2024FA,5,49,1595,18,4,12,2024-11-20,Moodle
mdl_s000468,2024FA,3,40,319,58,10,20,2024-11-02,Moodle
mdl_s000469,2024FA,5,139,2444,41,30,13,2024-11-03,Moodle
mdl_s000470,2024FA,4,95,2350,0,23,3,2024-11-10,Moodle
mdl_s000471,2024FA,3,100,2373,36,32,15,2024-11-16,Moodle
mdl_s000472,2024FA,3,85,2579,24,25,5,2024-11-19,Moodle
mdl_s000474,2024FA,5,92,1396,31,4,21,2024-11-17,Moodle
mdl_s000475,2024FA,6,129,1581,50,22,11,2024-11-21,Moodle
mdl_s000477,2024FA,6,41,785,21,34,9,2024-11-16,Moodle
mdl_s000478,2024FA,4,8,338,24,31,2,2024-11-05,Moodle
mdl_s000006,2024FA,4,135,3732,40,17,12,2024-11-27,Moodle
mdl_s000480,2024FA,4,40,4160,55,28,23,2024-11-20,Moodle
mdl_s000482,2024FA,3,133,3011,49,17,1,2024-11-14,Moodle
mdl_s000484,2024FA,5,85,960,18,14,19,2024-11-01,Moodle
mdl_s000485,2024FA,6,105,3954,38,0,6,2024-11-01,Moodle
mdl_s000486,2024FA,6,91,463,44,22,18,2024-11-08,Moodle
mdl_s000487,2024FA,5,104,1529,14,1,19,2024-11-15,Moodle
mdl_s000488,2024FA,3,66,1348,65,9,13,2024-11-11,Moodle
mdl_s000489,2024FA,5,116,723,40,13,12,2024-11-26,Moodle
mdl_s000490,2024FA,3,102,2043,52,25,21,2024-11-12,Moodle
mdl_s000491,2024FA,6,17,3093,3,30,4,2024-11-02,Moodle
mdl_s000492,2024FA,3,42,1057,10,26,20,2024-11-18,Moodle
mdl_s000493,2024FA,5,74,2673,34,22,2,2024-11-23,Moodle
mdl_s000494,2024FA,3,61,1908,21,30,4,2024-11-12,Moodle
mdl_s000495,2024FA,4,67,2893,1,17,9,2024-11-23,Moodle
mdl_s000496,2024FA,3,58,2810,18,6,10,2024-11-27,Moodle
mdl_s000497,2024FA,4,27,2766,59,28,19,2024-11-06,Moodle
mdl_s000499,2024FA,6,20,1862,13,21,11,2024-11-15,Moodle
mdl_s000500,2024FA,3,126,923,31,13,12,2024-11-08,Moodle
