student_id,term_code,workday_course_section_id,subject,catalog_number,credits,grading_basis,letter_grade,grade_points
S000048,2024FA,WD-2024FA-CHEM-142D,CHEM,142,3,Graded,A-,3.63
S000048,2024FA,WD-2024FA-AMST-125C,AMST,125,3,Graded,B+,3.35
S000049,2024FA,WD-2024FA-BIOL-123B,BIOL,123,3,Graded,B,2.87
S000049,2024FA,WD-2024FA-PHIL-105C,PHIL,105,3,Graded,B,3.0
S000049,2024FA,WD-2024FA-BUS-158D,BUS,158,3,Graded,B-,2.76
S000049,2024FA,WD-2024FA-AMST-181B,AMST,181,4,Graded,B,3.16
S000050,2024FA,WD-2024FA-ENVS-130B,ENVS,130,3,Graded,A,4.0
S000050,2024FA,WD-2024FA-BUS-107D,BUS,107,3,Graded,A,4.0
S000050,2024FA,WD-2024FA-ENVS-192C,ENVS,192,4,Graded,A,3.96
S000050,2024FA,WD-2024FA-COSI-194C,COSI,194,3,Graded,A,3.98
S000050,2024FA,WD-2024FA-HIST-149A,HIST,149,3,Graded,A,4.0
S000051,2024FA,WD-2024FA-PSYC-111B,PSYC,111,3,Graded,B,3.17
S000051,2024FA,WD-2024FA-ECON-198A,ECON,198,3,Graded,A-,3.61
S000051,2024FA,WD-2024FA-CHEM-142A,CHEM,142,3,Graded,B+,3.37
S000051,2024FA,WD-2024FA-BIOL-141B,BIOL,141,3,Graded,A-,3.62
S000051,2024FA,WD-2024FA-HIST-143D,HIST,143,3,Graded,A-,3.52
S000052,2024FA,WD-2024FA-HIST-170A,HIST,170,3,Graded,B,3.02
S000052,2024FA,WD-2024FA-BIOL-122B,BIOL,122,4,Graded,B-,2.83
S000052,2024FA,WD-2024FA-NEUR-108A,NEUR,108,3,Graded,B,2.99
S000052,2024FA,WD-2024FA-HIST-147B,HIST,147,4,Graded,B,3.19
S000052,2024FA,WD-2024FA-BUS-115D,BUS,115,3,Graded,B-,2.81
S000053,2024FA,WD-2024FA-ENVS-144D,ENVS,144,3,Graded,A-,3.79
S000053,2024FA,WD-2024FA-NEUR-110B,NEUR,110,3,Graded,A,3.91
S000053,2024FA,WD-2024FA-ECON-136C,ECON,136,3,Graded,A-,3.82
S000053,2024FA,WD-2024FA-ANTH-148C,ANTH,148,3,Graded,A-,3.6
S000053,2024FA,WD-2024FA-ECON-179B,ECON,179,3,Graded,A-,3.81
S000054,2024FA,WD-2024FA-BIOL-114B,BIOL,114,3,Graded,B,2.99
S000054,2024FA,WD-2024FA-PSYC-159B,PSYC,159,3,Graded,B,3.0
S000054,2024FA,WD-2024FA-ENG-108D,ENG,108,3,Graded,B,2.94
S000054,2024FA,WD-2024FA-ECON-154D,ECON,154,3,Graded,B+,3.2
S000055,2024FA,WD-2024FA-ECON-104A,ECON,104,3,Graded,B,2.98
S000055,2024FA,WD-2024FA-MATH-119A,MATH,119,3,Graded,B,3.12
S000055,2024FA,WD-2024FA-MATH-192A,MATH,192,3,Graded,B,3.09
S000055,2024FA,WD-2024FA-POL-189B,POL,189,4,Graded,B,3.03
S000055,2024FA,WD-2024FA-ANTH-102C,ANTH,102,3,Graded,B,3.1
S000056,2024FA,WD-2024FA-PSYC-154D,PSYC,154,4,Graded,B-,2.76
S000056,2024FA,WD-2024FA-ANTH-196A,ANTH,196,3,Graded,B-,2.76
S000056,2024FA,WD-2024FA-ENG-158D,ENG,158,4,Graded,B,2.92
S000056,2024FA,WD-2024FA-ANTH-178A,ANTH,178,3,Graded,B,2.87
S000057,2024FA,WD-2024FA-MATH-149B,MATH,149,3,Graded,B-,2.79
S000057,2024FA,WD-2024FA-ENVS-141A,ENVS,141,4,Graded,B,3.08
S000057,2024FA,WD-2024FA-HIST-144D,HIST,144,3,Graded,B,2.85
S000058,2024FA,WD-2024FA-HSSP-108B,HSSP,108,3,Graded,A,4.0
S000058,2024FA,WD-2024FA-HIST-140D,HIST,140,3,Graded,A-,3.68
S000058,2024FA,WD-2024FA-MATH-133B,MATH,133,3,Graded,A,4.0
S000058,2024FA,WD-2024FA-POL-104C,POL,104,3,Graded,A,3.95
S000059,2024FA,WD-2024FA-AMST-143B,AMST,143,3,Graded,B,3.04
S000059,2024FA,WD-2024FA-POL-139D,POL,139,3,Graded,B,3.14
S000061,2024FA,WD-2024FA-ANTH-177D,ANTH,177,3,Graded,B+,3.41
S000061,2024FA,WD-2024FA-HSSP-186B,HSSP,186,3,Graded,A-,3.52
S000061,2024FA,WD-2024FA-ENG-197D,ENG,197,3,Graded,A-,3.72
S000062,2024FA,WD-2024FA-BIOL-114A,BIOL,114,4,Graded,B+,3.4
S000062,2024FA,WD-2024FA-HIST-116D,HIST,116,3,Graded,B+,3.21
S000062,2024FA,WD-2024FA-ENG-145B,ENG,145,3,Graded,B+,3.37
S000063,2024FA,WD-2024FA-HSSP-132D,HSSP,132,3,Graded,B+,3.31
S000063,2024FA,WD-2024FA-ECON-115B,ECON,115,3,Graded,B,3.13
S000063,2024FA,WD-2024FA-ENVS-170C,ENVS,170,3,Graded,B-,2.83
S000063,2024FA,WD-2024FA-PSYC-110B,PSYC,110,3,Graded,B,3.19
S000064,2024FA,WD-2024FA-ENG-149C,ENG,149,3,Graded,C+,2.45
S000064,2024FA,WD-2024FA-CHEM-174D,CHEM,174,3,Graded,C,2.05
S000064,2024FA,WD-2024FA-PHIL-141B,PHIL,141,4,Graded,C,2.12
S000065,2024FA,WD-2024FA-PHIL-169D,PHIL,169,3,Graded,A-,3.74
S000065,2024FA,WD-2024FA-BUS-144B,BUS,144,3,Graded,A-,3.53
S000065,2024FA,WD-2024FA-BIOL-182D,BIOL,182,3,Graded,A-,3.8
S000065,2024FA,WD-2024FA-HIST-167A,HIST,167,3,Graded,A-,3.63
S000065,2024FA,WD-2024FA-PSYC-100D,PSYC,100,3,Graded,A,3.9
S000066,2024FA,WD-2024FA-CHEM-168C,CHEM,168,3,Graded,B-,2.8
S000066,2024FA,WD-2024FA-ENG-157A,ENG,157,4,Graded,B-,2.73
S000066,2024FA,WD-2024FA-BIOL-108C,BIOL,108,3,Graded,B,2.86
S000066,2024FA,WD-2024FA-HSSP-142A,HSSP,142,3,Graded,B,3.02
S000068,2024FA,WD-2024FA-POL-188A,POL,188,4,Graded,A,3.91
S000068,2024FA,WD-2024FA-COSI-143B,COSI,143,3,Graded,A,4.0
S000068,2024FA,WD-2024FA-NEUR-144B,NEUR,144,3,Graded,A-,3.63
S000068,2024FA,WD-2024FA-ENG-163A,ENG,163,4,Graded,A,3.95
S000068,2024FA,WD-2024FA-ECON-174D,ECON,174,3,Graded,A-,3.63
S000069,2024FA,WD-2024FA-HIST-145D,HIST,145,4,Graded,B+,3.27
S000069,2024FA,WD-2024FA-HIST-166C,HIST,166,4,Graded,B+,3.3
S000069,2024FA,WD-2024FA-BIOL-160A,BIOL,160,3,Graded,B,3.06
S000070,2024FA,WD-2024FA-POL-104C,POL,104,3,Graded,A,3.89
S000070,2024FA,WD-2024FA-ENG-151D,ENG,151,3,Graded,A,3.91
S000071,2024FA,WD-2024FA-POL-125D,POL,125,3,Graded,C-,1.75
S000071,2024FA,WD-2024FA-PHIL-124D,PHIL,124,3,Graded,C-,1.62
S000071,2024FA,WD-2024FA-PSYC-189B,PSYC,189,3,Graded,C-,1.66
S000071,2024FA,WD-2024FA-ENG-108C,ENG,108,3,Graded,D,1.4
S000072,2024FA,WD-2024FA-AMST-172B,AMST,172,3,Graded,C+,2.27
S000072,2024FA,WD-2024FA-ENG-185C,ENG,185,3,Graded,C,2.04
S000072,2024FA,WD-2024FA-HSSP-119B,HSSP,119,3,Graded,C+,2.19
S000072,2024FA,WD-2024FA-HSSP-133C,HSSP,133,3,Graded,C,2.01
S000072,2024FA,WD-2024FA-ENG-186B,ENG,186,3,Graded,C,2.11
S000072,2024FA,WD-2024FA-HIST-167A,HIST,167,3,Graded,C+,2.4
S000073,2024FA,WD-2024FA-BIOL-184D,BIOL,184,4,Graded,D,1.02
S000073,2024FA,WD-2024FA-BUS-126C,BUS,126,3,Graded,D,1.23
S000073,2024FA,WD-2024FA-ENG-173C,ENG,173,3,Graded,D,1.08
S000073,2024FA,WD-2024FA-POL-112D,POL,112,4,Graded,D,1.13
S000073,2024FA,WD-2024FA-BIOL-140C,BIOL,140,3,Graded,D,1.28
S000074,2024FA,WD-2024FA-AMST-165C,AMST,165,4,Graded,A,4.0
S000074,2024FA,WD-2024FA-CHEM-125C,CHEM,125,4,Graded,A,3.91
S000074,2024FA,WD-2024FA-BUS-174A,BUS,174,3,Graded,A-,3.84
S000074,2024FA,WD-2024FA-PHIL-150C,PHIL,150,3,Graded,A,3.93
S000075,2024FA,WD-2024FA-MATH-126D,MATH,126,3,Graded,A-,3.65
S000075,2024FA,WD-2024FA-ENVS-106D,ENVS,106,3,Graded,A,3.88
S000076,2024FA,WD-2024FA-CHEM-114A,CHEM,114,3,Graded,B+,3.31
S000076,2024FA,WD-2024FA-ECON-132C,ECON,132,3,Graded,B+,3.27
S000076,2024FA,WD-2024FA-AMST-191D,AMST,191,3,Graded,B,3.18
S000076,2024FA,WD-2024FA-ENVS-134A,ENVS,134,3,Graded,B+,3.23
S000079,2024FA,WD-2024FA-PHIL-146A,PHIL,146,3,Graded,A-,3.58
S000079,2024FA,WD-2024FA-COSI-180C,COSI,180,3,Graded,A-,3.83
S000079,2024FA,WD-2024FA-POL-129B,POL,129,3,Graded,A-,3.76
S000079,2024FA,WD-2024FA-COSI-109A,COSI,109,3,Graded,A,4.0
S000079,2024FA,WD-2024FA-BIOL-122B,BIOL,122,3,Graded,B+,3.48
S000080,2024FA,WD-2024FA-ENVS-125C,ENVS,125,3,Graded,B,2.89
S000081,2024FA,WD-2024FA-ENG-188A,ENG,188,4,Graded,B+,3.47
S000081,2024FA,WD-2024FA-ECON-132C,ECON,132,4,Graded,A-,3.56
S000081,2024FA,WD-2024FA-MATH-160C,MATH,160,3,Graded,A-,3.56
S000082,2024FA,WD-2024FA-POL-194D,POL,194,3,Graded,D,1.05
S000082,2024FA,WD-2024FA-NEUR-123A,NEUR,123,3,Graded,D,1.13
S000082,2024FA,WD-2024FA-BIOL-182A,BIOL,182,3,Graded,D,1.03
S000082,2024FA,WD-2024FA-MATH-102B,MATH,102,4,Graded,D,1.45
S000083,2024FA,WD-2024FA-ENG-103B,ENG,103,4,Graded,A-,3.61
S000083,2024FA,WD-2024FA-ENVS-169D,ENVS,169,3,Graded,A-,3.71
S000083,2024FA,WD-2024FA-ECON-183A,ECON,183,3,Graded,A-,3.78
S000083,2024FA,WD-2024FA-BUS-154A,BUS,154,3,Graded,A-,3.65
S000083,2024FA,WD-2024FA-ANTH-103A,ANTH,103,3,Graded,A-,3.72
S000084,2024FA,WD-2024FA-HIST-145B,HIST,145,3,Graded,B,2.94
S000084,2024FA,WD-2024FA-ENG-101B,ENG,101,3,Graded,B,2.95
S000084,2024FA,WD-2024FA-NEUR-181B,NEUR,181,3,Graded,B+,3.36
S000084,2024FA,WD-2024FA-AMST-150A,AMST,150,4,Graded,B+,3.23
S000085,2024FA,WD-2024FA-HIST-185C,HIST,185,3,Graded,B+,3.42
S000085,2024FA,WD-2024FA-ECON-176D,ECON,176,3,Graded,B+,3.37
S000085,2024FA,WD-2024FA-COSI-100D,COSI,100,3,Graded,B+,3.35
S000085,2024FA,WD-2024FA-AMST-184B,AMST,184,4,Graded,B+,3.43
S000085,2024FA,WD-2024FA-POL-185B,POL,185,3,Graded,B+,3.41
S000086,2024FA,WD-2024FA-HIST-179C,HIST,179,4,Graded,B+,3.21
S000087,2024FA,WD-2024FA-POL-197B,POL,197,3,Graded,B+,3.41
S000087,2024FA,WD-2024FA-PSYC-196D,PSYC,196,3,Graded,B+,3.3
S000087,2024FA,WD-2024FA-POL-117B,POL,117,4,Graded,B+,3.34
S000087,2024FA,WD-2024FA-MATH-139A,MATH,139,3,Graded,B+,3.36
S000087,2024FA,WD-2024FA-ANTH-191D,ANTH,191,3,Graded,B+,3.38
S000089,2024FA,WD-2024FA-BUS-113D,BUS,113,3,Graded,A,4.0
S000089,2024FA,WD-2024FA-ENG-126A,ENG,126,3,Graded,A,3.96
S000089,2024FA,WD-2024FA-ENVS-196D,ENVS,196,3,Graded,A-,3.79
S000089,2024FA,WD-2024FA-PSYC-162B,PSYC,162,3,Graded,A,3.97
S000089,2024FA,WD-2024FA-PSYC-179D,PSYC,179,3,Graded,A,4.0
S000090,2024FA,WD-2024FA-AMST-146B,AMST,146,3,Graded,C,1.87
S000090,2024FA,WD-2024FA-ECON-180C,ECON,180,3,Graded,C+,2.3
S000090,2024FA,WD-2024FA-BUS-118A,BUS,118,4,Graded,C,2.06
S000090,2024FA,WD-2024FA-MATH-189A,MATH,189,3,Graded,C,2.09
S000090,2024FA,WD-2024FA-AMST-159C,AMST,159,3,Graded,C,2.09
S000091,2024FA,WD-2024FA-POL-174C,POL,174,3,Graded,A-,3.62
S000091,2024FA,WD-2024FA-NEUR-129B,NEUR,129,3,Graded,A-,3.59
S000091,2024FA,WD-2024FA-NEUR-122C,NEUR,122,4,Graded,A-,3.58
S000091,2024FA,WD-2024FA-PSYC-140C,PSYC,140,3,Graded,A-,3.53
S000092,2024FA,WD-2024FA-AMST-189C,AMST,189,3,Graded,F,0.13
S000092,2024FA,WD-2024FA-BIOL-142A,BIOL,142,3,Graded,F,0.05
S000092,2024FA,WD-2024FA-ANTH-199B,ANTH,199,4,Graded,F,0.0
S000092,2024FA,WD-2024FA-ANTH-171D,ANTH,171,3,Graded,F,0.2
S000095,2024FA,WD-2024FA-MATH-160D,MATH,160,3,Graded,B-,2.8
S000095,2024FA,WD-2024FA-BIOL-124D,BIOL,124,4,Graded,B-,2.76
S000095,2024FA,WD-2024FA-BUS-130C,BUS,130,3,Graded,B-,2.68
S000095,2024FA,WD-2024FA-HSSP-143C,HSSP,143,3,Graded,B-,2.72
S000095,2024FA,WD-2024FA-ENVS-192D,ENVS,192,4,Graded,B-,2.66
S000096,2024FA,WD-2024FA-ENG-110A,ENG,110,4,Graded,F,0.7
S000096,2024FA,WD-2024FA-MATH-161B,MATH,161,4,Graded,F,0.63
S000096,2024FA,WD-2024FA-BUS-182D,BUS,182,4,Graded,F,0.77
S000097,2024FA,WD-2024FA-ANTH-143A,ANTH,143,3,Graded,B,3.19
S000097,2024FA,WD-2024FA-HIST-107C,HIST,107,3,Graded,B+,3.27
S000097,2024FA,WD-2024FA-CHEM-179D,CHEM,179,3,Graded,B+,3.46
S000098,2024FA,WD-2024FA-ECON-131C,ECON,131,3,Graded,B,3.12
S000098,2024FA,WD-2024FA-PHIL-152D,PHIL,152,3,Graded,B,2.88
S000098,2024FA,WD-2024FA-CHEM-168B,CHEM,168,3,Graded,B,3.08
S000098,2024FA,WD-2024FA-BIOL-137A,BIOL,137,3,Graded,B,2.95
S000098,2024FA,WD-2024FA-COSI-186C,COSI,186,3,Graded,B,3.0
S000099,2024FA,WD-2024FA-ECON-102D,ECON,102,3,Graded,C,1.91
S000099,2024FA,WD-2024FA-POL-192D,POL,192,4,Graded,C+,2.24
S000099,2024FA,WD-2024FA-POL-174B,POL,174,3,Graded,C,1.96
S000099,2024FA,WD-2024FA-PHIL-160A,PHIL,160,3,Graded,C,2.13
S000100,2024FA,WD-2024FA-PHIL-175B,PHIL,175,3,Graded,B,2.88
S000100,2024FA,WD-2024FA-ENVS-193B,ENVS,193,4,Graded,B,2.99
S000100,2024FA,WD-2024FA-ENG-162D,ENG,162,4,Graded,B-,2.81
S000100,2024FA,WD-2024FA-PSYC-128C,PSYC,128,3,Graded,B,2.85
S000102,2024FA,WD-2024FA-POL-134B,POL,134,3,Graded,A-,3.56
S000102,2024FA,WD-2024FA-ENVS-112B,ENVS,112,4,Graded,A-,3.59
