workday_person_id,term_code,fafsa_received,pell_amount,institutional_grant,loans,balance_due
WD30660166,2024FA,false,0,1480,0,-1681
WD35263419,2024FA,false,0,185,0,-1332
WD62629839,2024FA,true,0,4633,0,2996
WD68691197,2024FA,true,3589,6201,2173,7139
WD85473642,2024FA,true,2619,4010,5002,-1683
WD21494819,2024FA,true,0,2107,0,-1702
WD73451830,2024FA,true,0,2105,0,7188
WD63057590,2024FA,true,2086,6314,1436,8982
WD19802073,2024FA,true,0,6172,0,418
WD80368863,2024FA,false,0,2121,0,1100
WD63004317,2024FA,false,0,1608,0,7368
WD68784464,2024FA,true,2196,210,1879,19
WD48663308,2024FA,false,0,2036,0,919
WD66094939,2024FA,true,0,5811,6510,3920
WD58919398,2024FA,true,0,2426,5637,1687
WD03919872,2024FA,false,0,1983,0,1574
WD48690883,2024FA,false,0,268,0,-941
WD10549931,2024FA,false,0,1875,0,6976
WD01125832,2024FA,false,0,2047,0,7945
WD23911386,2024FA,false,0,63,0,7535
WD48718384,2024FA,false,0,745,0,5748
WD98000218,2024FA,true,0,5032,0,2137
WD82962129,2024FA,false,0,2209,0,7309
WD09808193,2024FA,false,0,801,0,-2168
WD10146290,2024FA,true,2197,3639,0,788
WD91223021,2024FA,true,0,1139,7275,5456
WD78596228,2024FA,true,0,6848,7438,5505
WD69192713,2024FA,true,1064,3064,0,-1517
WD91527160,2024FA,true,0,1488,1113,476
WD95882850,2024FA,false,0,185,0,-494
WD37855032,2024FA,true,0,2591,0,8701
WD52684164,2024FA,false,0,1656,0,1679
WD85806274,2024FA,true,0,4492,5996,1787
WD04393823,2024FA,false,0,1218,0,-2127
WD78317525,2024FA,true,0,2554,5806,670
WD12765648,2024FA,true,658,5407,5171,4487
WD03565879,2024FA,true,2921,2238,2002,1214
WD05646627,2024FA,true,0,5415,4546,-1284
WD40452091,2024FA,true,44,3653,6023,-2004
WD29116599,2024FA,true,0,2500,0,-1441
WD67104785,2024FA,true,0,4065,5447,3142
WD58904365,2024FA,false,0,319,0,7046
WD49344464,2024FA,true,0,4599,8384,-1474
WD95977168,2024FA,false,0,1649,0,1930
WD86406919,2024FA,false,0,1265,0,7407
WD34478450,2024FA,false,0,778,0,87
WD25017355,2024FA,false,0,1580,0,8494
WD60006681,2024FA,true,0,2823,255,-2017
WD48114282,2024FA,false,0,369,0,-2326
WD35530609,2024FA,true,0,4288,6913,-185
WD59460996,2024FA,false,0,1409,0,-2202
WD87716887,2024FA,true,0,815,0,5531
WD55833077,2024FA,false,0,1913,0,800
WD52453961,2024FA,false,0,1698,0,-1698
WD77141539,2024FA,true,0,3841,5879,5103
WD33600958,2024FA,true,0,3260,1426,7770
WD42660434,2024FA,true,0,5631,0,8822
WD37534269,2024FA,true,2841,3430,0,3820
WD41371070,2024FA,true,0,4371,3081,-257
WD35073266,2024FA,true,1503,1166,0,2860
WD39607007,2024FA,true,0,1843,0,1126
WD66799900,2024FA,false,0,1482,0,3677
WD93711689,2024FA,true,0,74,4853,184
WD42473212,2024FA,true,0,6273,4374,7121
WD10603886,2024FA,true,525,2888,6667,8135
WD94092988,2024FA,false,0,756,0,2903
WD02959710,2024FA,true,0,3746,3786,-302
WD97770098,2024FA,false,0,59,0,469
WD23354134,2024FA,true,0,5386,0,-1403
WD40702376,2024FA,false,0,1891,0,-437
WD26964044,2024FA,true,0,4120,2264,1353
WD42707476,2024FA,true,2305,4738,0,-70
WD24348706,2024FA,false,0,2239,0,4947
WD81739161,2024FA,false,0,1898,0,5907
WD98800521,2024FA,true,453,5690,4743,6484
WD52929143,2024FA,true,0,1093,8019,2269
WD32869344,2024FA,true,0,1226,7820,1291
WD56846821,2024FA,false,0,1026,0,5492
WD45557548,2024FA,true,1978,2970,0,2711
WD77961557,2024FA,true,367,2452,0,2827
WD77174578,2024FA,false,0,111,0,-58
WD56234825,2024FA,false,0,206,0,7530
WD74039189,2024FA,false,0,935,0,3824
WD55651075,2024FA,false,0,212,0,6849
WD69297432,2024FA,true,0,1958,0,7446
WD93363566,2024FA,false,0,2383,0,1007
WD95215296,2024FA,true,0,2042,6446,6405
WD42579489,2024FA,false,0,2075,0,820
WD51043791,2024FA,false,0,1112,0,5768
WD07137895,2024FA,true,1362,2575,0,4172
WD05480934,2024FA,true,0,4317,765,7090
WD09986169,2024FA,true,1426,2602,0,-2356
WD84624472,2024FA,true,402,6584,7905,-796
WD01042073,2024FA,false,0,179,0,8791
WD05693590,2024FA,true,0,5938,4734,-1773
WD29535830,2024FA,false,0,2286,0,6766
WD03805519,2024FA,true,0,5028,840,5304
WD57214071,2024FA,true,0,6075,0,-928
WD00003388,2024FA,true,0,5165,7178,3574
WD96814768,2024FA,true,0,1990,0,5169
WD44388015,2024FA,true,0,115,3500,2381
WD51939456,2024FA,true,0,5432,0,1054
WD56814870,2024FA,true,3586,3996,8134,-478
WD68854475,2024FA,false,0,1496,0,5006
WD89785389,2024FA,true,0,6584,5407,-1659
WD38382559,2024FA,true,1547,6513,7381,7229
WD50202276,2024FA,true,0,4835,0,5567
WD58961887,2024FA,true,0,4301,5106,-818
WD54267244,2024FA,true,455,6847,0,361
WD46822860,2024FA,false,0,620,0,-1299
WD07273947,2024FA,false,0,2180,0,-2295
WD67570870,2024FA,false,0,1268,0,6493
WD35422857,2024FA,true,0,3849,4828,7446
WD64510179,2024FA,true,915,288,6997,5590
WD88634785,2024FA,false,0,1308,0,7102
WD61881145,2024FA,true,0,1028,0,-1663
WD42888336,2024FA,true,0,1884,0,2358
WD91887472,2024FA,false,0,1465,0,7772
WD13643830,2024FA,false,0,1727,0,2653
WD79313339,2024FA,true,0,4151,3380,3926
WD90869196,2024FA,true,2301,6337,2347,5526
WD93199481,2024FA,true,0,3868,139,2865
WD13209990,2024FA,true,2107,6783,0,7259
WD00915365,2024FA,true,2840,4110,0,3314
WD13333786,2024FA,false,0,2041,0,6806
WD69643807,2024FA,true,0,3057,955,2019
WD56701855,2024FA,true,0,6410,0,287
WD85162527,2024FA,true,799,3740,0,1850
WD92322047,2024FA,true,1599,3828,4942,932
WD39873989,2024FA,true,0,5679,1115,-1198
WD17807950,2024FA,true,0,4424,4114,2481
WD72991189,2024FA,false,0,617,0,8280
WD18868363,2024FA,true,0,6376,4664,5922
