student_id,term_code,class_level,major,credits_attempted,credits_earned,term_gpa,cumulative_gpa,cumulative_credits,enrollment_status,registration_system
S000055,2024FA,Senior,Biology,17,16,3.03,3.09,155,enrolled,Workday
S000056,2024FA,Junior,Politics,14,13,2.91,3.46,83,enrolled,Workday
S000057,2024FA,Sophomore,Computer Science,12,11,3.0,3.18,58,enrolled,Workday
S000058,2024FA,Junior,Politics,13,13,4.0,3.89,73,enrolled,Workday
S000059,2024FA,Senior,Applied Mathematics,6,6,3.17,3.55,107,enrolled,Workday
S000060,2024FA,Freshman,Mathematics,,,,3.67,29,not_enrolled,Workday
S000061,2024FA,Sophomore,Neuroscience,9,9,3.5,3.52,59,enrolled,Workday
S000062,2024FA,Junior,Computer Science,10,10,3.26,3.17,62,enrolled,Workday
S000063,2024FA,Sophomore,Computer Science,14,13,3.04,3.18,40,enrolled,Workday
S000064,2024FA,Sophomore,Chemistry,11,9,2.04,1.96,46,enrolled,Workday
S000065,2024FA,Senior,Biochemistry,16,16,3.75,3.36,170,enrolled,Workday
S000066,2024FA,Sophomore,"Health: Science, Society, and Policy",13,12,2.9,3.43,46,enrolled,Workday
S000068,2024FA,Sophomore,Philosophy,17,17,3.82,3.84,53,enrolled,Workday
S000069,2024FA,Junior,Sociology,12,12,3.23,3.06,73,enrolled,Workday
S000070,2024FA,Sophomore,Sociology,7,7,4.0,3.81,31,enrolled,Workday
S000071,2024FA,Senior,Biology,14,12,1.63,1.29,124,enrolled,Workday
S000072,2024FA,Junior,Psychology,18,16,2.2,1.93,82,enrolled,Workday
S000073,2024FA,Junior,Biochemistry,18,14,1.24,1.27,80,enrolled,Workday
S000074,2024FA,Junior,Economics,16,16,3.9,3.74,73,enrolled,Workday
S000075,2024FA,Senior,Business,8,8,3.76,3.51,141,enrolled,Workday
S000076,2024FA,Junior,East Asian Studies,14,13,3.17,3.38,86,enrolled,Workday
S000077,2024FA,Freshman,Mathematics,,,,0.72,15,not_enrolled,Workday
S000079,2024FA,Senior,American Studies,17,17,3.7,3.26,100,enrolled,Workday
S000080,2024FA,Senior,Environmental Studies,3,3,2.87,2.56,157,enrolled,Workday
S000081,2024FA,Junior,Philosophy,12,12,3.44,3.35,63,enrolled,Workday
S000082,2024FA,Senior,"Health: Science, Society, and Policy",14,11,1.13,1.45,149,enrolled,Workday
S000083,2024FA,Junior,Computer Science,16,16,3.69,3.53,72,enrolled,Workday
S000084,2024FA,Junior,Neuroscience,13,12,3.15,2.63,67,enrolled,Workday
S000085,2024FA,Junior,Economics and Business,16,16,3.51,3.37,65,enrolled,Workday
S000086,2024FA,Senior,Mathematics,4,4,3.1,3.35,134,enrolled,Workday
S000087,2024FA,Junior,Anthropology,16,16,3.45,3.35,84,enrolled,Workday
S000089,2024FA,Junior,International and Global Studies,15,15,4.0,3.72,74,enrolled,Workday
S000090,2024FA,Senior,Biology,17,15,2.08,1.89,109,enrolled,Workday
S000091,2024FA,Sophomore,Computer Science,14,14,3.54,3.47,43,enrolled,Workday
S000092,2024FA,Junior,English,14,10,0.27,0.54,82,enrolled,Workday
S000093,2024FA,Sophomore,Chemistry,,,,2.99,43,not_enrolled,Workday
S000095,2024FA,Senior,Sociology,18,17,2.79,3.19,140,enrolled,Workday
S000096,2024FA,Senior,Computer Science,13,10,0.69,0.62,105,enrolled,Workday
S000097,2024FA,Freshman,Computer Science,10,10,3.32,3.29,25,enrolled,Workday
S000098,2024FA,Sophomore,International and Global Studies,16,15,2.95,3.52,51,enrolled,Workday
S000099,2024FA,Junior,Computer Science,13,11,2.15,2.49,62,enrolled,Workday
S000100,2024FA,Senior,Computer Science,16,15,2.99,3.22,123,enrolled,Workday
S000102,2024FA,Senior,Psychology,18,18,3.51,3.46,104,enrolled,Workday
S000103,2024FA,Senior,Computer Science,14,13,2.98,3.01,100,enrolled,Workday
S000104,2024FA,Junior,Neuroscience,4,4,3.47,3.41,86,enrolled,Workday
S000106,2024FA,Senior,Politics,7,7,2.95,3.07,152,enrolled,Workday
S000107,2024FA,Senior,Biology,17,17,3.42,3.36,145,enrolled,Workday
S000108,2024FA,Sophomore,Politics,17,13,0.63,0.91,54,enrolled,Workday
S000110,2024FA,Junior,Environmental Studies,16,15,3.1,3.43,81,enrolled,Workday
S000113,2024FA,Junior,East Asian Studies,,,,3.58,72,not_enrolled,Workday
S000114,2024FA,Senior,Biology,14,14,3.86,3.47,154,enrolled,Workday
S000115,2024FA,Senior,Biology,13,13,3.27,2.98,151,enrolled,Workday
S000116,2024FA,Sophomore,Anthropology,14,12,2.19,1.75,42,enrolled,Workday
S000117,2024FA,Sophomore,Neuroscience,15,13,1.76,1.17,52,enrolled,Workday
S000118,2024FA,Senior,International and Global Studies,17,17,4.0,3.94,131,enrolled,Workday
S000119,2024FA,Junior,Chemistry,4,4,3.39,2.93,60,enrolled,Workday
S000120,2024FA,Junior,American Studies,14,14,4.0,3.97,69,enrolled,Workday
S000121,2024FA,Junior,Anthropology,,,,3.24,68,not_enrolled,Workday
S000124,2024FA,Senior,Economics,14,13,2.6,2.01,134,enrolled,Workday
S000126,2024FA,Junior,Politics,8,7,2.38,1.95,67,enrolled,Workday
S000127,2024FA,Senior,Economics,17,17,4.0,3.97,117,enrolled,Workday
S000128,2024FA,Sophomore,Computer Science,14,14,3.52,3.37,59,enrolled,Workday
S000129,2024FA,Senior,Environmental Studies,12,11,3.07,3.1,130,enrolled,Workday
S000130,2024FA,Senior,Psychology,8,8,3.93,3.95,132,enrolled,Workday
S000131,2024FA,Sophomore,Economics,17,17,3.41,3.52,52,enrolled,Workday
S000132,2024FA,Junior,Neuroscience,4,4,3.12,3.45,67,enrolled,Workday
S000133,2024FA,Senior,Computer Science,15,14,2.98,3.21,148,enrolled,Workday
S000135,2024FA,Senior,History,17,15,2.54,2.58,100,enrolled,Workday
S000136,2024FA,Junior,Biology,15,15,4.0,3.53,80,enrolled,Workday
S000137,2024FA,Senior,Economics,12,9,0.45,0.11,143,enrolled,Workday
S000138,2024FA,Junior,International and Global Studies,17,16,3.22,3.25,74,enrolled,Workday
S000139,2024FA,Sophomore,Neuroscience,15,15,3.79,3.79,47,enrolled,Workday
S000140,2024FA,Junior,International and Global Studies,16,15,3.13,3.4,88,enrolled,Workday
S000142,2024FA,Junior,Computer Science,12,12,3.5,3.64,68,enrolled,Workday
S000143,2024FA,Sophomore,Economics,13,12,3.13,3.59,52,enrolled,Workday
S000144,2024FA,Junior,Psychology,15,14,3.32,2.81,86,enrolled,Workday
S000145,2024FA,Senior,American Studies,18,17,3.03,3.36,92,enrolled,Workday
S000146,2024FA,Junior,Computer Science,,,,3.5,88,not_enrolled,Workday
S000147,2024FA,Sophomore,Computer Science,12,11,2.78,2.96,32,enrolled,Workday
S000148,2024FA,Sophomore,Economics,14,11,1.05,0.73,47,enrolled,Workday
S000150,2024FA,Sophomore,Studio Art,6,6,3.53,3.18,53,enrolled,Workday
S000151,2024FA,Junior,Psychology,14,14,3.37,3.36,75,enrolled,Workday
S000152,2024FA,Senior,Politics,8,6,1.03,0.64,98,enrolled,Workday
S000153,2024FA,Senior,Anthropology,13,12,2.8,3.07,102,enrolled,Workday
S000154,2024FA,Junior,East Asian Studies,14,14,4.0,3.91,77,enrolled,Workday
S000155,2024FA,Senior,Music,6,6,3.82,3.88,156,enrolled,Workday
S000156,2024FA,Junior,Mathematics,16,15,3.17,3.31,61,enrolled,Workday
S000159,2024FA,Senior,American Studies,7,7,3.35,3.13,142,enrolled,Workday
S000160,2024FA,Sophomore,Politics,8,8,3.98,3.71,48,enrolled,Workday
S000162,2024FA,Senior,Computer Science,,,,3.63,126,not_enrolled,Workday
S000163,2024FA,Senior,Computer Science,13,11,1.69,2.38,95,enrolled,Workday
S000165,2024FA,Junior,"Health: Science, Society, and Policy",12,12,3.55,3.52,75,enrolled,Workday
S000167,2024FA,Sophomore,Business,5,5,3.13,3.11,47,enrolled,Workday
S000169,2024FA,Senior,Neuroscience,17,15,2.0,1.8,132,enrolled,Workday
S000170,2024FA,Junior,Economics,11,10,3.12,3.04,65,enrolled,Workday
S000171,2024FA,Senior,Biology,12,10,1.7,2.06,138,enrolled,Workday
S000172,2024FA,Senior,History,18,17,3.13,3.43,116,enrolled,Workday
S000174,2024FA,Senior,Computer Science,15,15,3.46,3.69,153,enrolled,Workday
S000175,2024FA,Senior,Economics and Business,7,7,3.42,3.32,112,enrolled,Workday
S000176,2024FA,Junior,Economics,18,18,3.61,3.41,71,enrolled,Workday
S000177,2024FA,Junior,Philosophy,12,11,3.04,3.29,75,enrolled,Workday
S000179,2024FA,Senior,Mathematics,12,12,3.37,3.73,162,enrolled,Workday
S000180,2024FA,Junior,Biochemistry,16,15,2.99,3.34,63,enrolled,Workday
S000182,2024FA,Sophomore,Biochemistry,3,3,4.0,3.29,59,enrolled,Workday
S000183,2024FA,Senior,Biochemistry,8,7,2.65,3.3,114,enrolled,Workday
S000184,2024FA,Junior,English,5,5,3.31,3.24,64,enrolled,Workday
S000185,2024FA,Sophomore,Psychology,11,9,1.12,1.44,52,enrolled,Workday
S000186,2024FA,Sophomore,Psychology,3,3,4.0,3.95,52,enrolled,Workday
S000187,2024FA,Senior,Business,12,11,3.2,3.18,118,enrolled,Workday
S000188,2024FA,Junior,Computer Science,18,17,3.19,3.26,81,enrolled,Workday
S000189,2024FA,Junior,Biology,16,16,3.9,3.88,64,enrolled,Workday
S000190,2024FA,Senior,Sociology,12,12,3.45,3.49,107,enrolled,Workday
S000191,2024FA,Junior,Philosophy,4,4,3.06,3.29,71,enrolled,Workday
S000192,2024FA,Senior,Computer Science,5,5,2.76,2.44,90,enrolled,Workday
S000193,2024FA,Senior,Psychology,17,16,2.78,2.67,137,enrolled,Workday
S000194,2024FA,Junior,Neuroscience,,,,3.58,76,not_enrolled,Workday
S000195,2024FA,Sophomore,Mathematics,4,4,3.2,3.41,48,enrolled,Workday
S000196,2024FA,Senior,Psychology,14,13,3.17,3.58,168,enrolled,Workday
S000197,2024FA,Junior,History,5,5,4.0,3.9,87,enrolled,Workday
S000198,2024FA,Sophomore,Computer Science,,,,3.4,46,not_enrolled,Workday
S000200,2024FA,Sophomore,Computer Science,16,16,3.36,3.75,51,enrolled,Workday
S000201,2024FA,Senior,Physics,13,13,3.73,3.75,132,enrolled,Workday
S000202,2024FA,Senior,"Health: Science, Society, and Policy",12,12,3.52,3.31,98,enrolled,Workday
S000203,2024FA,Junior,Economics and Business,15,11,0.83,0.64,86,enrolled,Workday
S000204,2024FA,Senior,Biochemistry,3,3,3.52,3.1,122,enrolled,Workday
S000205,2024FA,Senior,Business,16,12,0.44,0.29,129,enrolled,Workday
S000206,2024FA,Senior,Applied Mathematics,3,3,3.65,3.39,96,enrolled,Workday
S000207,2024FA,Sophomore,International and Global Studies,17,15,2.46,2.91,50,enrolled,Workday
S000209,2024FA,Senior,International and Global Studies,13,13,4.0,3.88,99,enrolled,Workday
S000210,2024FA,Sophomore,Environmental Studies,15,13,1.87,1.8,37,enrolled,Workday
S000211,2024FA,Junior,Biology,18,18,3.48,3.47,77,enrolled,Workday
S000212,2024FA,Junior,Computer Science,7,7,3.06,3.23,84,enrolled,Workday
S000213,2024FA,Senior,Economics,5,5,3.61,3.72,144,enrolled,Workday
S000214,2024FA,Junior,Neuroscience,5,5,3.89,3.16,62,enrolled,Workday
S000215,2024FA,Junior,Politics,18,17,3.4,3.19,82,enrolled,Workday
S000216,2024FA,Senior,Politics,15,14,3.24,3.28,151,enrolled,Workday
S000217,2024FA,Senior,Economics,16,15,2.96,3.38,137,enrolled,Workday
S000218,2024FA,Senior,International and Global Studies,17,16,3.25,3.61,149,enrolled,Workday
S000220,2024FA,Junior,Music,16,15,2.58,2.79,71,enrolled,Workday
S000221,2024FA,Junior,Psychology,16,12,0.96,1.13,62,enrolled,Workday
S000222,2024FA,Senior,Biology,13,13,3.36,3.61,125,enrolled,Workday
S000223,2024FA,Junior,Economics,16,15,3.06,3.74,78,enrolled,Workday
S000224,2024FA,Sophomore,Sociology,,,,3.65,49,not_enrolled,Workday
S000225,2024FA,Senior,Economics,18,17,2.8,3.17,115,enrolled,Workday
S000226,2024FA,Senior,Mathematics,16,15,3.18,3.13,91,enrolled,Workday
S000227,2024FA,Sophomore,History,14,11,1.07,1.18,47,enrolled,Workday
S000228,2024FA,Sophomore,Studio Art,14,13,2.73,3.03,40,enrolled,Workday
S000229,2024FA,Senior,Computer Science,16,15,3.31,3.85,94,enrolled,Workday
S000230,2024FA,Sophomore,Psychology,12,10,1.85,1.65,50,enrolled,Workday
S000232,2024FA,Sophomore,Business,7,7,3.57,3.08,54,enrolled,Workday
S000233,2024FA,Junior,Psychology,18,18,3.85,3.69,70,enrolled,Workday
S000234,2024FA,Junior,Psychology,16,16,3.44,3.46,64,enrolled,Workday
S000235,2024FA,Junior,Business,18,18,3.76,3.52,67,enrolled,Workday
S000236,2024FA,Junior,Physics,17,17,4.0,3.89,72,enrolled,Workday
S000237,2024FA,Junior,Politics,18,16,2.63,3.0,86,enrolled,Workday
S000238,2024FA,Sophomore,Environmental Studies,15,15,4.0,3.57,56,enrolled,Workday
S000239,2024FA,Sophomore,English,17,16,3.27,3.58,57,enrolled,Workday
S000240,2024FA,Sophomore,Studio Art,,,,3.52,58,not_enrolled,Workday
S000241,2024FA,Junior,East Asian Studies,17,17,3.73,3.9,65,enrolled,Workday
S000242,2024FA,Sophomore,History,17,17,4.0,3.93,47,enrolled,Workday
S000243,2024FA,Senior,Music,17,16,3.11,3.27,98,enrolled,Workday
S000244,2024FA,Sophomore,Neuroscience,17,16,2.89,2.97,59,enrolled,Workday
S000245,2024FA,Senior,Economics and Business,7,7,3.7,3.81,137,enrolled,Workday
S000246,2024FA,Junior,Biology,15,14,2.83,3.11,74,enrolled,Workday
S000247,2024FA,Sophomore,Chemistry,17,17,3.87,3.74,51,enrolled,Workday
S000248,2024FA,Freshman,Politics,13,11,1.99,1.99,11,enrolled,Workday
S000250,2024FA,Senior,Anthropology,18,17,3.28,3.44,143,enrolled,Workday
S000251,2024FA,Junior,Sociology,12,11,2.42,3.12,76,enrolled,Workday
S000252,2024FA,Sophomore,Politics,14,11,1.27,1.88,44,enrolled,Workday
S000253,2024FA,Junior,Neuroscience,18,18,3.41,3.45,77,enrolled,Workday
S000254,2024FA,Senior,Sociology,4,4,3.5,3.5,131,enrolled,Workday
S000257,2024FA,Senior,Philosophy,16,15,3.04,3.29,91,enrolled,Workday
S000258,2024FA,Sophomore,History,13,12,2.78,2.97,47,enrolled,Workday
S000259,2024FA,Sophomore,Applied Mathematics,8,8,3.49,3.34,41,enrolled,Workday
S000260,2024FA,Senior,Applied Mathematics,14,14,3.61,3.42,133,enrolled,Workday
S000261,2024FA,Junior,Neuroscience,17,17,3.92,3.35,87,enrolled,Workday
S000263,2024FA,Junior,Psychology,8,7,2.25,2.98,86,enrolled,Workday
S000264,2024FA,Senior,Computer Science,15,15,3.64,3.8,118,enrolled,Workday
S000265,2024FA,Junior,Anthropology,4,3,2.0,1.85,77,enrolled,Workday
S000266,2024FA,Senior,Neuroscience,10,10,3.46,3.5,117,enrolled,Workday
S000267,2024FA,Junior,Economics,17,16,3.14,3.11,81,enrolled,Workday
S000268,2024FA,Senior,Physics,13,13,3.7,3.72,93,enrolled,Workday
S000269,2024FA,Senior,International and Global Studies,16,15,3.24,3.49,103,enrolled,Workday
S000270,2024FA,Junior,Physics,12,12,3.76,3.45,81,enrolled,Workday
S000271,2024FA,Senior,Sociology,15,14,2.91,3.43,138,enrolled,Workday
S000273,2024FA,Junior,Politics,12,12,3.56,3.01,60,enrolled,Workday
S000274,2024FA,Sophomore,"Health: Science, Society, and Policy",3,3,3.2,3.35,53,enrolled,Workday
S000279,2024FA,Junior,Studio Art,12,8,0.0,0.04,67,enrolled,Workday
S000280,2024FA,Senior,Physics,17,17,3.67,3.75,107,enrolled,Workday
S000281,2024FA,Junior,Psychology,16,14,2.39,2.33,71,enrolled,Workday
S000282,2024FA,Senior,Sociology,17,16,3.38,3.47,166,enrolled,Workday
S000283,2024FA,Senior,Biochemistry,15,14,2.56,3.38,109,enrolled,Workday
S000284,2024FA,Sophomore,History,12,12,3.77,3.49,39,enrolled,Workday
S000285,2024FA,Junior,Computer Science,14,13,2.96,3.19,79,enrolled,Workday
S000286,2024FA,Senior,Environmental Studies,13,13,3.84,3.48,149,enrolled,Workday
S000287,2024FA,Sophomore,"Health: Science, Society, and Policy",16,15,3.33,3.45,58,enrolled,Workday
S000288,2024FA,Sophomore,Sociology,18,18,3.88,3.77,44,enrolled,Workday
S000289,2024FA,Senior,Biology,,,,1.16,115,not_enrolled,Workday
S000290,2024FA,Junior,Studio Art,17,17,3.79,3.85,61,enrolled,Workday
S000292,2024FA,Senior,Applied Mathematics,12,12,3.6,3.44,123,enrolled,Workday
S000293,2024FA,Junior,Politics,8,8,3.19,3.16,75,enrolled,Workday
S000295,2024FA,Senior,Politics,16,12,0.77,1.42,91,enrolled,Workday
S000298,2024FA,Junior,Neuroscience,6,5,2.6,3.09,60,enrolled,Workday
S000299,2024FA,Sophomore,Biology,16,15,3.3,3.03,44,enrolled,Workday
S000300,2024FA,Sophomore,Politics,14,14,3.66,3.86,55,enrolled,Workday
S000301,2024FA,Senior,Biology,13,13,4.0,3.57,106,enrolled,Workday
S000302,2024FA,Junior,Neuroscience,12,12,3.44,3.16,70,enrolled,Workday
S000304,2024FA,Senior,Computer Science,3,3,2.85,3.37,157,enrolled,Workday
S000305,2024FA,Sophomore,Computer Science,9,7,1.54,1.31,50,enrolled,Workday
S000306,2024FA,Senior,Psychology,,,,3.83,160,not_enrolled,Workday
S000307,2024FA,Sophomore,International and Global Studies,16,16,4.0,3.68,59,enrolled,Workday
S000308,2024FA,Senior,"Health: Science, Society, and Policy",5,5,3.57,3.42,155,enrolled,Workday
S000309,2024FA,Sophomore,International and Global Studies,18,17,2.89,3.34,52,enrolled,Workday
S000310,2024FA,Senior,Politics,18,17,3.37,3.76,127,enrolled,Workday
S000311,2024FA,Junior,Computer Science,17,16,3.34,3.12,76,enrolled,Workday
S000312,2024FA,Senior,Economics,,,,3.02,131,not_enrolled,Workday
S000313,2024FA,Freshman,Politics,8,7,2.56,2.56,7,enrolled,Workday
S000314,2024FA,Sophomore,History,13,11,2.1,2.83,55,enrolled,Workday
S000315,2024FA,Junior,Computer Science,12,11,3.15,3.2,66,enrolled,Workday
S000316,2024FA,Sophomore,Biochemistry,15,11,0.65,0.4,58,enrolled,Workday
S000318,2024FA,Junior,Anthropology,15,14,3.08,2.9,81,enrolled,Workday
S000319,2024FA,Sophomore,Computer Science,15,13,2.34,2.17,49,enrolled,Workday
S000321,2024FA,Senior,Applied Mathematics,8,8,3.52,3.6,115,enrolled,Workday
S000323,2024FA,Senior,Neuroscience,7,7,2.96,3.21,163,enrolled,Workday
S000324,2024FA,Senior,Biology,15,15,3.57,3.91,158,enrolled,Workday
S000325,2024FA,Senior,Studio Art,14,13,2.78,1.9,134,enrolled,Workday
S000327,2024FA,Junior,Psychology,14,13,2.95,3.09,78,enrolled,Workday
S000328,2024FA,Senior,"Health: Science, Society, and Policy",18,18,3.81,3.45,95,enrolled,Workday
S000331,2024FA,Junior,Studio Art,3,3,3.45,3.3,69,enrolled,Workday
S000332,2024FA,Junior,Biochemistry,12,12,3.23,2.84,65,enrolled,Workday
S000333,2024FA,Junior,Biochemistry,16,16,3.8,3.46,68,enrolled,Workday
S000334,2024FA,Junior,Sociology,11,11,3.73,3.62,77,enrolled,Workday
S000336,2024FA,Junior,Sociology,17,17,3.86,3.62,70,enrolled,Workday
S000337,2024FA,Junior,Politics,16,16,3.45,3.5,74,enrolled,Workday
S000338,2024FA,Senior,Politics,17,17,3.43,3.37,118,enrolled,Workday
S000339,2024FA,Junior,Neuroscience,15,15,3.71,3.77,74,enrolled,Workday
S000341,2024FA,Sophomore,Biology,15,15,3.57,3.62,38,enrolled,Workday
S000342,2024FA,Senior,Neuroscience,15,15,4.0,3.76,126,enrolled,Workday
S000343,2024FA,Senior,Computer Science,15,14,3.18,3.65,139,enrolled,Workday
S000344,2024FA,Junior,Physics,18,18,3.56,3.36,73,enrolled,Workday
S000345,2024FA,Sophomore,International and Global Studies,,,,3.34,54,not_enrolled,Workday
S000346,2024FA,Senior,Studio Art,12,11,2.51,3.29,140,enrolled,Workday
S000347,2024FA,Junior,Physics,18,18,3.61,3.6,81,enrolled,Workday
S000348,2024FA,Sophomore,Mathematics,12,11,2.74,2.75,38,enrolled,Workday
S000349,2024FA,Junior,Psychology,15,14,3.08,3.18,86,enrolled,Workday
S000350,2024FA,Junior,International and Global Studies,15,14,3.28,3.07,85,enrolled,Workday
S000351,2024FA,Junior,English,4,4,4.0,3.91,77,enrolled,Workday
S000352,2024FA,Senior,Philosophy,12,12,3.56,3.41,165,enrolled,Workday
S000354,2024FA,Junior,Philosophy,13,13,3.57,3.44,67,enrolled,Workday
S000357,2024FA,Junior,Biochemistry,13,11,1.71,1.24,77,enrolled,Workday
S000359,2024FA,Sophomore,Computer Science,15,14,3.09,3.18,56,enrolled,Workday
S000360,2024FA,Junior,International and Global Studies,13,13,3.33,3.56,78,enrolled,Workday
S000361,2024FA,Sophomore,Biochemistry,18,18,3.5,3.66,44,enrolled,Workday
S000362,2024FA,Sophomore,Biology,4,4,3.05,3.42,55,enrolled,Workday
S000363,2024FA,Senior,Economics,17,17,3.53,3.44,101,enrolled,Workday
S000364,2024FA,Sophomore,Economics,,,,0.27,52,not_enrolled,Workday
S000365,2024FA,Junior,"Health: Science, Society, and Policy",16,14,2.18,1.74,67,enrolled,Workday
S000366,2024FA,Sophomore,Psychology,,,,3.88,54,not_enrolled,Workday
S000367,2024FA,Senior,Neuroscience,12,12,3.69,3.94,111,enrolled,Workday
S000368,2024FA,Senior,Biology,8,6,1.02,1.26,93,enrolled,Workday
S000369,2024FA,Senior,Biochemistry,15,14,2.76,3.24,172,enrolled,Workday
S000370,2024FA,Sophomore,"Health: Science, Society, and Policy",18,18,3.42,3.2,55,enrolled,Workday
S000371,2024FA,Junior,Economics,18,13,0.0,0.41,73,enrolled,Workday
S000372,2024FA,Sophomore,English,15,15,3.68,3.82,56,enrolled,Workday
S000374,2024FA,Senior,Psychology,16,12,0.95,0.21,92,enrolled,Workday
S000375,2024FA,Sophomore,"Health: Science, Society, and Policy",4,3,1.11,1.76,50,enrolled,Workday
S000376,2024FA,Junior,Politics,18,17,2.8,3.2,61,enrolled,Workday
S000377,2024FA,Junior,Computer Science,12,12,3.33,3.66,79,enrolled,Workday
S000378,2024FA,Senior,Anthropology,13,13,4.0,3.73,126,enrolled,Workday
S000379,2024FA,Junior,English,3,3,3.96,3.65,61,enrolled,Workday
S000380,2024FA,Junior,Biochemistry,10,10,4.0,3.75,71,enrolled,Workday
S000381,2024FA,Junior,Biology,7,7,3.4,3.66,88,enrolled,Workday
S000382,2024FA,Junior,Music,17,17,3.46,3.59,64,enrolled,Workday
S000383,2024FA,Sophomore,Mathematics,,,,1.97,51,not_enrolled,Workday
S000384,2024FA,Junior,Biochemistry,14,14,3.48,3.44,75,enrolled,Workday
S000385,2024FA,Junior,Computer Science,16,16,4.0,3.88,73,enrolled,Workday
S000386,2024FA,Junior,Computer Science,15,15,3.44,3.4,79,enrolled,Workday
S000388,2024FA,Sophomore,Economics,9,9,3.39,3.47,53,enrolled,Workday
S000389,2024FA,Senior,Mathematics,16,15,2.83,2.69,97,enrolled,Workday
S000390,2024FA,Freshman,Biochemistry,,,,3.52,22,not_enrolled,Workday
S000391,2024FA,Senior,Environmental Studies,4,4,3.1,3.58,125,enrolled,Workday
S000392,2024FA,Senior,Psychology,13,12,2.94,3.74,110,enrolled,Workday
S000393,2024FA,Junior,Chemistry,14,14,3.69,3.4,68,enrolled,Workday
S000394,2024FA,Sophomore,Business,8,7,1.84,1.94,54,enrolled,Workday
S000395,2024FA,Senior,"Health: Science, Society, and Policy",8,8,3.62,3.51,110,enrolled,Workday
