workday_person_id,term_code,fafsa_received,pell_amount,institutional_grant,loans,balance_due
WD26964044,2025SU,true,0,5782,0,7589
WD25172285,2025SU,true,0,4886,7612,8940
WD81739161,2025SU,true,0,571,6737,4979
WD73594680,2025SU,true,2672,5524,130,4399
WD77174578,2025SU,true,1579,3392,0,8954
WD56234825,2025SU,true,0,4731,7322,8387
WD74039189,2025SU,false,0,2307,0,1699
WD76645682,2025SU,true,627,6131,4637,1272
WD38809437,2025SU,true,0,4485,1440,6076
WD09884275,2025SU,true,2349,4403,6932,5859
WD07137895,2025SU,true,2691,1226,1671,-451
WD41830376,2025SU,true,0,3240,5400,-2167
WD82190419,2025SU,false,0,1260,0,8158
WD88565063,2025SU,true,0,1246,6503,8091
WD09986169,2025SU,true,0,2496,533,-750
WD90009048,2025SU,false,0,1054,0,-1110
WD00843074,2025SU,true,0,155,0,5631
WD91516740,2025SU,false,0,1798,0,-1762
WD71581843,2025SU,true,0,4537,0,2653
WD38706575,2025SU,true,0,5104,5622,2726
WD29535830,2025SU,true,2927,4925,8197,5769
WD19644698,2025SU,true,0,6074,0,678
WD08472880,2025SU,true,1107,1649,0,3218
WD51751580,2025SU,true,0,4963,1578,6915
WD96814768,2025SU,true,0,1251,2217,-2498
WD44388015,2025SU,true,0,2020,5688,-1947
WD27355013,2025SU,true,0,3089,6854,-636
WD20993828,2025SU,true,3343,1387,2914,4418
WD46489687,2025SU,true,0,4882,0,607
WD91224101,2025SU,false,0,468,0,954
WD38382559,2025SU,true,0,3226,4585,3843
WD95958937,2025SU,true,0,1105,0,8587
WD06923063,2025SU,false,0,2447,0,1453
WD50202276,2025SU,true,0,6263,6947,3533
WD58961887,2025SU,false,0,8,0,3912
WD81974947,2025SU,true,0,424,0,4674
WD71718241,2025SU,true,0,5492,3822,7606
WD54267244,2025SU,true,0,2826,0,1408
WD46822860,2025SU,true,0,6328,1481,-72
WD64169260,2025SU,false,0,928,0,-841
WD07273947,2025SU,true,0,3883,6672,5155
WD67570870,2025SU,true,0,6412,5261,6828
WD27895709,2025SU,false,0,68,0,-2310
WD76077702,2025SU,true,0,2056,0,359
WD64510179,2025SU,true,0,6758,1228,2557
WD88634785,2025SU,true,0,4571,0,561
WD58884378,2025SU,true,0,950,8200,7181
WD42888336,2025SU,true,0,504,1082,6031
WD13643830,2025SU,false,0,1093,0,3326
WD79313339,2025SU,true,1429,1151,0,7527
WD73393005,2025SU,true,0,5810,2858,692
WD20313252,2025SU,true,0,6117,0,7644
WD12738206,2025SU,true,0,1541,0,4137
WD00915365,2025SU,false,0,1490,0,2094
WD13333786,2025SU,false,0,1353,0,1908
WD70089204,2025SU,true,0,5898,0,2364
WD48481113,2025SU,true,0,5604,0,8095
WD12718724,2025SU,false,0,1946,0,-253
WD85162527,2025SU,true,0,2278,0,639
WD48612021,2025SU,false,0,1067,0,4616
WD64693325,2025SU,true,1460,424,0,3331
WD17807950,2025SU,true,0,5510,4057,4951
