student_id,term_code,workday_course_section_id,subject,catalog_number,credits,grading_basis,letter_grade,grade_points
S000024,2025SU,WD-2025SU-ENVS-123C,ENVS,123,3,Graded,A,3.9
S000024,2025SU,WD-2025SU-MATH-119A,MATH,119,4,Graded,A,4.0
S000024,2025SU,WD-2025SU-ENG-109A,ENG,109,3,Graded,A,3.9
S000024,2025SU,WD-2025SU-PHIL-142D,PHIL,142,3,Graded,A,4.0
S000024,2025SU,WD-2025SU-PSYC-182B,PSYC,182,3,Graded,A,4.0
S000025,2025SU,WD-2025SU-ENG-101A,ENG,101,3,Graded,A,3.94
S000026,2025SU,WD-2025SU-MATH-171C,MATH,171,3,Graded,C+,2.29
S000026,2025SU,WD-2025SU-PHIL-140D,PHIL,140,3,Graded,B-,2.52
S000026,2025SU,WD-2025SU-ENVS-173A,ENVS,173,3,Graded,C+,2.29
S000026,2025SU,WD-2025SU-PSYC-154B,PSYC,154,3,Graded,C+,2.35
S000026,2025SU,WD-2025SU-HIST-189D,HIST,189,3,Graded,C+,2.39
S000027,2025SU,WD-2025SU-AMST-173C,AMST,173,3,Graded,A-,3.62
S000027,2025SU,WD-2025SU-HSSP-156D,HSSP,156,3,Graded,A-,3.59
S000027,2025SU,WD-2025SU-MATH-139D,MATH,139,3,Graded,A-,3.73
S000027,2025SU,WD-2025SU-MATH-150C,MATH,150,4,Graded,B+,3.4
S000029,2025SU,WD-2025SU-PHIL-150C,PHIL,150,3,Graded,B-,2.81
S000029,2025SU,WD-2025SU-ENVS-108A,ENVS,108,3,Graded,B-,2.68
S000029,2025SU,WD-2025SU-PHIL-147C,PHIL,147,3,Graded,B,2.87
S000029,2025SU,WD-2025SU-ENVS-182B,ENVS,182,3,Graded,B-,2.75
S000029,2025SU,WD-2025SU-BUS-153D,BUS,153,3,Graded,B-,2.8
S000030,2025SU,WD-2025SU-ANTH-146D,ANTH,146,3,Graded,F,0.0
S000030,2025SU,WD-2025SU-PHIL-121C,PHIL,121,3,Graded,F,0.08
S000030,2025SU,WD-2025SU-MATH-158A,MATH,158,3,Graded,F,0.0
S000030,2025SU,WD-2025SU-COSI-140A,COSI,140,3,Graded,F,0.0
S000031,2025SU,WD-2025SU-CHEM-129A,CHEM,129,3,Graded,A-,3.72
S000031,2025SU,WD-2025SU-PHIL-187B,PHIL,187,3,Graded,A-,3.71
S000031,2025SU,WD-2025SU-BUS-162C,BUS,162,3,Graded,A-,3.7
S000032,2025SU,WD-2025SU-ECON-135C,ECON,135,3,Graded,B+,3.37
S000032,2025SU,WD-2025SU-ECON-121A,ECON,121,3,Graded,B+,3.26
S000033,2025SU,WD-2025SU-PHIL-115C,PHIL,115,3,Graded,B-,2.71
S000033,2025SU,WD-2025SU-CHEM-106A,CHEM,106,3,Graded,B-,2.73
S000033,2025SU,WD-2025SU-NEUR-129D,NEUR,129,3,Graded,B-,2.84
S000033,2025SU,WD-2025SU-COSI-132B,COSI,132,3,Graded,B,2.93
S000033,2025SU,WD-2025SU-ENG-155B,ENG,155,3,Graded,B,2.87
S000034,2025SU,WD-2025SU-AMST-192D,AMST,192,3,Graded,B-,2.64
S000034,2025SU,WD-2025SU-CHEM-159C,CHEM,159,3,Graded,B-,2.71
S000034,2025SU,WD-2025SU-ENG-118D,ENG,118,3,Graded,B-,2.76
S000034,2025SU,WD-2025SU-PSYC-122B,PSYC,122,4,Graded,B-,2.82
S000035,2025SU,WD-2025SU-BIOL-168D,BIOL,168,3,Graded,B,3.06
S000036,2025SU,WD-2025SU-AMST-145C,AMST,145,3,Graded,D,1.22
S000036,2025SU,WD-2025SU-ANTH-112A,ANTH,112,4,Graded,D,1.3
S000037,2025SU,WD-2025SU-HSSP-141A,HSSP,141,4,Graded,B,2.96
S000037,2025SU,WD-2025SU-ENVS-156B,ENVS,156,3,Graded,B-,2.82
S000037,2025SU,WD-2025SU-BIOL-191C,BIOL,191,3,Graded,B,3.06
S000037,2025SU,WD-2025SU-POL-143A,POL,143,4,Graded,B-,2.72
S000037,2025SU,WD-2025SU-HSSP-101A,HSSP,101,4,Graded,B,2.85
S000039,2025SU,WD-2025SU-COSI-136A,COSI,136,4,Graded,B,3.08
S000039,2025SU,WD-2025SU-BUS-125D,BUS,125,3,Graded,B,3.02
S000039,2025SU,WD-2025SU-CHEM-172A,CHEM,172,3,Graded,B,3.07
S000039,2025SU,WD-2025SU-NEUR-142B,NEUR,142,3,Graded,B,3.19
S000041,2025SU,WD-2025SU-CHEM-193A,CHEM,193,3,Graded,F,0.85
S000041,2025SU,WD-2025SU-AMST-172D,AMST,172,3,Graded,F,0.96
S000041,2025SU,WD-2025SU-CHEM-130D,CHEM,130,3,Graded,F,0.97
S000041,2025SU,WD-2025SU-ENG-128C,ENG,128,3,Graded,F,0.98
S000042,2025SU,WD-2025SU-NEUR-147B,NEUR,147,3,Graded,A-,3.72
S000042,2025SU,WD-2025SU-ENVS-140B,ENVS,140,3,Graded,B+,3.28
S000042,2025SU,WD-2025SU-NEUR-185B,NEUR,185,4,Graded,A-,3.66
S000042,2025SU,WD-2025SU-CHEM-122C,CHEM,122,3,Graded,A-,3.74
S000043,2025SU,WD-2025SU-BUS-151D,BUS,151,3,Graded,B+,3.43
S000043,2025SU,WD-2025SU-AMST-168B,AMST,168,3,Graded,B+,3.25
S000043,2025SU,WD-2025SU-HSSP-139C,HSSP,139,3,Graded,B,3.12
S000044,2025SU,WD-2025SU-ECON-169A,ECON,169,4,Graded,F,0.81
S000044,2025SU,WD-2025SU-COSI-148C,COSI,148,3,Graded,F,0.86
S000044,2025SU,WD-2025SU-BUS-171B,BUS,171,4,Graded,F,0.8
S000046,2025SU,WD-2025SU-BIOL-143C,BIOL,143,3,Graded,A-,3.61
S000046,2025SU,WD-2025SU-AMST-108D,AMST,108,3,Graded,A-,3.78
S000046,2025SU,WD-2025SU-CHEM-132A,CHEM,132,3,Graded,A,3.86
S000046,2025SU,WD-2025SU-MATH-167A,MATH,167,3,Graded,A-,3.57
S000048,2025SU,WD-2025SU-AMST-140A,AMST,140,3,Graded,B-,2.58
S000048,2025SU,WD-2025SU-HSSP-106D,HSSP,106,3,Graded,C+,2.42
S000048,2025SU,WD-2025SU-POL-142D,POL,142,3,Graded,B-,2.69
S000048,2025SU,WD-2025SU-ENG-196D,ENG,196,3,Graded,B-,2.83
S000048,2025SU,WD-2025SU-HIST-165B,HIST,165,3,Graded,C+,2.43
S000049,2025SU,WD-2025SU-BUS-187A,BUS,187,3,Graded,B,3.08
S000049,2025SU,WD-2025SU-CHEM-164C,CHEM,164,3,Graded,B,3.07
S000049,2025SU,WD-2025SU-ENG-100B,ENG,100,3,Graded,B+,3.3
S000049,2025SU,WD-2025SU-HIST-190D,HIST,190,3,Graded,B+,3.33
S000050,2025SU,WD-2025SU-ENVS-140B,ENVS,140,4,Graded,A,4.0
S000050,2025SU,WD-2025SU-HIST-144B,HIST,144,3,Graded,A,3.94
S000050,2025SU,WD-2025SU-HIST-158C,HIST,158,3,Graded,A,4.0
S000050,2025SU,WD-2025SU-BIOL-153C,BIOL,153,3,Graded,A,4.0
S000051,2025SU,WD-2025SU-HIST-194B,HIST,194,3,Graded,B-,2.76
S000051,2025SU,WD-2025SU-CHEM-115A,CHEM,115,3,Graded,B-,2.65
S000052,2025SU,WD-2025SU-HIST-160D,HIST,160,3,Graded,A-,3.74
S000052,2025SU,WD-2025SU-PHIL-197A,PHIL,197,3,Graded,A-,3.56
S000052,2025SU,WD-2025SU-ENG-182C,ENG,182,3,Graded,A-,3.75
S000052,2025SU,WD-2025SU-CHEM-151C,CHEM,151,4,Graded,A-,3.75
S000053,2025SU,WD-2025SU-ECON-170A,ECON,170,3,Graded,A-,3.76
S000053,2025SU,WD-2025SU-PSYC-182D,PSYC,182,3,Graded,A-,3.75
S000053,2025SU,WD-2025SU-BUS-102C,BUS,102,3,Graded,A,3.89
S000053,2025SU,WD-2025SU-CHEM-122A,CHEM,122,3,Graded,A-,3.83
S000053,2025SU,WD-2025SU-AMST-189A,AMST,189,3,Graded,A,3.85
S000054,2025SU,WD-2025SU-ECON-126A,ECON,126,3,Graded,A-,3.74
S000054,2025SU,WD-2025SU-HIST-199D,HIST,199,4,Graded,A-,3.78
S000054,2025SU,WD-2025SU-COSI-165A,COSI,165,3,Graded,A-,3.84
S000054,2025SU,WD-2025SU-POL-124D,POL,124,4,Graded,A-,3.67
S000055,2025SU,WD-2025SU-HIST-133C,HIST,133,3,Graded,B-,2.74
S000055,2025SU,WD-2025SU-BUS-158C,BUS,158,3,Graded,B-,2.59
S000055,2025SU,WD-2025SU-MATH-131A,MATH,131,3,Graded,B-,2.7
S000055,2025SU,WD-2025SU-PHIL-192D,PHIL,192,3,Graded,B-,2.62
S000055,2025SU,WD-2025SU-PSYC-132B,PSYC,132,3,Graded,C+,2.45
S000056,2025SU,WD-2025SU-HSSP-161C,HSSP,161,3,Graded,A,3.88
S000056,2025SU,WD-2025SU-ENVS-185C,ENVS,185,3,Graded,A-,3.78
S000056,2025SU,WD-2025SU-ENVS-180C,ENVS,180,3,Graded,A,4.0
S000056,2025SU,WD-2025SU-NEUR-170D,NEUR,170,3,Graded,A,3.85
S000057,2025SU,WD-2025SU-NEUR-117C,NEUR,117,3,Graded,B,3.09
S000057,2025SU,WD-2025SU-BIOL-195A,BIOL,195,3,Graded,B,2.99
S000057,2025SU,WD-2025SU-BIOL-112D,BIOL,112,3,Graded,B-,2.84
S000059,2025SU,WD-2025SU-HIST-122C,HIST,122,3,Graded,A-,3.79
S000060,2025SU,WD-2025SU-HSSP-150D,HSSP,150,4,Graded,A,3.96
S000060,2025SU,WD-2025SU-CHEM-123B,CHEM,123,3,Graded,A,4.0
S000060,2025SU,WD-2025SU-PHIL-104B,PHIL,104,3,Graded,A,4.0
S000061,2025SU,WD-2025SU-HIST-153C,HIST,153,3,Graded,B+,3.33
S000061,2025SU,WD-2025SU-ENVS-137B,ENVS,137,4,Graded,B+,3.29
S000061,2025SU,WD-2025SU-HSSP-130C,HSSP,130,3,Graded,B,3.06
S000062,2025SU,WD-2025SU-CHEM-179C,CHEM,179,3,Graded,B-,2.69
S000062,2025SU,WD-2025SU-AMST-125B,AMST,125,3,Graded,B,3.01
S000062,2025SU,WD-2025SU-AMST-106B,AMST,106,3,Graded,B-,2.64
S000062,2025SU,WD-2025SU-ENVS-147A,ENVS,147,3,Graded,B-,2.62
S000063,2025SU,WD-2025SU-POL-156B,POL,156,3,Graded,B-,2.6
S000063,2025SU,WD-2025SU-AMST-188C,AMST,188,3,Graded,B-,2.69
S000063,2025SU,WD-2025SU-BIOL-172A,BIOL,172,3,Graded,B-,2.64
S000063,2025SU,WD-2025SU-ECON-163A,ECON,163,3,Graded,B-,2.76
S000064,2025SU,WD-2025SU-PSYC-194B,PSYC,194,4,Graded,D,1.45
S000064,2025SU,WD-2025SU-ENG-154D,ENG,154,3,Graded,C-,1.66
S000064,2025SU,WD-2025SU-PHIL-149C,PHIL,149,4,Graded,C-,1.52
S000064,2025SU,WD-2025SU-MATH-132D,MATH,132,3,Graded,C-,1.66
S000064,2025SU,WD-2025SU-HIST-181B,HIST,181,3,Graded,C-,1.5
S000065,2025SU,WD-2025SU-HSSP-110A,HSSP,110,3,Graded,B+,3.25
S000065,2025SU,WD-2025SU-ENG-168D,ENG,168,3,Graded,B+,3.37
S000065,2025SU,WD-2025SU-PHIL-167B,PHIL,167,3,Graded,B,3.1
S000065,2025SU,WD-2025SU-MATH-132A,MATH,132,3,Graded,B+,3.35
S000065,2025SU,WD-2025SU-CHEM-169A,CHEM,169,3,Graded,B+,3.26
S000065,2025SU,WD-2025SU-HIST-152D,HIST,152,3,Graded,B+,3.32
S000066,2025SU,WD-2025SU-ANTH-120C,ANTH,120,3,Graded,A-,3.76
S000066,2025SU,WD-2025SU-ECON-165C,ECON,165,3,Graded,A-,3.84
S000066,2025SU,WD-2025SU-COSI-185C,COSI,185,3,Graded,A-,3.67
S000068,2025SU,WD-2025SU-HIST-191A,HIST,191,4,Graded,B,3.16
S000068,2025SU,WD-2025SU-MATH-173C,MATH,173,4,Graded,B,3.01
S000068,2025SU,WD-2025SU-ANTH-171B,ANTH,171,3,Graded,B,3.11
S000069,2025SU,WD-2025SU-PHIL-192B,PHIL,192,3,Graded,B-,2.74
S000069,2025SU,WD-2025SU-ENVS-175C,ENVS,175,4,Graded,C+,2.43
S000069,2025SU,WD-2025SU-ENVS-111B,ENVS,111,3,Graded,C+,2.27
S000069,2025SU,WD-2025SU-AMST-183A,AMST,183,3,Graded,C+,2.32
S000070,2025SU,WD-2025SU-PSYC-151D,PSYC,151,3,Graded,B,3.15
S000070,2025SU,WD-2025SU-ENG-184C,ENG,184,3,Graded,B,3.16
S000070,2025SU,WD-2025SU-HSSP-120C,HSSP,120,3,Graded,B,2.97
S000070,2025SU,WD-2025SU-ECON-183A,ECON,183,3,Graded,B,3.05
S000070,2025SU,WD-2025SU-ANTH-135C,ANTH,135,3,Graded,B+,3.38
S000071,2025SU,WD-2025SU-ECON-157A,ECON,157,3,Graded,D,1.44
S000071,2025SU,WD-2025SU-PHIL-118B,PHIL,118,3,Graded,D,1.22
S000071,2025SU,WD-2025SU-ENVS-142D,ENVS,142,3,Graded,D,1.25
S000071,2025SU,WD-2025SU-ANTH-144D,ANTH,144,3,Graded,D,1.24
S000071,2025SU,WD-2025SU-ENG-116D,ENG,116,4,Graded,D,1.41
S000072,2025SU,WD-2025SU-HSSP-160B,HSSP,160,3,Graded,D,1.48
S000073,2025SU,WD-2025SU-ENG-171B,ENG,171,3,Graded,D,1.1
S000073,2025SU,WD-2025SU-BIOL-125D,BIOL,125,3,Graded,D,1.29
S000073,2025SU,WD-2025SU-HIST-106A,HIST,106,4,Graded,D,1.32
S000073,2025SU,WD-2025SU-PHIL-103A,PHIL,103,3,Graded,D,1.02
S000075,2025SU,WD-2025SU-POL-157C,POL,157,3,Graded,A,3.93
S000075,2025SU,WD-2025SU-HIST-122B,HIST,122,4,Graded,A,3.89
S000075,2025SU,WD-2025SU-MATH-130A,MATH,130,3,Graded,A-,3.79
S000075,2025SU,WD-2025SU-CHEM-155A,CHEM,155,3,Graded,A,3.98
S000075,2025SU,WD-2025SU-PSYC-178A,PSYC,178,3,Graded,A,4.0
S000076,2025SU,WD-2025SU-NEUR-195D,NEUR,195,3,Graded,B,3.16
S000076,2025SU,WD-2025SU-NEUR-125C,NEUR,125,3,Graded,B+,3.25
S000076,2025SU,WD-2025SU-BUS-170B,BUS,170,3,Graded,B+,3.25
S000076,2025SU,WD-2025SU-BIOL-106D,BIOL,106,3,Graded,B+,3.49
S000077,2025SU,WD-2025SU-NEUR-115D,NEUR,115,3,Graded,F,0.01
S000077,2025SU,WD-2025SU-ECON-158D,ECON,158,3,Graded,F,0.03
S000077,2025SU,WD-2025SU-CHEM-124C,CHEM,124,3,Graded,F,0.16
S000078,2025SU,WD-2025SU-PHIL-152B,PHIL,152,3,Graded,A-,3.73
S000078,2025SU,WD-2025SU-ENG-156C,ENG,156,3,Graded,A,3.87
S000078,2025SU,WD-2025SU-HIST-167A,HIST,167,3,Graded,A-,3.73
S000078,2025SU,WD-2025SU-HSSP-122B,HSSP,122,3,Graded,A-,3.76
S000078,2025SU,WD-2025SU-COSI-196D,COSI,196,3,Graded,A-,3.69
S000080,2025SU,WD-2025SU-POL-139D,POL,139,3,Graded,C-,1.59
S000081,2025SU,WD-2025SU-POL-100A,POL,100,3,Graded,B-,2.76
S000081,2025SU,WD-2025SU-HIST-103D,HIST,103,3,Graded,B-,2.74
S000081,2025SU,WD-2025SU-HSSP-116C,HSSP,116,3,Graded,B,2.9
S000081,2025SU,WD-2025SU-ENG-126C,ENG,126,4,Graded,B-,2.82
S000082,2025SU,WD-2025SU-HSSP-134D,HSSP,134,3,Graded,C-,1.68
S000082,2025SU,WD-2025SU-ENVS-157A,ENVS,157,3,Graded,C-,1.78
S000082,2025SU,WD-2025SU-HSSP-133D,HSSP,133,3,Graded,C-,1.55
S000082,2025SU,WD-2025SU-NEUR-128D,NEUR,128,3,Graded,C-,1.68
S000083,2025SU,WD-2025SU-HIST-155C,HIST,155,3,Graded,B+,3.48
S000083,2025SU,WD-2025SU-COSI-177A,COSI,177,4,Graded,A-,3.59
S000083,2025SU,WD-2025SU-BUS-117A,BUS,117,4,Graded,B+,3.35
S000084,2025SU,WD-2025SU-ENG-129A,ENG,129,3,Graded,B-,2.83
S000084,2025SU,WD-2025SU-MATH-111C,MATH,111,3,Graded,B-,2.6
S000084,2025SU,WD-2025SU-NEUR-156A,NEUR,156,3,Graded,B-,2.67
S000084,2025SU,WD-2025SU-ECON-181B,ECON,181,4,Graded,B-,2.84
S000085,2025SU,WD-2025SU-ENVS-140D,ENVS,140,3,Graded,B+,3.26
S000085,2025SU,WD-2025SU-ANTH-126D,ANTH,126,3,Graded,B+,3.31
S000085,2025SU,WD-2025SU-COSI-103B,COSI,103,3,Graded,B+,3.29
S000085,2025SU,WD-2025SU-ECON-182B,ECON,182,3,Graded,A-,3.53
S000085,2025SU,WD-2025SU-BIOL-111D,BIOL,111,3,Graded,B+,3.39
S000085,2025SU,WD-2025SU-BIOL-134B,BIOL,134,3,Graded,B+,3.31
S000087,2025SU,WD-2025SU-POL-106B,POL,106,4,Graded,A,3.86
S000087,2025SU,WD-2025SU-BIOL-147A,BIOL,147,3,Graded,A-,3.81
S000087,2025SU,WD-2025SU-CHEM-176B,CHEM,176,3,Graded,A-,3.82
S000088,2025SU,WD-2025SU-ENVS-176A,ENVS,176,3,Graded,A,3.94
S000088,2025SU,WD-2025SU-ENVS-196A,ENVS,196,3,Graded,A,3.86
S000088,2025SU,WD-2025SU-MATH-164D,MATH,164,4,Graded,A,3.88
S000088,2025SU,WD-2025SU-AMST-153D,AMST,153,3,Graded,A,4.0
S000088,2025SU,WD-2025SU-POL-147B,POL,147,4,Graded,A,4.0
S000089,2025SU,WD-2025SU-MATH-137A,MATH,137,3,Graded,A-,3.67
S000089,2025SU,WD-2025SU-PHIL-159B,PHIL,159,4,Graded,A-,3.74
S000090,2025SU,WD-2025SU-AMST-130B,AMST,130,3,Graded,C,1.87
S000090,2025SU,WD-2025SU-ENVS-136C,ENVS,136,3,Graded,C,1.88
S000090,2025SU,WD-2025SU-COSI-117B,COSI,117,3,Graded,C-,1.71
S000090,2025SU,WD-2025SU-NEUR-106D,NEUR,106,3,Graded,C,2.03
S000091,2025SU,WD-2025SU-COSI-199B,COSI,199,3,Graded,B+,3.25
S000091,2025SU,WD-2025SU-ENG-181C,ENG,181,3,Graded,B+,3.36
S000092,2025SU,WD-2025SU-HIST-181D,HIST,181,3,Graded,F,0.35
S000092,2025SU,WD-2025SU-CHEM-115B,CHEM,115,3,Graded,F,0.47
S000092,2025SU,WD-2025SU-ENG-196B,ENG,196,3,Graded,F,0.13
S000092,2025SU,WD-2025SU-BUS-109C,BUS,109,3,Graded,F,0.22
S000093,2025SU,WD-2025SU-AMST-169C,AMST,169,3,Graded,B,3.09
S000093,2025SU,WD-2025SU-BIOL-189B,BIOL,189,3,Graded,B,3.1
S000093,2025SU,WD-2025SU-POL-130C,POL,130,3,Graded,B,3.04
S000093,2025SU,WD-2025SU-CHEM-101B,CHEM,101,3,Graded,B,3.01
S000094,2025SU,WD-2025SU-ENVS-106D,ENVS,106,3,Graded,A,3.93
S000094,2025SU,WD-2025SU-AMST-117D,AMST,117,3,Graded,A,3.91
S000094,2025SU,WD-2025SU-NEUR-199C,NEUR,199,4,Graded,A,3.89
S000094,2025SU,WD-2025SU-MATH-185D,MATH,185,3,Graded,A-,3.8
S000095,2025SU,WD-2025SU-AMST-182A,AMST,182,4,Graded,A-,3.75
S000095,2025SU,WD-2025SU-NEUR-185D,NEUR,185,4,Graded,A-,3.72
S000095,2025SU,WD-2025SU-HSSP-152D,HSSP,152,4,Graded,A,3.91
S000095,2025SU,WD-2025SU-ANTH-121D,ANTH,121,4,Graded,A-,3.67
S000096,2025SU,WD-2025SU-HIST-176B,HIST,176,3,Graded,F,0.49
S000096,2025SU,WD-2025SU-NEUR-128D,NEUR,128,3,Graded,F,0.88
S000096,2025SU,WD-2025SU-PSYC-101D,PSYC,101,4,Graded,F,0.62
S000096,2025SU,WD-2025SU-BIOL-163B,BIOL,163,4,Graded,F,0.56
S000097,2025SU,WD-2025SU-HSSP-107D,HSSP,107,3,Graded,A-,3.8
S000097,2025SU,WD-2025SU-HIST-114C,HIST,114,3,Graded,A,3.9
S000097,2025SU,WD-2025SU-POL-128A,POL,128,4,Graded,A,4.0
S000097,2025SU,WD-2025SU-ANTH-183A,ANTH,183,3,Graded,A,3.87
S000097,2025SU,WD-2025SU-ENG-186C,ENG,186,3,Graded,A-,3.82
S000099,2025SU,WD-2025SU-ECON-129B,ECON,129,4,Graded,C,1.93
S000099,2025SU,WD-2025SU-HSSP-114D,HSSP,114,3,Graded,C-,1.81
S000099,2025SU,WD-2025SU-POL-110D,POL,110,3,Graded,C,2.14
S000100,2025SU,WD-2025SU-BUS-118D,BUS,118,3,Graded,B+,3.24
S000100,2025SU,WD-2025SU-MATH-125C,MATH,125,3,Graded,B+,3.27
S000100,2025SU,WD-2025SU-AMST-115C,AMST,115,3,Graded,B+,3.27
S000100,2025SU,WD-2025SU-BUS-169C,BUS,169,3,Graded,B+,3.28
S000100,2025SU,WD-2025SU-BIOL-132A,BIOL,132,3,Graded,B+,3.41
S000102,2025SU,WD-2025SU-PHIL-177C,PHIL,177,3,Graded,A-,3.65
S000102,2025SU,WD-2025SU-MATH-158C,MATH,158,3,Graded,A-,3.68
S000102,2025SU,WD-2025SU-HIST-102C,HIST,102,3,Graded,A-,3.7
