moodle_user_key,term_code,course_shells,login_count,page_views,assignments_submitted,forum_posts,quiz_attempts,last_activity_date,lms_platform
mdl_s000188,2024SU,6,40,3292,24,6,21,2024-07-25,Moodle
mdl_s000190,2024SU,4,98,1551,56,11,0,2024-07-23,Moodle
mdl_s000191,2024SU,4,83,1527,40,33,1,2024-07-10,Moodle
mdl_s000192,2024SU,5,81,581,23,13,17,2024-07-27,Moodle
mdl_s000193,2024SU,3,71,1839,37,30,23,2024-07-26,Moodle
mdl_s000194,2024SU,3,11,2816,51,24,5,2024-07-26,Moodle
mdl_s000195,2024SU,4,43,886,31,3,4,2024-07-18,Moodle
mdl_s000196,2024SU,5,91,1839,53,8,24,2024-07-12,Moodle
mdl_s000197,2024SU,6,57,110,29,7,10,2024-07-26,Moodle
mdl_s000198,2024SU,3,76,2512,0,14,16,2024-07-04,Moodle
mdl_s000201,2024SU,6,63,3059,33,10,18,2024-07-28,Moodle
mdl_s000203,2024SU,4,114,3863,49,33,7,2024-07-25,Moodle
mdl_s000204,2024SU,4,94,4094,32,28,21,2024-07-07,Moodle
mdl_s000205,2024SU,4,89,1303,57,21,17,2024-07-19,Moodle
mdl_s000206,2024SU,6,21,2283,20,27,4,2024-07-23,Moodle
mdl_s000209,2024SU,5,42,3140,43,33,5,2024-07-26,Moodle
mdl_s000210,2024SU,6,62,3572,58,27,12,2024-07-27,Moodle
mdl_s000212,2024SU,3,122,1118,1,30,22,2024-07-10,Moodle
mdl_s000213,2024SU,3,88,95,59,4,2,2024-07-27,Moodle
mdl_s000214,2024SU,4,61,3269,50,2,12,2024-07-15,Moodle
mdl_s000215,2024SU,6,67,2570,9,10,8,2024-07-17,Moodle
mdl_s000216,2024SU,5,37,2043,9,7,10,2024-07-20,Moodle
mdl_s000218,2024SU,4,40,649,23,21,23,2024-07-14,Moodle
mdl_s000220,2024SU,3,69,1995,53,33,11,2024-07-04,Moodle
mdl_s000221,2024SU,4,135,1140,17,33,15,2024-07-22,Moodle
mdl_s000224,2024SU,3,77,3023,52,30,18,2024-07-08,Moodle
mdl_s000226,2024SU,4,66,3298,17,6,2,2024-07-13,Moodle
mdl_s000227,2024SU,6,74,1757,7,32,23,2024-07-16,Moodle
mdl_s000229,2024SU,3,46,1990,42,7,0,2024-07-28,Moodle
mdl_s000230,2024SU,6,92,2540,63,15,8,2024-07-11,Moodle
mdl_s000354,2024SU,6,107,341,33,34,0,2024-07-21,Moodle
mdl_s000233,2024SU,3,67,1848,21,18,16,2024-07-12,Moodle
mdl_s000234,2024SU,4,87,821,45,4,18,2024-07-10,Moodle
mdl_s000235,2024SU,6,22,386,7,24,7,2024-07-17,Moodle
mdl_s000236,2024SU,5,103,691,9,32,12,2024-07-03,Moodle
mdl_s000237,2024SU,6,16,3854,41,9,20,2024-07-18,Moodle
mdl_s000238,2024SU,4,69,3958,42,27,14,2024-07-22,Moodle
mdl_s000239,2024SU,3,104,2421,45,15,24,2024-07-27,Moodle
mdl_s000241,2024SU,3,81,1697,17,11,22,2024-07-19,Moodle
mdl_s000242,2024SU,5,8,2619,21,2,2,2024-07-25,Moodle
mdl_s000243,2024SU,5,75,1582,51,6,2,2024-07-03,Moodle
mdl_s000244,2024SU,4,28,2768,51,13,3,2024-07-11,Moodle
mdl_s000245,2024SU,3,109,4148,64,27,19,2024-07-19,Moodle
mdl_s000246,2024SU,5,53,3025,40,10,19,2024-07-27,Moodle
mdl_s000247,2024SU,5,52,2051,63,28,20,2024-07-09,Moodle
mdl_s000250,2024SU,4,133,498,50,9,24,2024-07-03,Moodle
mdl_s000251,2024SU,6,99,2758,45,35,21,2024-07-25,Moodle
mdl_s000252,2024SU,3,48,1621,45,19,24,2024-07-26,Moodle
mdl_s000253,2024SU,4,67,1418,7,26,10,2024-07-03,Moodle
mdl_s000254,2024SU,4,35,1146,62,35,20,2024-07-21,Moodle
mdl_s000256,2024SU,6,82,2227,48,28,15,2024-07-27,Moodle
mdl_s000258,2024SU,5,88,3927,44,34,9,2024-07-25,Moodle
mdl_s000259,2024SU,5,50,4070,11,30,16,2024-07-19,Moodle
mdl_s000260,2024SU,3,15,2115,26,18,20,2024-07-04,Moodle
mdl_s000263,2024SU,3,8,2386,52,20,16,2024-07-13,Moodle
mdl_s000264,2024SU,4,45,2003,29,1,9,2024-07-20,Moodle
mdl_s000265,2024SU,4,31,1667,4,11,1,2024-07-25,Moodle
mdl_s000266,2024SU,4,134,2089,0,8,23,2024-07-10,Moodle
mdl_s000267,2024SU,5,124,2554,31,33,18,2024-07-19,Moodle
mdl_s000269,2024SU,4,37,1120,43,21,16,2024-07-02,Moodle
mdl_s000270,2024SU,6,140,1753,37,21,13,2024-07-09,Moodle
mdl_s000273,2024SU,3,11,385,26,17,10,2024-07-12,Moodle
mdl_s000274,2024SU,6,85,3571,35,21,4,2024-07-26,Moodle
mdl_s000277,2024SU,4,32,1014,27,18,4,2024-07-06,Moodle
mdl_s000280,2024SU,4,73,1601,54,7,17,2024-07-09,Moodle
mdl_s000281,2024SU,6,45,3005,40,17,3,2024-07-04,Moodle
mdl_s000282,2024SU,5,51,819,23,5,22,2024-07-19,Moodle
mdl_s000283,2024SU,3,43,3511,37,16,11,2024-07-10,Moodle
mdl_s000284,2024SU,3,110,3035,46,9,9,2024-07-06,Moodle
mdl_s000285,2024SU,4,25,3701,14,1,2,2024-07-09,Moodle
mdl_s000286,2024SU,6,59,2071,15,23,14,2024-07-17,Moodle
mdl_s000287,2024SU,3,56,2732,43,27,16,2024-07-16,Moodle
mdl_s000289,2024SU,6,11,1984,50,24,15,2024-07-19,Moodle
mdl_s000292,2024SU,5,133,426,30,25,8,2024-07-19,Moodle
mdl_s000293,2024SU,4,54,3731,33,6,7,2024-07-15,Moodle
mdl_s000295,2024SU,5,71,4032,64,4,3,2024-07-01,Moodle
mdl_s000296,2024SU,6,26,964,16,26,18,2024-07-18,Moodle
mdl_s000298,2024SU,6,42,2707,42,28,2,2024-07-14,Moodle
mdl_s000299,2024SU,5,121,1597,15,13,2,2024-07-16,Moodle
mdl_s000301,2024SU,6,19,739,50,7,15,2024-07-14,Moodle
mdl_s000302,2024SU,4,9,923,22,25,3,2024-07-16,Moodle
mdl_s000304,2024SU,4,72,3056,37,7,19,2024-07-04,Moodle
mdl_s000305,2024SU,5,67,3356,49,6,5,2024-07-14,Moodle
mdl_s000306,2024SU,6,125,4191,61,12,10,2024-07-01,Moodle
mdl_s000307,2024SU,5,85,2128,29,17,24,2024-07-11,Moodle
mdl_s000308,2024SU,4,68,330,43,24,17,2024-07-05,Moodle
mdl_s000309,2024SU,5,102,2029,63,21,16,2024-07-18,Moodle
mdl_s000310,2024SU,4,107,2012,56,3,20,2024-07-17,Moodle
mdl_s000314,2024SU,4,25,646,62,9,3,2024-07-18,Moodle
mdl_s000315,2024SU,5,133,3657,21,8,22,2024-07-23,Moodle
mdl_s000316,2024SU,4,34,1613,65,9,24,2024-07-03,Moodle
mdl_s000370,2024SU,4,119,1047,22,4,25,2024-07-08,Moodle
mdl_s000323,2024SU,6,94,1943,52,20,25,2024-07-11,Moodle
mdl_s000324,2024SU,6,64,2973,25,23,13,2024-07-18,Moodle
mdl_s000325,2024SU,3,16,1677,29,26,6,2024-07-21,Moodle
mdl_s000327,2024SU,3,119,1277,11,6,11,2024-07-05,Moodle
mdl_s000331,2024SU,6,57,2071,10,27,2,2024-07-13,Moodle
mdl_s000332,2024SU,4,124,3367,20,33,14,2024-07-02,Moodle
mdl_s000333,2024SU,6,58,1399,65,5,14,2024-07-28,Moodle
mdl_s000334,2024SU,5,120,2646,2,22,16,2024-07-04,Moodle
mdl_s000337,2024SU,3,83,1614,56,35,11,2024-07-11,Moodle
mdl_s000339,2024SU,4,43,750,30,22,19,2024-07-21,Moodle
mdl_s000341,2024SU,4,87,2357,7,35,14,2024-07-07,Moodle
mdl_s000342,2024SU,6,95,1794,45,17,15,2024-07-06,Moodle
mdl_s000343,2024SU,3,96,1205,49,13,14,2024-07-26,Moodle
mdl_s000344,2024SU,4,75,609,57,7,17,2024-07-24,Moodle
mdl_s000345,2024SU,5,85,2209,31,8,3,2024-07-15,Moodle
mdl_s000346,2024SU,3,137,555,24,27,6,2024-07-14,Moodle
mdl_s000347,2024SU,6,90,1324,50,24,13,2024-07-24,Moodle
mdl_s000349,2024SU,5,29,1657,47,15,12,2024-07-27,Moodle
mdl_s000350,2024SU,6,95,2646,10,0,16,2024-07-08,Moodle
mdl_s000351,2024SU,3,60,1622,50,26,17,2024-07-14,Moodle
mdl_s000232,2024SU,5,104,2375,62,8,12,2024-07-21,Moodle
mdl_s000355,2024SU,3,38,221,55,30,14,2024-07-27,Moodle
mdl_s000357,2024SU,3,39,2242,55,26,16,2024-07-15,Moodle
mdl_s000359,2024SU,3,111,1207,16,24,10,2024-07-26,Moodle
mdl_s000360,2024SU,5,97,2446,4,7,2,2024-07-06,Moodle
mdl_s000362,2024SU,3,19,4130,47,34,2,2024-07-27,Moodle
mdl_s000363,2024SU,3,61,3660,49,34,20,2024-07-01,Moodle
mdl_s000364,2024SU,4,100,490,8,31,10,2024-07-05,Moodle
mdl_s000365,2024SU,4,34,1126,32,1,13,2024-07-24,Moodle
mdl_s000366,2024SU,3,29,3729,30,27,23,2024-07-02,Moodle
mdl_s000367,2024SU,5,18,702,20,14,13,2024-07-06,Moodle
mdl_s000368,2024SU,5,28,1317,22,6,22,2024-07-05,Moodle
mdl_s000369,2024SU,5,22,2092,1,20,14,2024-07-04,Moodle
mdl_s000321,2024SU,4,43,292,60,14,3,2024-07-22,Moodle
mdl_s000371,2024SU,5,120,2284,33,17,4,2024-07-11,Moodle
mdl_s000372,2024SU,5,35,3454,0,25,6,2024-07-20,Moodle
mdl_s000374,2024SU,4,14,2434,59,17,6,2024-07-24,Moodle
mdl_s000375,2024SU,4,124,3744,60,27,2,2024-07-13,Moodle
mdl_s000377,2024SU,6,67,3891,41,22,15,2024-07-18,Moodle
mdl_s000186,2024SU,4,125,3091,16,0,3,2024-07-11,Moodle
mdl_s000379,2024SU,5,28,3502,25,9,3,2024-07-22,Moodle
mdl_s000380,2024SU,6,109,4093,18,34,24,2024-07-06,Moodle
mdl_s000381,2024SU,4,33,1210,16,3,22,2024-07-15,Moodle
mdl_s000382,2024SU,5,19,1943,47,11,8,2024-07-28,Moodle
mdl_s000383,2024SU,6,135,975,34,20,7,2024-07-18,Moodle
mdl_s000384,2024SU,6,98,754,20,31,1,2024-07-26,Moodle
mdl_s000385,2024SU,6,136,544,31,35,2,2024-07-23,Moodle
mdl_s000387,2024SU,6,53,2567,64,30,21,2024-07-24,Moodle
mdl_s000388,2024SU,5,41,3501,38,29,7,2024-07-10,Moodle
mdl_s000390,2024SU,3,46,506,4,7,18,2024-07-13,Moodle
mdl_s000391,2024SU,3,96,1735,30,26,2,2024-07-18,Moodle
mdl_s000392,2024SU,4,24,2980,1,12,17,2024-07-15,Moodle
mdl_s000393,2024SU,6,31,1310,48,29,23,2024-07-11,Moodle
mdl_s000395,2024SU,4,39,2063,40,2,21,2024-07-16,Moodle
mdl_s000396,2024SU,4,49,3813,13,23,13,2024-07-11,Moodle
mdl_s000397,2024SU,6,139,4187,9,33,0,2024-07-24,Moodle
mdl_s000398,2024SU,3,11,2745,10,7,16,2024-07-03,Moodle
mdl_s000399,2024SU,6,117,3610,1,2,24,2024-07-04,Moodle
mdl_s000400,2024SU,5,117,3682,42,22,8,2024-07-27,Moodle
mdl_s000403,2024SU,6,15,4111,31,2,3,2024-07-12,Moodle
mdl_s000405,2024SU,6,17,1134,41,7,6,2024-07-06,Moodle
mdl_s000406,2024SU,5,126,644,0,17,17,2024-07-12,Moodle
mdl_s000407,2024SU,5,54,4058,40,17,8,2024-07-14,Moodle
mdl_s000408,2024SU,4,89,2172,22,6,1,2024-07-09,Moodle
mdl_s000409,2024SU,5,134,2756,21,14,0,2024-07-26,Moodle
mdl_s000410,2024SU,4,39,634,0,22,5,2024-07-11,Moodle
mdl_s000411,2024SU,3,106,2708,33,32,16,2024-07-26,Moodle
mdl_s000415,2024SU,5,72,1744,3,8,17,2024-07-06,Moodle
mdl_s000416,2024SU,3,28,589,37,24,15,2024-07-28,Moodle
mdl_s000417,2024SU,3,45,2227,59,7,22,2024-07-13,Moodle
mdl_s000418,2024SU,3,52,2871,23,15,25,2024-07-05,Moodle
mdl_s000419,2024SU,4,90,3666,43,19,25,2024-07-16,Moodle
mdl_s000420,2024SU,4,60,4084,56,14,25,2024-07-15,Moodle
mdl_s000421,2024SU,5,21,365,16,24,23,2024-07-05,Moodle
mdl_s000422,2024SU,5,120,3547,54,16,13,2024-07-24,Moodle
mdl_s000423,2024SU,3,29,1270,50,29,5,2024-07-27,Moodle
mdl_s000424,2024SU,3,85,1614,7,9,8,2024-07-04,Moodle
mdl_s000425,2024SU,5,57,2370,11,7,2,2024-07-02,Moodle
mdl_s000426,2024SU,4,30,2133,33,31,17,2024-07-06,Moodle
mdl_s000429,2024SU,6,53,1263,22,24,17,2024-07-13,Moodle
mdl_s000431,2024SU,3,41,1654,33,29,12,2024-07-11,Moodle
mdl_s000433,2024SU,4,55,4070,4,10,22,2024-07-04,Moodle
mdl_s000434,2024SU,3,84,894,48,2,13,2024-07-13,Moodle
mdl_s000437,2024SU,4,132,855,4,5,11,2024-07-22,Moodle
mdl_s000439,2024SU,5,102,611,36,23,21,2024-07-10,Moodle
mdl_s000440,2024SU,6,61,278,10,6,15,2024-07-10,Moodle
mdl_s000442,2024SU,3,36,3046,48,17,2,2024-07-25,Moodle
mdl_s000444,2024SU,6,53,3235,56,12,3,2024-07-09,Moodle
mdl_s000445,2024SU,5,113,723,51,21,17,2024-07-08,Moodle
mdl_s000447,2024SU,6,125,3672,10,18,9,2024-07-21,Moodle
mdl_s000449,2024SU,4,60,487,16,15,6,2024-07-02,Moodle
mdl_s000450,2024SU,3,15,389,37,4,15,2024-07-07,Moodle
mdl_s000451,2024SU,3,95,2343,44,7,11,2024-07-18,Moodle
mdl_s000452,2024SU,3,81,3853,52,35,4,2024-07-03,Moodle
mdl_s000453,2024SU,6,56,1994,50,14,11,2024-07-12,Moodle
mdl_s000454,2024SU,6,125,676,19,1,8,2024-07-19,Moodle
mdl_s000455,2024SU,4,42,2251,59,18,6,2024-07-28,Moodle
mdl_s000456,2024SU,6,66,1185,3,13,17,2024-07-02,Moodle
mdl_s000458,2024SU,6,38,674,15,19,0,2024-07-06,Moodle
mdl_s000459,2024SU,5,34,2144,30,19,19,2024-07-20,Moodle
mdl_s000460,2024SU,4,14,1572,30,19,12,2024-07-10,Moodle
mdl_s000461,2024SU,6,138,777,58,10,8,2024-07-05,Moodle
mdl_s000464,2024SU,6,57,2209,29,21,10,2024-07-26,Moodle
mdl_s000465,2024SU,6,83,2192,17,5,20,2024-07-01,Moodle
mdl_s000468,2024SU,6,9,2484,41,2,10,2024-07-11,Moodle
mdl_s000470,2024SU,6,65,2369,40,34,15,2024-07-25,Moodle
mdl_s000473,2024SU,5,10,1317,45,23,24,2024-07-16,Moodle
mdl_s000474,2024SU,3,70,1835,21,4,15,2024-07-23,Moodle
mdl_s000475,2024SU,3,67,2060,11,29,20,2024-07-11,Moodle
mdl_s000477,2024SU,3,80,3323,40,24,20,2024-07-21,Moodle
mdl_s000478,2024SU,6,127,165,11,20,8,2024-07-13,Moodle
mdl_s000006,2024SU,6,11,292,37,25,18,2024-07-15,Moodle
mdl_s000480,2024SU,4,64,2670,52,34,16,2024-07-18,Moodle
mdl_s000482,2024SU,4,119,2880,59,9,10,2024-07-02,Moodle
mdl_s000483,2024SU,3,105,3426,15,12,6,2024-07-27,Moodle
mdl_s000484,2024SU,6,8,165,21,15,14,2024-07-23,Moodle
mdl_s000485,2024SU,3,94,2962,32,16,12,2024-07-13,Moodle
mdl_s000486,2024SU,3,36,3921,16,10,2,2024-07-09,Moodle
mdl_s000487,2024SU,3,124,633,1,29,15,2024-07-07,Moodle
mdl_s000488,2024SU,5,12,590,62,6,6,2024-07-12,Moodle
mdl_s000489,2024SU,4,63,2217,31,6,14,2024-07-23,Moodle
mdl_s000491,2024SU,3,79,4002,63,15,18,2024-07-20,Moodle
mdl_s000492,2024SU,4,8,2880,61,26,1,2024-07-24,Moodle
mdl_s000494,2024SU,4,51,2320,9,31,20,2024-07-06,Moodle
mdl_s000495,2024SU,5,72,1425,52,27,9,2024-07-10,Moodle
mdl_s000496,2024SU,5,133,664,5,19,14,2024-07-21,Moodle
mdl_s000497,2024SU,6,74,2730,40,28,23,2024-07-07,Moodle
mdl_s000498,2024SU,3,74,3436,27,26,10,2024-07-07,Moodle
mdl_s000499,2024SU,5,106,1821,57,16,5,2024-07-07,Moodle
