student_id,term_code,workday_course_section_id,subject,catalog_number,credits,grading_basis,letter_grade,grade_points
S000039,2024SU,WD-2024SU-ENVS-166D,ENVS,166,3,Graded,B+,3.44
S000039,2024SU,WD-2024SU-CHEM-156C,CHEM,156,3,Graded,B+,3.36
S000040,2024SU,WD-2024SU-HSSP-182C,HSSP,182,3,Graded,B,3.15
S000040,2024SU,WD-2024SU-ANTH-127D,ANTH,127,4,Graded,B,2.94
S000040,2024SU,WD-2024SU-COSI-123D,COSI,123,3,Graded,B,3.08
S000040,2024SU,WD-2024SU-COSI-197D,COSI,197,3,Graded,B,3.07
S000041,2024SU,WD-2024SU-POL-185B,POL,185,3,Graded,D,1.04
S000041,2024SU,WD-2024SU-NEUR-140D,NEUR,140,3,Graded,D,1.46
S000041,2024SU,WD-2024SU-HSSP-157A,HSSP,157,3,Graded,D,1.17
S000041,2024SU,WD-2024SU-MATH-138B,MATH,138,3,Graded,D,1.2
S000042,2024SU,WD-2024SU-COSI-177D,COSI,177,3,Graded,B-,2.52
S000042,2024SU,WD-2024SU-AMST-168C,AMST,168,3,Graded,B-,2.63
S000043,2024SU,WD-2024SU-ENG-101D,ENG,101,3,Graded,B+,3.35
S000043,2024SU,WD-2024SU-CHEM-168D,CHEM,168,3,Graded,A-,3.58
S000043,2024SU,WD-2024SU-ENVS-179D,ENVS,179,3,Graded,A-,3.56
S000043,2024SU,WD-2024SU-BIOL-155D,BIOL,155,3,Graded,A-,3.51
S000046,2024SU,WD-2024SU-PHIL-107C,PHIL,107,3,Graded,B+,3.23
S000046,2024SU,WD-2024SU-CHEM-175C,CHEM,175,4,Graded,B,3.17
S000046,2024SU,WD-2024SU-ANTH-142B,ANTH,142,3,Graded,B-,2.73
S000046,2024SU,WD-2024SU-MATH-154D,MATH,154,3,Graded,B,3.05
S000048,2024SU,WD-2024SU-POL-144B,POL,144,3,Graded,B-,2.7
S000048,2024SU,WD-2024SU-CHEM-154A,CHEM,154,3,Graded,C+,2.4
S000048,2024SU,WD-2024SU-PHIL-115D,PHIL,115,3,Graded,B-,2.58
S000048,2024SU,WD-2024SU-POL-197A,POL,197,3,Graded,B-,2.58
S000049,2024SU,WD-2024SU-ENG-184A,ENG,184,4,Graded,B,2.95
S000049,2024SU,WD-2024SU-ENVS-185B,ENVS,185,3,Graded,B+,3.33
S000049,2024SU,WD-2024SU-POL-167D,POL,167,4,Graded,B,3.1
S000050,2024SU,WD-2024SU-MATH-160B,MATH,160,3,Graded,A,4.0
S000051,2024SU,WD-2024SU-ENG-180B,ENG,180,3,Graded,B,3.01
S000051,2024SU,WD-2024SU-COSI-107A,COSI,107,3,Graded,B,2.94
S000051,2024SU,WD-2024SU-BIOL-194C,BIOL,194,3,Graded,B,3.05
S000051,2024SU,WD-2024SU-PSYC-176D,PSYC,176,3,Graded,B,3.05
S000051,2024SU,WD-2024SU-HSSP-161C,HSSP,161,4,Graded,B,2.92
S000052,2024SU,WD-2024SU-BUS-184A,BUS,184,3,Graded,B,3.04
S000052,2024SU,WD-2024SU-AMST-111C,AMST,111,4,Graded,B,3.13
S000052,2024SU,WD-2024SU-ENG-139C,ENG,139,3,Graded,B,2.89
S000052,2024SU,WD-2024SU-BIOL-196A,BIOL,196,4,Graded,B,3.15
S000053,2024SU,WD-2024SU-HSSP-159B,HSSP,159,3,Graded,B-,2.65
S000053,2024SU,WD-2024SU-NEUR-197C,NEUR,197,3,Graded,B,2.93
S000053,2024SU,WD-2024SU-ANTH-174B,ANTH,174,3,Graded,B,3.0
S000053,2024SU,WD-2024SU-CHEM-143B,CHEM,143,3,Graded,B,3.09
S000053,2024SU,WD-2024SU-AMST-173C,AMST,173,4,Graded,B-,2.82
S000055,2024SU,WD-2024SU-CHEM-161C,CHEM,161,3,Graded,B-,2.73
S000055,2024SU,WD-2024SU-CHEM-174C,CHEM,174,3,Graded,B-,2.81
S000055,2024SU,WD-2024SU-MATH-173C,MATH,173,3,Graded,B,2.89
S000055,2024SU,WD-2024SU-POL-194B,POL,194,3,Graded,B,2.87
S000055,2024SU,WD-2024SU-NEUR-131C,NEUR,131,3,Graded,B,2.99
S000056,2024SU,WD-2024SU-AMST-191A,AMST,191,3,Graded,A-,3.84
S000056,2024SU,WD-2024SU-MATH-107B,MATH,107,3,Graded,A,3.86
S000056,2024SU,WD-2024SU-PSYC-198C,PSYC,198,3,Graded,A-,3.82
S000056,2024SU,WD-2024SU-HSSP-131C,HSSP,131,3,Graded,A-,3.5
S000056,2024SU,WD-2024SU-BUS-182A,BUS,182,3,Graded,A,3.94
S000056,2024SU,WD-2024SU-NEUR-164C,NEUR,164,3,Graded,A-,3.63
S000057,2024SU,WD-2024SU-MATH-178C,MATH,178,4,Graded,A-,3.64
S000057,2024SU,WD-2024SU-ENVS-134D,ENVS,134,3,Graded,B+,3.45
S000057,2024SU,WD-2024SU-PHIL-174C,PHIL,174,3,Graded,B+,3.49
S000057,2024SU,WD-2024SU-NEUR-190A,NEUR,190,3,Graded,B+,3.49
S000057,2024SU,WD-2024SU-BUS-112C,BUS,112,3,Graded,B+,3.36
S000058,2024SU,WD-2024SU-COSI-110A,COSI,110,3,Graded,A,3.93
S000058,2024SU,WD-2024SU-BUS-123D,BUS,123,4,Graded,A-,3.77
S000058,2024SU,WD-2024SU-PHIL-140B,PHIL,140,4,Graded,A-,3.77
S000058,2024SU,WD-2024SU-COSI-199B,COSI,199,3,Graded,A,3.97
S000059,2024SU,WD-2024SU-AMST-173C,AMST,173,3,Graded,B,3.18
S000059,2024SU,WD-2024SU-CHEM-102D,CHEM,102,3,Graded,B,3.14
S000059,2024SU,WD-2024SU-MATH-152C,MATH,152,4,Graded,B+,3.26
S000059,2024SU,WD-2024SU-HIST-130C,HIST,130,3,Graded,B,3.1
S000059,2024SU,WD-2024SU-AMST-177A,AMST,177,3,Graded,B+,3.23
S000060,2024SU,WD-2024SU-HIST-187D,HIST,187,4,Graded,A,3.85
S000061,2024SU,WD-2024SU-BIOL-162A,BIOL,162,3,Graded,B,3.06
S000061,2024SU,WD-2024SU-BUS-177C,BUS,177,3,Graded,B+,3.26
S000061,2024SU,WD-2024SU-BIOL-184C,BIOL,184,4,Graded,B,3.05
S000061,2024SU,WD-2024SU-ENG-185A,ENG,185,3,Graded,B+,3.23
S000061,2024SU,WD-2024SU-AMST-125B,AMST,125,3,Graded,B,3.08
S000062,2024SU,WD-2024SU-NEUR-197A,NEUR,197,4,Graded,B-,2.82
S000062,2024SU,WD-2024SU-ENG-193A,ENG,193,3,Graded,B+,3.33
S000062,2024SU,WD-2024SU-CHEM-128C,CHEM,128,4,Graded,B,3.04
S000063,2024SU,WD-2024SU-ENVS-156C,ENVS,156,3,Graded,B+,3.2
S000063,2024SU,WD-2024SU-AMST-110D,AMST,110,3,Graded,B+,3.44
S000063,2024SU,WD-2024SU-ANTH-154A,ANTH,154,3,Graded,B+,3.32
S000063,2024SU,WD-2024SU-ECON-192B,ECON,192,3,Graded,B+,3.37
S000064,2024SU,WD-2024SU-ENG-109A,ENG,109,3,Graded,C,1.98
S000064,2024SU,WD-2024SU-ENVS-126B,ENVS,126,4,Graded,C+,2.23
S000064,2024SU,WD-2024SU-ENVS-177B,ENVS,177,3,Graded,C,1.97
S000065,2024SU,WD-2024SU-HIST-126B,HIST,126,3,Graded,B+,3.35
S000065,2024SU,WD-2024SU-BIOL-163A,BIOL,163,3,Graded,B,3.18
S000065,2024SU,WD-2024SU-NEUR-158B,NEUR,158,3,Graded,B+,3.41
S000065,2024SU,WD-2024SU-POL-120D,POL,120,3,Graded,B,3.17
S000066,2024SU,WD-2024SU-COSI-107D,COSI,107,3,Graded,A-,3.63
S000066,2024SU,WD-2024SU-HIST-183C,HIST,183,3,Graded,A-,3.78
S000066,2024SU,WD-2024SU-PSYC-127D,PSYC,127,3,Graded,A-,3.79
S000066,2024SU,WD-2024SU-ECON-180A,ECON,180,3,Graded,A-,3.68
S000066,2024SU,WD-2024SU-AMST-159B,AMST,159,3,Graded,A-,3.54
S000068,2024SU,WD-2024SU-BUS-153C,BUS,153,3,Graded,A-,3.79
S000068,2024SU,WD-2024SU-NEUR-144B,NEUR,144,3,Graded,A,3.87
S000068,2024SU,WD-2024SU-POL-125C,POL,125,4,Graded,A,4.0
S000068,2024SU,WD-2024SU-PSYC-193A,PSYC,193,3,Graded,A-,3.75
S000070,2024SU,WD-2024SU-MATH-184C,MATH,184,3,Graded,A-,3.82
S000070,2024SU,WD-2024SU-ENVS-124D,ENVS,124,3,Graded,A-,3.71
S000070,2024SU,WD-2024SU-AMST-181B,AMST,181,3,Graded,A-,3.72
S000070,2024SU,WD-2024SU-COSI-180B,COSI,180,3,Graded,A,4.0
S000070,2024SU,WD-2024SU-BIOL-125B,BIOL,125,3,Graded,A-,3.72
S000071,2024SU,WD-2024SU-PHIL-145B,PHIL,145,3,Graded,D,1.43
S000071,2024SU,WD-2024SU-PHIL-139D,PHIL,139,4,Graded,C-,1.7
S000071,2024SU,WD-2024SU-HIST-115C,HIST,115,3,Graded,D,1.47
S000072,2024SU,WD-2024SU-AMST-199A,AMST,199,3,Graded,C-,1.51
S000072,2024SU,WD-2024SU-ENVS-101C,ENVS,101,3,Graded,C-,1.61
S000072,2024SU,WD-2024SU-MATH-168D,MATH,168,3,Graded,D,1.36
S000072,2024SU,WD-2024SU-POL-142A,POL,142,3,Graded,D,1.4
S000073,2024SU,WD-2024SU-COSI-163A,COSI,163,3,Graded,F,0.92
S000073,2024SU,WD-2024SU-COSI-141B,COSI,141,3,Graded,F,0.98
S000073,2024SU,WD-2024SU-POL-130A,POL,130,3,Graded,F,0.89
S000073,2024SU,WD-2024SU-CHEM-126A,CHEM,126,3,Graded,F,0.9
S000074,2024SU,WD-2024SU-ENVS-158C,ENVS,158,4,Graded,A,3.88
S000074,2024SU,WD-2024SU-HIST-199B,HIST,199,3,Graded,A-,3.53
S000074,2024SU,WD-2024SU-PSYC-112B,PSYC,112,4,Graded,A-,3.82
S000074,2024SU,WD-2024SU-ECON-124D,ECON,124,3,Graded,A-,3.66
S000075,2024SU,WD-2024SU-HSSP-152B,HSSP,152,3,Graded,B+,3.45
S000075,2024SU,WD-2024SU-ANTH-194A,ANTH,194,3,Graded,B+,3.48
S000075,2024SU,WD-2024SU-POL-187D,POL,187,3,Graded,B+,3.47
S000075,2024SU,WD-2024SU-AMST-134B,AMST,134,3,Graded,B+,3.41
S000076,2024SU,WD-2024SU-ANTH-158A,ANTH,158,4,Graded,B,3.03
S000076,2024SU,WD-2024SU-MATH-146A,MATH,146,3,Graded,B-,2.81
S000077,2024SU,WD-2024SU-BUS-117A,BUS,117,3,Graded,F,0.58
S000077,2024SU,WD-2024SU-PSYC-112B,PSYC,112,4,Graded,F,0.79
S000077,2024SU,WD-2024SU-BUS-149B,BUS,149,3,Graded,F,0.65
S000079,2024SU,WD-2024SU-AMST-186B,AMST,186,4,Graded,B-,2.65
S000079,2024SU,WD-2024SU-HIST-104A,HIST,104,4,Graded,B-,2.6
S000079,2024SU,WD-2024SU-PHIL-182A,PHIL,182,3,Graded,B-,2.62
S000080,2024SU,WD-2024SU-ENG-164D,ENG,164,3,Graded,B-,2.52
S000080,2024SU,WD-2024SU-BIOL-181C,BIOL,181,3,Graded,B-,2.71
S000080,2024SU,WD-2024SU-BUS-149B,BUS,149,3,Graded,B-,2.81
S000080,2024SU,WD-2024SU-ECON-147A,ECON,147,3,Graded,B-,2.73
S000080,2024SU,WD-2024SU-BIOL-193A,BIOL,193,4,Graded,B-,2.53
S000081,2024SU,WD-2024SU-AMST-107A,AMST,107,3,Graded,A-,3.63
S000081,2024SU,WD-2024SU-ENVS-116B,ENVS,116,3,Graded,A-,3.67
S000081,2024SU,WD-2024SU-ENG-177A,ENG,177,3,Graded,A-,3.56
S000081,2024SU,WD-2024SU-ANTH-186C,ANTH,186,4,Graded,A-,3.81
S000082,2024SU,WD-2024SU-PSYC-110C,PSYC,110,4,Graded,D,1.21
S000082,2024SU,WD-2024SU-POL-174D,POL,174,3,Graded,D,1.39
S000082,2024SU,WD-2024SU-ECON-168C,ECON,168,3,Graded,D,1.48
S000082,2024SU,WD-2024SU-POL-162B,POL,162,4,Graded,D,1.33
S000083,2024SU,WD-2024SU-BIOL-120C,BIOL,120,3,Graded,A-,3.56
S000083,2024SU,WD-2024SU-HSSP-157A,HSSP,157,3,Graded,A-,3.63
S000083,2024SU,WD-2024SU-NEUR-147A,NEUR,147,3,Graded,A-,3.6
S000083,2024SU,WD-2024SU-PHIL-116A,PHIL,116,4,Graded,A-,3.51
S000084,2024SU,WD-2024SU-HIST-140B,HIST,140,3,Graded,C,2.04
S000084,2024SU,WD-2024SU-COSI-125A,COSI,125,3,Graded,C,2.04
S000084,2024SU,WD-2024SU-POL-167C,POL,167,4,Graded,C,1.99
S000084,2024SU,WD-2024SU-CHEM-157B,CHEM,157,3,Graded,C,2.07
S000085,2024SU,WD-2024SU-COSI-103C,COSI,103,3,Graded,B+,3.38
S000085,2024SU,WD-2024SU-ENG-149C,ENG,149,3,Graded,A-,3.5
S000085,2024SU,WD-2024SU-POL-120A,POL,120,3,Graded,A-,3.53
S000085,2024SU,WD-2024SU-ANTH-164B,ANTH,164,3,Graded,A-,3.52
S000085,2024SU,WD-2024SU-HSSP-181D,HSSP,181,3,Graded,A-,3.5
S000086,2024SU,WD-2024SU-CHEM-188C,CHEM,188,3,Graded,B,3.11
S000086,2024SU,WD-2024SU-NEUR-164A,NEUR,164,3,Graded,B,3.19
S000086,2024SU,WD-2024SU-HIST-176C,HIST,176,3,Graded,B+,3.37
S000086,2024SU,WD-2024SU-CHEM-133D,CHEM,133,3,Graded,B,3.03
S000087,2024SU,WD-2024SU-NEUR-133C,NEUR,133,3,Graded,B-,2.78
S000087,2024SU,WD-2024SU-NEUR-126B,NEUR,126,3,Graded,B-,2.81
S000087,2024SU,WD-2024SU-BIOL-111A,BIOL,111,3,Graded,B,2.88
S000087,2024SU,WD-2024SU-BIOL-117C,BIOL,117,3,Graded,B,2.93
S000089,2024SU,WD-2024SU-COSI-143B,COSI,143,3,Graded,A-,3.72
S000089,2024SU,WD-2024SU-COSI-194B,COSI,194,4,Graded,A,3.85
S000089,2024SU,WD-2024SU-HIST-192B,HIST,192,3,Graded,A-,3.54
S000089,2024SU,WD-2024SU-CHEM-103D,CHEM,103,3,Graded,A,3.89
S000089,2024SU,WD-2024SU-COSI-182A,COSI,182,3,Graded,A,4.0
S000090,2024SU,WD-2024SU-NEUR-141A,NEUR,141,4,Graded,C+,2.15
S000090,2024SU,WD-2024SU-CHEM-178B,CHEM,178,3,Graded,C,2.11
S000090,2024SU,WD-2024SU-HIST-156B,HIST,156,3,Graded,C+,2.18
S000090,2024SU,WD-2024SU-ENG-158B,ENG,158,3,Graded,C,2.01
S000090,2024SU,WD-2024SU-PSYC-127D,PSYC,127,3,Graded,C,2.09
S000091,2024SU,WD-2024SU-HSSP-142D,HSSP,142,3,Graded,B+,3.35
S000091,2024SU,WD-2024SU-ENG-182C,ENG,182,3,Graded,B+,3.36
S000091,2024SU,WD-2024SU-HSSP-179B,HSSP,179,3,Graded,A-,3.63
S000091,2024SU,WD-2024SU-AMST-132C,AMST,132,3,Graded,B+,3.44
S000091,2024SU,WD-2024SU-MATH-111A,MATH,111,3,Graded,A-,3.62
S000092,2024SU,WD-2024SU-HSSP-173A,HSSP,173,3,Graded,F,0.46
S000093,2024SU,WD-2024SU-ENVS-143C,ENVS,143,3,Graded,B+,3.34
S000093,2024SU,WD-2024SU-COSI-122D,COSI,122,3,Graded,B+,3.41
S000093,2024SU,WD-2024SU-HIST-118B,HIST,118,4,Graded,B+,3.35
S000095,2024SU,WD-2024SU-ENVS-112A,ENVS,112,3,Graded,B+,3.42
S000095,2024SU,WD-2024SU-BIOL-168C,BIOL,168,4,Graded,A-,3.57
S000095,2024SU,WD-2024SU-MATH-117A,MATH,117,3,Graded,B+,3.28
S000095,2024SU,WD-2024SU-ANTH-160A,ANTH,160,3,Graded,B+,3.41
S000096,2024SU,WD-2024SU-ENVS-163C,ENVS,163,4,Graded,D,1.33
S000096,2024SU,WD-2024SU-COSI-193A,COSI,193,3,Graded,D,1.36
S000097,2024SU,WD-2024SU-MATH-130A,MATH,130,4,Graded,B+,3.25
S000097,2024SU,WD-2024SU-ECON-130A,ECON,130,3,Graded,B+,3.32
S000097,2024SU,WD-2024SU-ENG-171B,ENG,171,3,Graded,B+,3.49
S000097,2024SU,WD-2024SU-ENG-125D,ENG,125,3,Graded,B,3.13
S000099,2024SU,WD-2024SU-AMST-121B,AMST,121,3,Graded,B-,2.73
S000099,2024SU,WD-2024SU-CHEM-151D,CHEM,151,3,Graded,B-,2.54
S000099,2024SU,WD-2024SU-ANTH-114B,ANTH,114,3,Graded,C+,2.47
S000099,2024SU,WD-2024SU-ANTH-148D,ANTH,148,3,Graded,B-,2.54
S000102,2024SU,WD-2024SU-PHIL-174D,PHIL,174,3,Graded,B,3.12
S000102,2024SU,WD-2024SU-HIST-140C,HIST,140,3,Graded,B,2.97
S000102,2024SU,WD-2024SU-POL-193B,POL,193,4,Graded,B,3.15
S000103,2024SU,WD-2024SU-ANTH-183C,ANTH,183,3,Graded,B,3.1
S000103,2024SU,WD-2024SU-ECON-192B,ECON,192,3,Graded,B,3.12
S000103,2024SU,WD-2024SU-BUS-186B,BUS,186,3,Graded,B,3.08
S000103,2024SU,WD-2024SU-CHEM-141C,CHEM,141,3,Graded,B+,3.24
S000103,2024SU,WD-2024SU-ENVS-109A,ENVS,109,3,Graded,B,3.16
S000104,2024SU,WD-2024SU-ENG-190A,ENG,190,3,Graded,A,3.85
S000104,2024SU,WD-2024SU-ECON-143B,ECON,143,4,Graded,A-,3.66
S000106,2024SU,WD-2024SU-BUS-166A,BUS,166,3,Graded,B+,3.23
S000106,2024SU,WD-2024SU-ENVS-135C,ENVS,135,3,Graded,B,3.09
S000106,2024SU,WD-2024SU-POL-100C,POL,100,3,Graded,B,3.17
S000106,2024SU,WD-2024SU-BUS-147C,BUS,147,3,Graded,B+,3.2
S000107,2024SU,WD-2024SU-ANTH-199A,ANTH,199,3,Graded,B,3.16
S000107,2024SU,WD-2024SU-ENG-119A,ENG,119,3,Graded,B+,3.31
S000107,2024SU,WD-2024SU-ECON-194C,ECON,194,4,Graded,B,3.08
S000107,2024SU,WD-2024SU-ANTH-174C,ANTH,174,3,Graded,B,3.16
S000108,2024SU,WD-2024SU-PHIL-176C,PHIL,176,3,Graded,D,1.0
S000108,2024SU,WD-2024SU-BUS-160D,BUS,160,3,Graded,F,0.97
S000108,2024SU,WD-2024SU-ECON-181A,ECON,181,4,Graded,F,0.78
S000108,2024SU,WD-2024SU-ANTH-170C,ANTH,170,3,Graded,D,1.01
S000108,2024SU,WD-2024SU-PHIL-138D,PHIL,138,3,Graded,D,1.09
S000113,2024SU,WD-2024SU-ECON-167D,ECON,167,3,Graded,B,3.06
S000113,2024SU,WD-2024SU-AMST-112A,AMST,112,3,Graded,B+,3.47
S000113,2024SU,WD-2024SU-PSYC-149A,PSYC,149,3,Graded,B+,3.24
S000113,2024SU,WD-2024SU-AMST-185D,AMST,185,4,Graded,B+,3.4
S000114,2024SU,WD-2024SU-ENVS-174A,ENVS,174,3,Graded,B+,3.34
S000114,2024SU,WD-2024SU-BIOL-110C,BIOL,110,4,Graded,B,2.97
S000114,2024SU,WD-2024SU-ENVS-155A,ENVS,155,3,Graded,B+,3.34
S000114,2024SU,WD-2024SU-PHIL-139A,PHIL,139,3,Graded,B+,3.22
S000114,2024SU,WD-2024SU-ENG-153D,ENG,153,4,Graded,B+,3.3
S000115,2024SU,WD-2024SU-BUS-103B,BUS,103,3,Graded,C,2.13
